Date,SPY,GOOG,AMZN,JPM,GME,XOM
2020-01-02,-0.003785807919683859,0.019628958149215725,0.0025658453611681065,-0.013981242118113801,-0.07290015847860543,-0.00042336495603245705
2020-01-03,0.0009925004066695386,0.02401783539285751,0.01700832601081581,-0.017782296180030355,-0.061224489795918435,-0.0005685446583296727
2020-01-06,0.0025026396252252336,0.0072514553232867485,-0.00573335173211198,-0.009332171788734578,-0.022222222222222254,-0.023140854400459987
2020-01-07,0.012146380504326038,0.01901182008677549,-0.003046935736300771,0.011481008154238248,0.005434782608695787,-0.007540325329319475
2020-01-08,0.0038832482707904514,0.018094210190368054,-0.004656585316154538,-0.006353187592106235,-0.05069930069930073,-0.0013000626882569977
2020-01-09,0.003979743744374709,0.013663672271101657,-0.005128702667025031,-0.0017462786414994547,-0.021621621621621623,0.0005734058332769187
2020-01-10,0.0053423944304276105,0.0008042265687153716,-0.007285594658518524,0.020063100716552373,-0.13259668508287292,0.0008678850659147308
2020-01-13,0.0007322027081635429,-2.0909934983492917e-05,-0.015481456871327515,-0.0034985421722091292,-0.151012891344383,-0.010171864780794238
2020-01-14,0.01059704856794963,0.014550504454234225,0.0045468482540227395,-0.011167030068822914,-0.019108280254777066,-0.005491355902057737
2020-01-15,0.011456486832982282,0.02862008071320221,0.0014500596438289381,0.010824816129454629,0.030368763557483636,-0.007671218525792112
2020-01-16,0.001148335450708915,0.02252529378471735,0.007486873675829786,-0.0029872096583754004,-0.006493506493506551,-0.018018154102422357
2020-01-17,-0.0018379009135356394,0.0037558075726791262,0.012194871079840297,-0.010998740761985704,-0.040000000000000036,-0.01998247606874992
2020-01-21,0.0012676514986535992,0.0015157892692225783,-0.003921797123082382,-0.0021923633153178024,0.006535947712418277,-0.011985869890261736
2020-01-22,-0.007756413319174649,-0.012947951701918203,-0.013679759955922077,-0.025826463763562346,-0.05263157894736825,-0.012948363856956302
2020-01-23,-0.024779861672498127,-0.035482419467975146,-0.029842151772475622,-0.033030690272254914,-0.07359307359307354,-0.03040268716279615
2020-01-24,-0.005717944109955075,-0.009647444585376364,-0.004506811150310375,0.009613150514560687,-0.02546296296296302,-0.025181074460755903
2020-01-27,0.00964437599811463,0.017246634049916,0.016222387520920645,0.016662857599794467,-0.035046728971962704,-0.009731245242604492
2020-01-28,0.0024164312089773876,0.002258046569648453,0.00940508856128619,0.010860658933102618,-0.0665083135391924,0.002165656339325084
2020-01-29,-0.0149713834921531,-0.016728008040565956,0.08111942774769809,-0.013931131421493936,-0.07021791767554475,-0.03104055670174155
2020-01-30,-0.010863889151279227,0.02067533104690278,0.07137513860334654,-0.018544323850752442,0.0050890585241729624,-0.06266409650885174
2020-01-31,0.02278294607129494,0.008952465301195645,0.020386127097439033,0.022136194439766443,0.05989583333333348,-0.03461030710021096
2020-02-03,0.026965198586826222,-0.02537783806288174,0.01779763514417354,0.03164131948097704,0.05822784810126569,0.03293279051210196
2020-02-04,0.014951704611572136,0.02015109603396259,0.0002732049602758302,0.01714867848502033,0.017199017199017064,0.0318492755182056
2020-02-05,-0.0019829128116835015,0.021405478697930302,0.019319829204802463,-0.0030525880495918534,-0.08851674641148322,-0.020086169570103563
2020-02-06,0.0020960311826254685,0.021981713767978306,0.04081499268321087,0.0009446236465782132,-0.048309178743961345,-0.01711686187258543
2020-02-07,0.00921143401577229,0.01998334159792292,0.03439656134036473,0.00605114480437785,0.055118110236220375,-0.0011552266708788617
2020-02-10,0.008186866929772885,0.006356483963352089,0.012226354094792447,0.001887853726003197,0.06345177664974622,0.02184797418224038
2020-02-11,0.0053690288292058685,0.0038905428358761984,-0.00043240654238052567,-0.0008697821453965693,0.022388059701492713,0.006608515769030321
2020-02-12,0.0005334957780529503,0.0016269621634101838,-0.011634259259259316,-0.003913184486138088,-0.04057279236276867,-0.010119186574980454
2020-02-13,-0.0009791513818502295,0.0033076561915230673,0.0026978468465534977,-0.01624595413277552,-0.012165450121654708,-0.017232964096931425
2020-02-14,0.0021919346955137087,0.003912504838508246,0.01655840402460118,0.00021832053736803303,0.03233830845771157,-0.005111264686401551
2020-02-18,0.0006534742085848588,-0.0010002090592802215,-0.0011922232884232775,0.013639138734622636,0.019704433497536922,-0.000333936138816604
2020-02-19,-0.014364422759126305,-0.02723539298885902,-0.03421313905109824,-0.012219264461464596,-0.026506024096385583,-0.020053020410676137
2020-02-20,-0.04312233407456145,-0.06360379060110077,-0.06679205858336412,-0.03876651411274179,-0.10628019323671489,-0.0584698901700762
2020-02-21,-0.062462321784242825,-0.0650860941156094,-0.058793770903209586,-0.07031878980427708,-0.1188118811881188,-0.08337558824895142
2020-02-24,-0.03386893925466461,-0.019984646761786684,-0.01478134067257586,-0.04176748863958202,-0.08378378378378382,-0.059439268826357416
2020-02-25,-0.048424749831484815,-0.050675195789546046,-0.04483109740937885,-0.03872963705299881,-0.0252808988764045,-0.0808118557723898
2020-02-26,-0.04892450401351012,-0.03865255815051771,-0.04841406553882366,-0.08314928283470868,0.06194690265486735,-0.029617044525927727
2020-02-27,0.03892302433222561,0.053880921937991655,0.036963393810471645,0.0012358651107016172,0.10374639769452454,0.08149324737226316
2020-02-28,0.013434419368139938,0.0015381882785208134,0.013398816191108054,0.00732070837883958,0.008333333333333304,-0.002721807155943612
2020-03-02,0.012196816854439962,-0.0018644484608191236,0.011197768393300223,-0.01374256562197862,-0.015665796344647487,-0.02709731200615706
2020-03-03,0.007393848118417923,-0.016661882355318847,0.007878501114426895,-0.02556423417463083,0.09090909090909083,-0.023196707364179114
2020-03-04,-0.0492231268987664,-0.06354755138113899,-0.03782713240823887,-0.09820606428991652,0.039787798408488007,-0.09023271637777242
2020-03-05,-0.09333458632952296,-0.0784510238370314,-0.06414658815091234,-0.18013512686943667,-0.06565656565656564,-0.16463767270712015
2020-03-06,-0.03039054813778086,-0.013878545264671138,-0.004876087030369458,-0.0682827410450687,0.07908163265306145,-0.08974624212736293
2020-03-09,0.0004739539414018168,-0.00012340856160242275,0.0112461552197054,0.026969034587202012,0.11891891891891881,0.002866581559627601
2020-03-10,-0.13976146832679937,-0.129241866496008,-0.11375822920494871,-0.12562053415979357,-0.05910165484633578,-0.14351521097054287
2020-03-11,-0.018369867148306684,0.003554364721328307,-0.01969397998411715,0.08284714488118383,0.10869565217391308,-0.09194844306579841
2020-03-12,-0.03329164690266573,-0.02742825764751078,0.007479366280276567,0.0035207824556593437,0.09798994974874375,-0.07235078127667793
2020-03-13,-0.06133977826369785,-0.0819279238127556,0.0127954957983194,-0.09768082825949398,-0.07843137254901944,-0.03436508217311218
2020-03-16,0.0006253429234319707,0.011500183926199892,0.08338517301785542,-0.05058886020158948,-0.13729977116704806,-0.03972173715313243
2020-03-17,-0.048615625009286734,-0.004027546151268435,0.040429496867631975,-0.09023024128713608,-0.009456264775413725,-0.06465650449057703
2020-03-18,-0.04106091767998077,-0.02231942566955758,0.008792316939890688,-0.0046487939787209775,-0.0026525198938992522,-0.01147335635920188
2020-03-19,-0.06756040162890897,-0.05260514084861678,0.011643187022981394,-0.0735053056710786,-0.09069212410501204,-0.08655233082112834
2020-03-20,0.06271857979923756,0.05794907364305346,0.0509238461047028,0.059041811128385246,0.1063829787234043,0.0824681074855107
2020-03-23,0.10692973937216044,0.04341202877719663,-0.008928826875152729,0.16069864044728588,0.09448818897637801,0.18569138547376118
2020-03-24,0.07423418456756581,0.024055568408382744,0.007932591348876583,0.1095784525549719,0.060096153846153744,0.0953724226219752
2020-03-25,0.026864904693879366,0.007455798247512302,0.0075615852882535695,-0.00654107477990673,0.011990407673860837,-0.009117504456859882
2020-03-26,0.0017227553486718339,-0.01285136191896663,0.004326322391345894,-0.04708540471636491,-0.17233560090702948,-0.03400326503493045
2020-03-27,0.017086319309371323,0.04690693425163306,0.02611444743269664,-0.012070501523026578,-0.17061611374407581,0.027604596222582822
2020-03-30,-0.05923961557577917,-0.03592543813688087,-0.02864125810450857,-0.0977538243487146,-0.1095890410958904,0.0008000581788567551
2020-03-31,-0.0229679455408055,-0.03609360631850034,-0.0158433210922595,-0.02799072060725527,-0.18571428571428572,0.06399818377350885
