Date,cov_std_5,cov_return_7,cov_return_15,cov_price_40,cov_return_47,IC
2020-01-02,,,,,,0.1590008764301988
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.2387835726720196
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.297020592741465
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.3442280424732532
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.3851092991434975
2020-01-09,15.134955426028569,0.0,0.0,0.0,0.0,0.4378532153016105
2020-01-10,5.559757217843816,0.0,0.0,0.0,0.0,0.4286244028559697
2020-01-13,6.2073931600639805,0.0,0.0,0.0,0.0,0.4129806965237869
2020-01-14,3.485148597531872,0.0,0.0,0.0,0.0,0.3971998756061241
2020-01-15,16.79368013115536,0.7449803717279818,0.0,0.0,0.0,0.2713741045945473
2020-01-16,28.02517886079752,0.599228565058971,0.0,0.0,0.0,0.1529454838021328
2020-01-17,15.174847991117147,0.5863752086580043,0.0,0.0,0.0,0.0896132704821312
2020-01-21,11.693081296959244,0.5922874949883715,0.0,0.0,0.0,0.1051053044595121
2020-01-22,2.4668535567592875,0.5197755436357899,0.0,0.0,0.0,0.0366219565329353
2020-01-23,3.544986627533791,0.5514674293633878,0.0,0.0,0.0,0.0538209633322109
2020-01-24,13.01468464242894,0.5862879542370267,0.0,0.0,0.0,0.0486641559041125
2020-01-27,8.825666471132996,0.5290030213885466,0.0,0.0,0.0,-0.0049364071944913
2020-01-28,3.420701137267154,0.7769106935467615,0.6148047416531672,0.0,0.0,-0.0512376743006025
2020-01-29,3.979922795874452,0.512899223350716,0.3552743416989716,0.0,0.0,-0.1083172104924962
2020-01-30,4.690741417535892,0.3633077590465762,0.3296938917356517,0.0,0.0,-0.1445198311577644
2020-01-31,6.1324782174527925,0.2766660201826781,0.3078022830437747,0.0,0.0,-0.1108151341174436
2020-02-03,5.8515490552320255,0.142659551737989,0.2385849311431734,0.0,0.0,-0.0578656342618882
2020-02-04,5.055170359105283,0.0912656586207231,0.2056811125312526,0.0,0.0,0.0185789306715351
2020-02-05,3.234863345571924,0.2707960492569795,0.2742776049243203,0.0,0.0,0.0851038234254918
2020-02-06,2.502888887167716,0.4265869963879045,0.3568243358716323,0.0,0.0,0.1309944465611874
2020-02-07,2.1327180012661238,0.5579866767908236,0.531467686884391,0.0,0.0,0.1338397861854701
2020-02-10,3.108158943182397,0.6314322375507143,0.5375903505295113,0.0,0.0,0.154257631951396
2020-02-11,5.769180826076772,0.6318654403887679,0.5311658967273115,0.0,0.0,0.153534979892507
2020-02-12,9.891628289456415,0.7049938341897836,0.5604305236543798,0.0,0.0,0.1406343047493416
2020-02-13,6.701129783585268,0.8212953297076645,0.5491886967663375,0.0,0.0,0.0981253699471923
2020-02-14,5.886656319247038,0.7888934144233927,0.5610152459002947,0.0,0.0,0.0769059723379633
2020-02-18,5.949996575328783,0.8564432489788656,0.568624914374026,0.0,0.0,0.0661050945477572
2020-02-19,6.36290890763095,0.918683897904746,0.5116225568091418,0.0,0.0,0.0607334513704357
2020-02-20,9.180606272540636,0.82187497641784,0.5462924632045849,0.0,0.0,0.0608338935984673
