,Date,JPM,SPY,IC
80,2020-04-28,84.373337,268.181976,0.8684339772967056
81,2020-04-29,86.648918,275.202484,0.8782536040890776
82,2020-04-30,84.78949,272.640167,0.8827311438984634
83,2020-05-01,82.567047,265.422516,0.8810792793262746
84,2020-05-04,81.584206,266.154602,0.8826492631472098
85,2020-05-05,81.460258,268.613708,0.8726680260134896
86,2020-05-06,79.928429,266.792877,0.8566993698627557
87,2020-05-07,80.760757,270.012085,0.8370169729402842
88,2020-05-08,82.08007,274.479767,0.8132842215589903
89,2020-05-11,79.662819,274.536133,0.7883447502313667
90,2020-05-12,77.059624,269.064209,0.7530509443381196
91,2020-05-13,74.403313,264.305542,0.7244755002446734
92,2020-05-14,77.493492,267.468567,0.6852696416184478
93,2020-05-15,76.059082,268.69809,0.6523238778459276
94,2020-05-18,80.08783,276.882538,0.6030768637346746
95,2020-05-19,78.511749,274.038666,0.5808556833767293
96,2020-05-20,80.867004,278.69397,0.527103177969558
97,2020-05-21,79.839882,276.769958,0.4750635592350414
98,2020-05-22,79.2201,277.295593,0.42257862522128736
99,2020-05-26,84.842621,280.712006,0.3454363071076116
100,2020-05-27,89.75679,284.888702,0.327269933674283
101,2020-05-28,88.419777,284.363129,0.34701806103071586
102,2020-05-29,86.161903,285.630249,0.34599049865649056
103,2020-06-01,87.304146,286.784637,0.33298124156490955
104,2020-06-02,87.596329,289.159302,0.3383354858796484
105,2020-06-03,92.324577,293.007477,0.3268546756323747
106,2020-06-04,94.245979,292.237823,0.32557794517082106
107,2020-06-05,98.487228,299.727722,0.3357336108555763
108,2020-06-08,100.452881,303.350739,0.31412699195583216
109,2020-06-09,97.876266,301.088623,0.29102822218713303
110,2020-06-10,93.909515,299.40863,0.3033631734315181
111,2020-06-11,86.073372,282.148041,0.3617391221971228
112,2020-06-12,88.428658,285.526886,0.4150750771855892
113,2020-06-15,89.650536,288.192505,0.5120709232902148
114,2020-06-16,90.367752,293.739532,0.6190038308334057
115,2020-06-17,88.083328,292.51944,0.6955590937310229
116,2020-06-18,87.605194,292.63205,0.7391775114932918
117,2020-06-19,86.604652,290.959717,0.7592553584500401
118,2020-06-22,85.666084,292.826202,0.7600280259205565
119,2020-06-23,86.710907,294.174286,0.755915754407792
120,2020-06-24,83.815491,286.670258,0.7460414189292365
121,2020-06-25,86.737457,289.743561,0.7173251769332868
122,2020-06-26,81.982666,282.861755,0.7406071250523913
123,2020-06-29,82.34568,287.019104,0.7181739158233903
124,2020-06-30,83.284241,290.695709,0.6730651446140745
125,2020-07-01,82.57589,292.731934,0.6717239814216972
126,2020-07-02,82.844131,294.344025,0.6690084457681397
127,2020-07-06,84.936234,298.887878,0.6390435194126598
128,2020-07-07,82.540131,295.805298,0.6184272341641165
129,2020-07-08,83.416328,298.06778,0.6002447744531139
130,2020-07-09,81.610329,296.37088,0.5834771972029522
131,2020-07-10,86.071701,299.396942,0.5523259721554004
132,2020-07-13,87.305519,296.804474,0.527409678729528
133,2020-07-14,87.806206,300.650787,0.5204563928386076
134,2020-07-15,89.165176,303.412964,0.5148333483688984
135,2020-07-16,89.415497,302.413605,0.5248788576846989
136,2020-07-17,87.761482,303.290405,0.5470676115767102
137,2020-07-20,86.992592,305.741425,0.5369716335330242
138,2020-07-21,88.879074,306.391968,0.5202515831935959
139,2020-07-22,88.235344,308.135956,0.5263285422505486
140,2020-07-23,88.494629,304.459381,0.5271158655164835
141,2020-07-24,87.868767,302.498505,0.5493451843502173
142,2020-07-27,86.634964,304.704498,0.5493170515445496
143,2020-07-28,87.010468,302.771851,0.5731144769863468
144,2020-07-29,89.120461,306.495605,0.6016533934245494
145,2020-07-30,86.742249,305.402069,0.6348022878509254
146,2020-07-31,86.402496,307.815399,0.6298089136552629
147,2020-08-03,85.919724,309.955414,0.6239752938868544
148,2020-08-04,85.427994,311.152649,0.6106496106493662
149,2020-08-05,86.912117,313.085175,0.5927980496431581
150,2020-08-06,86.938942,315.178009,0.589293135617018
151,2020-08-07,88.852234,315.404297,0.5867421472429116
152,2020-08-10,89.978775,316.346985,0.5898367557752648
153,2020-08-11,92.821899,313.735657,0.6010310063709586
154,2020-08-12,92.035118,318.109894,0.6708594649078968
155,2020-08-13,91.525513,317.53479,0.7041289940921548
156,2020-08-14,91.561264,317.544189,0.7446444869920249
157,2020-08-17,89.147293,318.552948,0.7736610333742107
158,2020-08-18,87.904541,319.241119,0.7785421618828331
159,2020-08-19,88.110176,317.911926,0.7852247678749134
160,2020-08-20,87.055183,318.901703,0.7906121475407342
161,2020-08-21,87.010468,320.03302,0.7915467515063793
162,2020-08-24,89.460213,323.275909,0.7953376800356334
163,2020-08-25,89.853607,324.407135,0.7955005130306666
164,2020-08-26,88.592964,327.659546,0.7929018179097878
165,2020-08-27,91.507637,328.376038,0.8018971597243781
166,2020-08-28,91.883118,330.497131,0.7916902939004451
167,2020-08-31,89.576439,329.299835,0.7848071871809317
168,2020-09-01,89.531731,332.401367,0.7918866853957588
169,2020-09-02,90.881775,337.20929,0.8104990650230243
170,2020-09-03,90.595673,325.604523,0.8179896608975197
171,2020-09-04,92.55368,322.946014,0.7916959021797721
172,2020-09-08,89.335037,314.122131,0.7637793372595715
173,2020-09-09,90.184425,320.325226,0.7723047530998237
174,2020-09-10,89.25457,314.763214,0.7890648159577296
175,2020-09-11,90.363205,314.923553,0.803410256455202
176,2020-09-14,91.614899,319.07135,0.7900549867094027
177,2020-09-15,88.762856,320.683533,0.7955440583367493
178,2020-09-16,89.138344,319.410858,0.8160490381623959
179,2020-09-17,88.119118,316.601501,0.8245373295638084
180,2020-09-18,87.931351,312.956512,0.8399947559002396
181,2020-09-21,85.213394,309.473511,0.8597550669300409
182,2020-09-22,84.283562,312.625305,0.8691139595658881
183,2020-09-23,82.915649,305.375214,0.8701593381629784
184,2020-09-24,82.844131,306.189209,0.8705549157434664
185,2020-09-25,83.568321,311.139313,0.8669138975817763
186,2020-09-28,85.973373,316.307159,0.8636779107266912
187,2020-09-29,85.249168,314.584595,0.8698132962408398
188,2020-09-30,86.071701,316.969727,0.8731732016344009
189,2020-10-01,86.697563,319.004639,0.8779802071454588
190,2020-10-02,87.520088,315.975922,0.8807497073793628
191,2020-10-05,89.369942,321.579102,0.8837275068309237
192,2020-10-06,88.449516,317.007568,0.8896517217730864
193,2020-10-07,89.992577,322.525574,0.8923899650576518
194,2020-10-08,91.8424,325.384033,0.8970197765530392
195,2020-10-09,91.319023,328.289764,0.9014165186890921
196,2020-10-12,92.437973,333.571106,0.9080089953765005
197,2020-10-13,90.940041,331.394196,0.919553140336285
198,2020-10-14,90.434723,329.311951,0.9298675370214149
199,2020-10-15,91.788269,328.904938,0.9373163396834128
200,2020-10-16,91.598763,328.706238,0.9414525932966678
201,2020-10-19,90.055725,323.70871,0.9455622043157789
202,2020-10-20,90.570091,325.005402,0.946230313310847
203,2020-10-21,89.667717,324.390198,0.9450718860059093
204,2020-10-22,92.834991,326.169495,0.9453319004882563
205,2020-10-23,93.674194,327.276947,0.9467731824122385
206,2020-10-26,91.355125,321.228912,0.9480712319589236
207,2020-10-27,89.631615,320.12149,0.9458650976977169
208,2020-10-28,87.114021,309.180084,0.9445880675313251
209,2020-10-29,87.682503,312.322449,0.9376188078446298
210,2020-10-30,88.467575,309.066528,0.9282160695307283
211,2020-11-02,90.461777,312.53067,0.9163442082745392
212,2020-11-03,93.313271,318.048676,0.9054641739979014
213,2020-11-04,90.461777,325.156891,0.8935429984964398
214,2020-11-05,94.161461,331.498322,0.8732474242824274
215,2020-11-06,92.907188,331.422607,0.8620259443353108
216,2020-11-09,105.48613,335.587097,0.8652997430661953
217,2020-11-10,105.143219,335.094971,0.8865632889409923
218,2020-11-11,103.573112,337.584259,0.8926576190920499
219,2020-11-12,102.300766,334.309357,0.8877867593700749
220,2020-11-13,102.941452,338.937744,0.8911075382399967
221,2020-11-16,105.847069,343.168549,0.8869988676910479
222,2020-11-17,104.773254,341.322845,0.8824674180158716
223,2020-11-18,103.997215,337.215118,0.8852078508495954
224,2020-11-19,104.276955,338.634796,0.8866376833324812
225,2020-11-20,103.383629,336.315918,0.8824332822813985
226,2020-11-23,106.361404,338.332031,0.8783729715214623
227,2020-11-24,111.279274,343.783722,0.8713055360619072
228,2020-11-25,110.11525,343.253754,0.8690577578326142
229,2020-11-27,109.384315,344.209686,0.8734894482483336
230,2020-11-30,106.370422,342.685822,0.8742115255091483
231,2020-12-01,108.04882,346.433838,0.8649694576218114
232,2020-12-02,110.12426,347.16272,0.8603344291607998
233,2020-12-03,109.402374,347.068115,0.8593346060291415
234,2020-12-04,110.394974,350.05896,0.8590854835820231
235,2020-12-07,109.979881,349.339569,0.8620276495881839
236,2020-12-08,110.088158,350.361908,0.861054346094613
237,2020-12-09,109.230919,347.219513,0.8629033644330435
238,2020-12-10,108.527069,347.105957,0.860993073700376
239,2020-12-11,107.886406,346.698883,0.8580463938592525
240,2020-12-14,106.749428,345.146698,0.8514947625814825
241,2020-12-15,108.572197,349.812744,0.8444387537160394
242,2020-12-16,108.888008,350.361908,0.8497631667383923
243,2020-12-17,107.985657,352.321106,0.8546503425626937
244,2020-12-18,107.453278,350.914307,0.8629559171962652
245,2020-12-21,111.486847,349.659576,0.8637900813743127
246,2020-12-22,109.790382,349.070221,0.8458471635937743
247,2020-12-23,112.858414,349.383942,0.8245350215273298
248,2020-12-24,112.362106,350.743225,0.8191834539418712
249,2020-12-28,113.102051,353.756409,0.7729998796388691
250,2020-12-29,112.804276,353.081451,0.7359502920109301
251,2020-12-30,113.12011,353.585236,0.7262458706274669
252,2020-12-31,114.663139,355.381744,0.7044244907267995
253,2021-01-04,113.580299,350.543579,0.6473879536596929
254,2021-01-05,114.198326,352.957947,0.5451614202087459
255,2021-01-06,119.5606,355.068115,0.4864830103674053
256,2021-01-07,123.486862,360.343506,0.4294023574599247
257,2021-01-08,123.623222,362.396637,0.4292290882178568
258,2021-01-11,125.468216,359.953796,0.4450784562205419
259,2021-01-12,127.440422,360.029755,0.47278678635944105
260,2021-01-13,127.558601,360.999329,0.5062880078384385
261,2021-01-14,128.303848,359.735138,0.5375250937558326
262,2021-01-15,126.004433,357.111664,0.5611556718455624
263,2021-01-19,125.459099,359.915771,0.5833776456212761
264,2021-01-20,123.577774,364.896545,0.5864433645595744
265,2021-01-21,122.541687,365.229218,0.5900105693897278
266,2021-01-22,121.596428,363.936432,0.595108175178991
267,2021-01-25,120.078644,365.371765,0.5921814052461885
268,2021-01-26,119.587883,364.801453,0.5948811192485605
269,2021-01-27,116.206917,355.885559,0.5990976329463156
270,2021-01-28,118.251854,358.946259,0.562859183766302
271,2021-01-29,116.943085,351.760284,0.5287138347217943
272,2021-02-01,117.806496,357.615479,0.43484087797200544
273,2021-02-02,121.432861,362.672241,0.33833199555612076
274,2021-02-03,122.823418,362.957428,0.2956243427328047
275,2021-02-04,125.649986,367.082611,0.2622186103003446
276,2021-02-05,125.40461,368.527496,0.2559817734646927
277,2021-02-08,127.367706,371.188995,0.2842064642985246
278,2021-02-09,126.858765,370.941833,0.3306926155942277
279,2021-02-10,126.931511,370.780243,0.3881357890550071
280,2021-02-11,126.577003,371.379059,0.43917565810659753
281,2021-02-12,128.376572,373.213623,0.48430899857900983
282,2021-02-16,131.46669,372.890381,0.5080106176632438
283,2021-02-17,131.875671,372.975983,0.5110802066288074
284,2021-02-18,132.321014,371.388519,0.5342012885144731
285,2021-02-19,134.529572,370.732727,0.5430405965174684
286,2021-02-22,135.792862,367.881165,0.4762760987577829
287,2021-02-23,136.883484,368.32785,0.4107258285343436
288,2021-02-24,139.291992,372.386597,0.3039087108589578
289,2021-02-25,137.40155,363.413666,0.26248349374027047
290,2021-02-26,133.757019,361.541138,0.2098769541676997
291,2021-03-01,136.783493,370.304962,0.1082093444962964
292,2021-03-02,136.338165,367.415405,0.0801168326518372
293,2021-03-03,138.973862,362.548737,0.08351876697541391
294,2021-03-04,136.838013,358.062225,0.09358777079090853
295,2021-03-05,137.156143,364.649414,0.037120112532884664
296,2021-03-08,138.973862,362.833862,0.017327371405433823
297,2021-03-09,137.992294,368.014221,0.05098786960359458
298,2021-03-10,140.991577,370.304962,0.10579777987741167
299,2021-03-11,140.255386,374.05954,0.21156146415824242
300,2021-03-12,141.918549,374.563324,0.26050522443143304
301,2021-03-15,141.209641,376.797058,0.30039316294388524
302,2021-03-16,139.519226,376.321808,0.3019938608455581
303,2021-03-17,140.955185,377.605011,0.29129816023716987
304,2021-03-18,143.281891,372.111023,0.3214833151495982
305,2021-03-19,141.000626,371.422455,0.3774263929060113
306,2021-03-22,137.210678,374.388245,0.3902292210242024
307,2021-03-23,135.838303,371.441559,0.3567987304728683
308,2021-03-24,136.892578,369.553314,0.31358195062966215
309,2021-03-25,138.646667,371.632294,0.2689981987374976
310,2021-03-26,140.955185,377.621094,0.2681122451619661
311,2021-03-29,138.764832,377.430328,0.2877589510144396
312,2021-03-30,140.400772,376.428986,0.2775087602728434
313,2021-03-31,138.355835,377.954895,0.30036425646754317
314,2021-04-01,139.700958,382.036407,0.28932762807252865
315,2021-04-05,140.441498,387.519836,0.29965260758605894
316,2021-04-06,139.454102,387.291016,0.31957248738477495
317,2021-04-07,141.639084,387.739136,0.3122167321824077
318,2021-04-08,141.812805,389.579681,0.3534221433811427
319,2021-04-09,142.87326,392.411926,0.3819832395606062
320,2021-04-12,142.571579,392.555084,0.4070753085081954
321,2021-04-13,140.87114,393.718384,0.41632768916225454
322,2021-04-14,138.238205,392.37384,0.4013600900494459
323,2021-04-15,139.115875,396.588928,0.36622205034749516
324,2021-04-16,140.148941,397.914459,0.33174502475019285
325,2021-04-19,139.554688,395.959534,0.291921806614907
326,2021-04-20,136.464645,393.060455,0.26191405436500265
327,2021-04-21,137.625702,396.779663,0.17213593381239262
328,2021-04-22,134.727631,393.155823,0.1717716332847197
329,2021-04-23,137.305695,397.418549,0.057959473130340916
330,2021-04-26,137.643982,398.248199,-0.021803624163954673
331,2021-04-27,138.274796,398.162445,-0.07928552375556402
332,2021-04-28,139.1707,398.047974,-0.14392909834578263
333,2021-04-29,141.876816,400.584625,-0.1998777545054862
334,2021-04-30,140.615204,397.952606,-0.23342815085582191
335,2021-05-03,140.203766,398.810913,-0.2824161741461991
336,2021-05-04,142.141907,396.350494,-0.3163946733480306
337,2021-05-05,144.006897,396.474487,-0.34241968851578075
338,2021-05-06,146.904968,399.640594,-0.35608672660025836
339,2021-05-07,147.407791,402.549133,-0.3817490818186025
340,2021-05-10,147.389496,398.562958,-0.40563511594518303
341,2021-05-11,144.939407,395.005798,-0.432678632956762
342,2021-05-12,143.942917,386.613892,-0.4379446466927927
343,2021-05-13,147.645477,391.258118,-0.4601136324457401
344,2021-05-14,149.94014,397.265991,-0.4564404123769984
345,2021-05-17,150.543549,396.255127,-0.44386727645177315
346,2021-05-18,148.422531,392.841125,-0.424366392069363
347,2021-05-19,147.28891,391.811188,-0.4247498813815923
348,2021-05-20,147.032944,396.026306,-0.40442868179288133
349,2021-05-21,148.705948,395.702026,-0.4136920858508277
350,2021-05-24,149.510468,399.735901,-0.40356009950791244
351,2021-05-25,147.965439,398.84906,-0.40362487871060526
352,2021-05-26,147.947174,399.640594,-0.4105699434940274
353,2021-05-27,150.250961,399.850372,-0.4075017684245128
354,2021-05-28,150.150421,400.565582,-0.39357718503855094
355,2021-06-01,151.80513,400.212769,-0.3765221828158691
356,2021-06-02,151.814285,400.842102,-0.33704734731890723
357,2021-06-03,151.914825,399.354492,-0.30169942706726777
358,2021-06-04,152.161682,403.006836,-0.2464241463001598
359,2021-06-07,151.448624,402.615906,-0.19372024379267627
360,2021-06-08,150.845245,402.701721,-0.1366487121736068
361,2021-06-09,148.96196,402.100983,-0.044627437219811446
362,2021-06-10,146.639832,403.970032,0.11972201288339337
363,2021-06-11,146.539276,404.637634,0.24808692636848786
364,2021-06-14,144.052628,405.543579,0.3937096692241021
365,2021-06-15,141.867661,404.799683,0.4929417855560159
366,2021-06-16,142.864136,402.539581,0.5585043626684008
367,2021-06-17,138.741013,402.406067,0.6384182985549219
368,2021-06-18,135.230469,396.977478,0.6579570940599256
369,2021-06-21,137.525131,402.660553,0.6259174845803968
370,2021-06-22,137.324005,404.813324,0.6075024758247389
371,2021-06-23,138.155945,404.325348,0.5791245265654578
372,2021-06-24,139.426666,406.717255,0.5524932027231608
373,2021-06-25,140.83461,408.161926,0.5507181225050135
374,2021-06-28,141.090561,408.984802,0.5729052144160631
375,2021-06-29,140.916855,409.204834,0.6180251083695221
376,2021-06-30,142.196747,409.549225,0.6474742796752849
377,2021-07-01,143.604645,411.816742,0.7079322124440995
378,2021-07-02,143.466736,414.964508,0.7561378299558243
379,2021-07-06,141.057693,414.208618,0.7810399455837583
380,2021-07-07,141.223206,415.672455,0.7886211230834133
381,2021-07-08,138.78656,412.285583,0.7963725879263258
382,2021-07-09,143.227661,416.686646,0.7897481034189369
383,2021-07-12,145.278122,418.179199,0.8009992730918579
384,2021-07-13,143.117325,416.753632,0.8195520443465072
385,2021-07-14,142.630005,417.375488,0.8321389814311374
386,2021-07-15,142.942642,415.949982,0.8381437080132303
387,2021-07-16,139.678467,412.687378,0.8511411482074533
388,2021-07-19,135.13623,406.592926,0.8517287759262601
389,2021-07-20,137.655609,412.419556,0.8292536668818201
390,2021-07-21,140.551987,415.758606,0.8136818439719157
391,2021-07-22,138.777344,416.629242,0.8084178908449424
392,2021-07-23,138.510727,420.915558,0.7965304898419914
393,2021-07-26,139.439377,421.948792,0.7985748842423903
394,2021-07-27,139.255493,420.025757,0.7963516395902622
395,2021-07-28,139.485352,419.853485,0.7746685168027679
396,2021-07-29,140.680725,421.594818,0.7412601824122388
397,2021-07-30,139.558914,419.547394,0.6570856752187136
398,2021-08-02,138.998047,418.667145,0.45569068189294604
399,2021-08-03,140.579575,422.073242,0.2803615790102503
400,2021-08-04,139.062408,419.997009,0.14307716158490183
401,2021-08-05,140.818634,422.656891,-0.005506030558865432
402,2021-08-06,144.818375,423.355255,-0.14754547391792538
403,2021-08-09,144.662064,423.010803,-0.23402620976262267
404,2021-08-10,146.436676,423.537018,-0.29147040955753384
405,2021-08-11,148.183685,424.589508,-0.3063150989723574
406,2021-08-12,148.762939,425.861908,-0.32453129457233065
407,2021-08-13,147.098648,426.636902,-0.35275122405140497
408,2021-08-16,146.133209,427.64151,-0.3733094787602168
409,2021-08-17,144.367813,424.838226,-0.36888771062933506
410,2021-08-18,143.052963,420.188385,-0.3647951950624309
411,2021-08-19,141.85762,420.838959,-0.3621521916063594
412,2021-08-20,142.262207,424.187622,-0.3612125189763194
413,2021-08-23,144.082809,427.918976,-0.30744808674506247
414,2021-08-24,144.974686,428.598297,-0.21052312117407662
415,2021-08-25,147.962967,429.497589,-0.12940106876214869
416,2021-08-26,148.726151,426.962189,-0.04989124599818906
417,2021-08-27,149.921478,430.779694,0.020501444859159636
418,2021-08-30,147.521637,432.674072,0.08536307611864166
419,2021-08-31,147.071121,432.03302,0.1282413747966653
420,2021-09-01,146.859634,432.262665,0.19503550100174769
421,2021-09-02,147.540039,433.592499,0.25483629083877374
422,2021-09-03,146.648148,433.487244,0.3097394718010559
423,2021-09-07,146.390671,431.937347,0.3699154446947138
424,2021-09-08,145.737869,431.411163,0.42175765026489737
425,2021-09-09,146.372284,429.564606,0.45176761683322814
426,2021-09-10,144.689651,426.177734,0.46734615698444315
427,2021-09-13,146.988358,427.268372,0.48371741803524276
428,2021-09-14,144.422974,424.962585,0.4881851971094654
429,2021-09-15,145.425232,428.512177,0.49337501639039383
430,2021-09-16,145.36087,427.832916,0.5070996224040346
431,2021-09-17,144.983887,423.665283,0.5109165342511957
432,2021-09-20,140.643921,416.601074,0.49946768182878853
433,2021-09-21,140.662308,416.20752,0.4536295450002824
434,2021-09-22,143.356415,420.267548,0.38958927137181676
435,2021-09-23,148.202072,425.373779,0.3050610318656316
436,2021-09-24,149.912292,426.074493,0.19873779902544914
437,2021-09-27,153.535049,424.85556,0.14601247639600048
438,2021-09-28,152.707504,416.293915,0.14543079244687443
439,2021-09-29,152.587982,416.994598,0.11397253592226826
440,2021-09-30,150.509949,411.897919,0.06515526215919897
441,2021-10-01,153.672974,416.792999,-0.048825820983457766
442,2021-10-04,153.507477,411.41803,-0.06067054785180527
443,2021-10-05,156.014282,415.698822,-0.04662048568914272
444,2021-10-06,156.34729,417.426483,-0.024848547466767523
445,2021-10-07,157.337051,421.0354,0.02547457572770619
446,2021-10-08,157.457306,420.267548,0.06413166396450286
447,2021-10-11,154.145737,417.224915,0.09605265377487653
448,2021-10-12,152.961716,416.197968,0.073593621502651
449,2021-10-13,148.928604,417.695221,0.044829122896841024
450,2021-10-14,151.213394,424.7211,-0.09358951693337961
451,2021-10-15,154.117981,427.955688,-0.16406898409860293
452,2021-10-18,154.0625,429.222656,-0.16438580317709883
453,2021-10-19,155.931015,432.534088,-0.2033683423061623
454,2021-10-20,158.030823,434.232971,-0.1890437646231761
455,2021-10-21,156.79129,435.36554,-0.12263198655729875
456,2021-10-22,158.90033,434.914459,-0.013718178268295755
457,2021-10-25,158.123322,437.246796,0.04938147079639384
458,2021-10-26,158.548828,437.64032,0.0687004230797049
459,2021-10-27,155.24649,435.701508,0.08429568049205706
460,2021-10-28,157.586823,439.905548,0.06245356283985996
461,2021-10-29,157.152069,440.798187,0.056494628686954415
462,2021-11-01,157.068802,441.556458,0.04888313457408329
463,2021-11-02,157.688538,443.341675,0.049483479602276476
464,2021-11-03,157.74408,446.04837,0.052089232223146875
465,2021-11-04,155.672012,448.150391,0.06870842152220234
466,2021-11-05,155.450012,449.705292,0.13109383230933475
467,2021-11-08,156.384277,450.089264,0.13493473936663672
468,2021-11-09,155.200241,448.601532,0.1377788776136416
469,2021-11-10,155.052231,444.992584,0.13925179341850738
470,2021-11-11,155.042999,445.136566,0.15747668014049437
471,2021-11-12,154.349258,448.495911,0.19943135309976215
472,2021-11-15,154.071716,448.649445,0.22809554997683598
473,2021-11-16,152.961716,450.42514,0.21368331549875186
474,2021-11-17,152.138428,449.330994,0.21335399475421196
475,2021-11-18,150.824905,450.857086,0.2651882578048494
476,2021-11-19,148.854584,450.050903,0.3413202225462972
477,2021-11-22,152.027451,448.783844,0.4302581340406099
478,2021-11-23,155.662781,449.379028,0.5368833324999817
479,2021-11-24,154.441727,450.578735,0.6091478355130879
480,2021-11-26,149.788879,440.529419,0.6560422035730703
481,2021-11-29,149.141373,445.933228,0.692815520828987
482,2021-11-30,146.92131,437.25647,0.7261345474254454
483,2021-12-01,146.051773,432.399719,0.7463024879432753
484,2021-12-02,149.122864,439.022461,0.7592912439873938
485,2021-12-03,146.421783,435.202454,0.770863139165011
486,2021-12-06,148.151581,440.356659,0.7747273316598972
487,2021-12-07,150.380875,449.465332,0.7867700130635368
488,2021-12-08,148.660339,450.655518,0.7870410979477718
489,2021-12-09,148.429092,447.612885,0.7846962502942244
490,2021-12-10,147.837097,451.826508,0.779537973660136
491,2021-12-13,146.079514,447.824066,0.7778762295942125
492,2021-12-14,147.198822,444.743011,0.772466836064986
493,2021-12-15,146.098038,451.6922,0.7629338512700888
494,2021-12-16,148.382828,447.708893,0.76078059605381
495,2021-12-17,145.0065,442.94397,0.7549509912761413
496,2021-12-20,142.39798,438.233917,0.7509741537212804
