Date,cov_price_6,cov_return_6,cov_price_14,cov_price_22,cov_return_60,cov_price_72,IC
2020-01-02,,,,,,,0.8774853268794138
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9117348017955272
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9175051724762802
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9305112279367936
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.936663361882884
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.9575620980175196
2020-01-10,0.18694005959516127,0.0,0.0,0.0,0.0,0.0,0.9618972961043968
2020-01-13,-0.20995496918773685,0.0,0.0,0.0,0.0,0.0,0.970113269072623
2020-01-14,0.18717032271932302,0.8972856220690048,0.0,0.0,0.0,0.0,0.973630554761873
2020-01-15,0.7098842470386245,0.9453269702209619,0.0,0.0,0.0,0.0,0.9734020094716284
2020-01-16,0.33003502441768134,0.6218761393652601,0.0,0.0,0.0,0.0,0.9739743198807276
2020-01-17,0.18541993003139945,0.3552785912969288,0.0,0.0,0.0,0.0,0.9754367133612364
2020-01-21,0.4357560297512029,0.33067827358806406,0.0,0.0,0.0,0.0,0.9787129408460769
2020-01-22,-0.12422723400485379,0.30107486159758284,0.0,0.0,0.0,0.0,0.9806903001299904
2020-01-23,-0.3156658814682132,0.27070873930411643,-0.1267826485948686,0.0,0.0,0.0,0.9813435649557478
2020-01-24,0.3386292806820925,0.1410552369541598,-0.07158833879029382,0.0,0.0,0.0,0.9827286384122296
2020-01-27,0.9320601301139079,0.5049532235208544,0.00997595307078394,0.0,0.0,0.0,0.9834737943179054
2020-01-28,0.9092060632768165,0.9138770379356643,0.3874473719319992,0.0,0.0,0.0,0.9838502273136116
2020-01-29,0.9061271328473266,0.6342000951903047,0.41983421202432375,0.0,0.0,0.0,0.9840372081068324
2020-01-30,0.8831439963455757,0.77367157128216,0.5313570027862912,0.0,0.0,0.0,0.9843846471658808
2020-01-31,0.7653326333973104,0.794097301789205,0.5941327498167638,0.0,0.0,0.0,0.9843588696014872
2020-02-03,0.6692091166147248,0.8054842057125059,0.7227579706497705,0.0,0.0,0.0,0.984225664226196
2020-02-04,0.9150892804831825,0.8744845898684407,0.7663269917549087,0.24535461227185443,0.0,0.0,0.9844484134103716
2020-02-05,0.9343340525475402,0.9278273628084884,0.876796436372229,0.31895294439349375,0.0,0.0,0.9842923569731464
2020-02-06,0.9715927903471027,0.9514506399866964,0.909528031832,0.47401083668378,0.0,0.0,0.98400866763963
2020-02-07,0.9793294394145535,0.9565557636054466,0.9160080263034411,0.6039888600477081,0.0,0.0,0.9821364746382936
2020-02-10,0.9953021605878335,0.9497601388994154,0.9264430155490292,0.6485446098432077,0.0,0.0,0.9806783448117352
2020-02-11,0.9887575739005913,0.9749609220811292,0.9324963222925788,0.7168756488848813,0.0,0.0,0.9783002989919756
2020-02-12,0.9578356210051822,0.9057810278351721,0.9392384293618399,0.7689876006886869,0.0,0.0,0.977127786609824
2020-02-13,0.8824433384783736,0.9107722338139562,0.9366042648883522,0.7852023374163409,0.0,0.0,0.9750535461794176
2020-02-14,0.882919617382809,0.7969130519307973,0.9649851406843573,0.8073527314633382,0.0,0.0,0.968674507995878
2020-02-18,0.5713781664934773,0.8091391647094861,0.9562334501574622,0.8844175330382611,0.0,0.0,0.9601598423414855
2020-02-19,-0.15800201996215027,0.7262665799254089,0.8880528997120628,0.853366023723821,0.0,0.0,0.9454939165540336
2020-02-20,-0.029066128194892054,0.7368270698082608,0.8718128885613916,0.8578000843267386,0.0,0.0,0.931969778554376
2020-02-21,0.4279435146174036,0.6903228476688987,0.8838848222972384,0.880341301249953,0.0,0.0,0.9142822257091078
2020-02-24,0.6683386172526519,0.5477684387996956,0.7818689821211358,0.8809877908742983,0.0,0.0,0.8955162491571463
2020-02-25,0.954755048315667,0.7536219003576998,0.8300123063757499,0.9014310988193707,0.0,0.0,0.8727582262129149
2020-02-26,0.9797330874745406,0.8552840327045175,0.9453557734156416,0.9348713496996465,0.0,0.0,0.8514577483212759
2020-02-27,0.9933012090019001,0.8941735160381937,0.9714353418453562,0.9565744438862556,0.0,0.0,0.8271092947070328
2020-02-28,0.9950783006795844,0.9423748109053331,0.9856160524037254,0.9748635041199271,0.0,0.0,0.8207673087007534
2020-03-02,0.9742678970627985,0.9249411588015338,0.9846803830296855,0.9754684104764482,0.0,0.0,0.8131616615601339
2020-03-03,0.9275398410890076,0.5403810923309489,0.9812810663325507,0.9726647145083566,0.0,0.0,0.7961293302737115
2020-03-04,0.8523304518861506,0.8659716011139138,0.9808102221220664,0.9762059222829559,0.0,0.0,0.7873263980188512
2020-03-05,0.6230407683607525,0.8871771647389409,0.9642578598433029,0.9661058445108573,0.0,0.0,0.7590516660771964
2020-03-06,0.38172594683165434,0.8924302092064348,0.9521046260305107,0.9635329053960145,0.0,0.0,0.739567559129007
2020-03-09,0.7201666831185564,0.9235915938787036,0.9336047373495017,0.9577403888238236,0.0,0.0,0.7168499837380145
2020-03-10,0.9675505614804433,0.937154815094018,0.9495596049732147,0.9665824354538124,0.0,0.0,0.7040872399614504
2020-03-11,0.9631998107518248,0.9741304375679936,0.9449973316382032,0.9656586836659422,0.0,0.0,0.6837797368278092
2020-03-12,0.9867834126854825,0.9709812250445817,0.9507323810699917,0.9711635845170324,0.0,0.0,0.6789006998632392
2020-03-13,0.9475538491772904,0.953768473871853,0.9405019539683741,0.972584490132665,0.0,0.0,0.6530005584591673
2020-03-16,0.8074798644849414,0.9116873236723122,0.9168458789362772,0.9676686892283711,0.0,0.0,0.6745705468016511
2020-03-17,0.7689086629518723,0.949661659649255,0.9163938764494491,0.9661136827959886,0.0,0.0,0.633301771608903
2020-03-18,0.8209216182313904,0.9727386435824764,0.9155755394985625,0.9654151518778407,0.0,0.0,0.6352929090385011
2020-03-19,0.855868072869387,0.9702888942197504,0.9408291275075726,0.9677409408460579,0.0,0.0,0.5791959155065933
2020-03-20,0.9669275245084753,0.9542808985644581,0.9490071574884685,0.9684959007433875,0.0,0.0,0.5439771455829499
2020-03-23,0.9677718231356783,0.9550803952215879,0.9493517691684311,0.9664638714172569,0.0,0.0,0.4737490393146598
2020-03-24,0.9304872787673663,0.9628012669733371,0.9566233624677313,0.9657176897151071,0.0,0.0,0.321824342144164
2020-03-25,0.9475900395448242,0.9425552853270966,0.9460631065913571,0.9622495109403524,0.0,0.0,0.2803314786390792
2020-03-26,0.929766854103543,0.9466555342939461,0.9275601936866613,0.9591999775321554,0.0,0.0,0.2743880726864051
2020-03-27,0.985258331891406,0.9395437415451351,0.8910246722285322,0.9563382223531757,0.0,0.0,0.3679441586887425
2020-03-30,0.9768343753611588,0.955002688979278,0.9138675516361763,0.9547844321590336,0.0,0.0,0.4340858485181759
2020-03-31,0.954997896936734,0.9434893721060612,0.9159657843528668,0.9591632533300991,0.0,0.0,0.4953415044428829
2020-04-01,0.6895392685259131,0.9790361190930624,0.91585886578952,0.9567384572177733,0.9362381188063699,0.0,0.5166306739507505
2020-04-02,0.7242865386473065,0.9770841106983376,0.8969450494332046,0.9507540624602648,0.935824938493223,0.0,0.4857497172783186
2020-04-03,0.8942255469841287,0.9610705932219443,0.859324002613598,0.9462355988342346,0.9372432547732171,0.0,0.4891999019847802
2020-04-06,0.9370977713375015,0.9759777360707552,0.8489686157670171,0.9251528134366581,0.9382514580503544,0.0,0.4929974678518332
2020-04-07,0.9080056001197118,0.9592394038790966,0.8346859978500433,0.8894984989054602,0.9381605063351869,0.0,0.5529013702347922
2020-04-08,0.9622716232434025,0.9786820165816925,0.8243937857804131,0.8405837419430857,0.9381964426960692,0.0,0.6468686677046028
2020-04-09,0.9872489807982419,0.9617231616917326,0.8393308707554102,0.8497317650182953,0.9377723286160574,0.0,0.7326192106323226
2020-04-13,0.9244928226652314,0.969736399273282,0.8603819829378706,0.8518678763853761,0.9384866405961437,0.0,0.8246463857711682
2020-04-14,0.9327710432377003,0.6582748219462561,0.8236288637065307,0.8630995728908627,0.9268866660041727,0.0,0.8744697021132519
2020-04-15,0.7233295328085987,0.7189389168041528,0.8002291471683746,0.8489346289554102,0.9254442715044832,0.0,0.883188623800654
2020-04-16,0.4325374886851521,0.5004726444870026,0.7760895739006006,0.8404755091891126,0.912437662524823,0.976691026833108,0.8880939462629036
2020-04-17,-0.08320388075517109,0.5384468386275805,0.7137720583571779,0.7801517276120727,0.9123733283639095,0.9731521913526667,0.886717242486655
2020-04-20,-0.07406437030763367,0.5615332857663646,0.7345720045107184,0.8025622037237811,0.9075746494362781,0.9711247701082887,0.8930520923501835
2020-04-21,0.11216928995765917,0.6036645167402696,0.7299348272623443,0.7769444968109334,0.9028863615908219,0.9689843518357009,0.8924273282487074
2020-04-22,0.7940668000134391,0.6413869935540276,0.7140653285476433,0.7482796198276876,0.9031095500110438,0.967784301816997,0.8932138212970808
2020-04-23,0.7640621754257136,0.58239469058786,0.6025247019983709,0.6905618382636967,0.9029734732430159,0.9652911699258762,0.8879230423320263
2020-04-24,0.7868133489690541,0.7567337371140289,0.5174573782779036,0.5350761836161946,0.901949565439121,0.9627556503553372,0.8768508298903925
2020-04-27,0.8412596386152967,0.71587887677868,0.2243558722117287,0.4917401207532335,0.9017744669763423,0.9597163348521597,0.8680389893993908
2020-04-28,0.8607800922032199,0.7997137272971648,0.17437014652516908,0.5354756556690197,0.9019921245340312,0.9570749147738518,0.8684339772967056
2020-04-29,0.8649461037640865,0.8059648514046348,0.1437826019211901,0.6280706367022185,0.9013762396356122,0.9552628225572283,0.8782536040890776
2020-04-30,0.9643339460374838,0.7445401908015982,0.3262945831315803,0.6766566527781848,0.9004716305719136,0.9522604232723386,0.8827311438984634
2020-05-01,0.9510987336428718,0.426720926736073,0.6005087102143998,0.7104768757553125,0.9008135166453657,0.9489102855964187,0.8810792793262746
2020-05-04,0.8890651112957566,0.8085220426771741,0.881385222936706,0.7087021101975295,0.9007182357049514,0.9464431758827411,0.8826492631472098
2020-05-05,0.9232893351220302,0.8753183503223014,0.9023812540746337,0.6321369826772703,0.9003840803459509,0.9433326850733447,0.8726680260134896
2020-05-06,0.8430421057153316,0.8347934082196504,0.8926186154951569,0.5688763306038699,0.8998923277252383,0.9393655756593806,0.8566993698627557
2020-05-07,0.8709332847417303,0.8594216440658521,0.8775296128443744,0.35718891779203205,0.8996411633462029,0.9350901330556451,0.8370169729402842
2020-05-08,0.5299269012588984,0.9376463823694013,0.8289363577075347,0.26431132631739407,0.8995823825095222,0.9302614378374621,0.8132842215589903
2020-05-11,0.10140837531014614,0.9025092671393491,0.7728831644083421,0.19373091618604688,0.899680700757632,0.9249232401916174,0.7883447502313667
2020-05-12,-0.03527764450463696,0.9165461581173968,0.5593002801731989,0.15240926901386573,0.8999917593050283,0.9176649674865528,0.7530509443381196
2020-05-13,0.28828429085170754,0.8924307963756138,0.4144049001399366,0.3011136179236726,0.8982755382249835,0.9109541627290925,0.7244755002446734
2020-05-14,0.7322709170048661,0.8928842303556218,0.47937360340440727,0.5125612993734369,0.8986712904433917,0.9044323693880894,0.6852696416184478
2020-05-15,0.8664293243097823,0.9113868067459582,0.4947810497147448,0.5161137847427498,0.8990507159131094,0.8990837666363944,0.6523238778459276
2020-05-18,0.921982124164403,0.8503388535595052,0.49157738642949883,0.47942306864586964,0.8980395921409907,0.8918417513413325,0.6030768637346746
2020-05-19,0.9451325025633439,0.7995006274792029,0.47053800230002285,0.3884992227272443,0.8970150918357374,0.8825870165055231,0.5808556833767293
2020-05-20,0.9324065522000544,0.8804245379685153,0.28810674735864783,0.3361622637204856,0.8982662247612034,0.8722789728047301,0.527103177969558
2020-05-21,0.9572911977251587,0.9220460671329632,0.2727940426832927,0.3357240669664702,0.8993986181312901,0.8605326285039406,0.4750635592350414
2020-05-22,0.9358812440045057,0.9185222645878617,0.4355142969164622,0.2895693710946495,0.8988325586598749,0.8485076191807716,0.4225786252212873
2020-05-26,0.9738435968363103,0.8943275522923194,0.5538403309913547,0.22590909287616723,0.8992319780643833,0.8338621058054042,0.3454363071076116
2020-05-27,0.8960688807096902,0.9374475005091057,0.7455868032420457,0.30372534885706187,0.8999181058690919,0.8206231517554576,0.327269933674283
2020-05-28,0.9639782422169354,0.8283547487220421,0.8672982031968851,0.4972969884290733,0.8958977826802926,0.8071418403619055,0.3470180610307158
2020-05-29,0.9900067766994601,0.8605044427567566,0.9182652455862818,0.6082086217667272,0.892528173294484,0.7913197568649792,0.3459904986564905
2020-06-01,0.9291828726868587,0.8454542862053552,0.9320324865624988,0.6883823405219839,0.8916268152990179,0.7705180873791796,0.3329812415649095
2020-06-02,0.8604172792379886,0.831190437020563,0.9396306980674402,0.7412451537997335,0.8919704907898576,0.7482429773013787,0.3383354858796484
2020-06-03,0.41615850943832955,0.8834031630136515,0.938670614924061,0.7924041605031742,0.8904975967774696,0.7203875876134282,0.3268546756323747
2020-06-04,0.611820323674274,0.8360064959588018,0.9431446713334041,0.8750011900557216,0.890862136010543,0.6941834348092139,0.325577945170821
2020-06-05,0.829282953564768,0.8645296027196888,0.9565615874140195,0.9158000601191872,0.878260062202881,0.6706228410765677,0.3357336108555763
2020-06-08,0.9654800100836679,0.51746456067664,0.9675456253212946,0.947084198362838,0.8724506524018245,0.6646506131670117,0.3141269919558321
2020-06-09,0.9685107764507125,0.5709987032910604,0.9741531231892026,0.9681824464305708,0.8728732014208301,0.6730191001700374,0.291028222187133
2020-06-10,0.9519360795300899,0.6005334558250397,0.9724939552629371,0.9774726019740515,0.877326255212741,0.6827508285012699,0.3033631734315181
2020-06-11,0.8314215120833709,0.767694384422369,0.9599143192480618,0.9770297872888044,0.8621865018977395,0.7025680186267427,0.3617391221971228
2020-06-12,0.9407724374855126,0.8199273783742163,0.9521655851405931,0.9759737588297388,0.8291755007462298,0.7099698738073368,0.4150750771855892
2020-06-15,0.963929342410041,0.9138813214584589,0.946324762061755,0.9741486771012812,0.8364507464652853,0.7153921751414377,0.5120709232902148
2020-06-16,0.9701934192211622,0.9458965296674308,0.9391102063759831,0.9715219467928332,0.8222875131382661,0.7289385279944219,0.6190038308334057
2020-06-17,0.9500014358187889,0.9351194179964666,0.937297860118058,0.9696406132941999,0.8235760911736452,0.7366505089364763,0.6955590937310229
2020-06-18,0.882857914859977,0.9266045473140959,0.919685334004918,0.9557118954780008,0.831285508076187,0.7468205890572082,0.7391775114932918
2020-06-19,0.5718174696219868,0.9226977524138245,0.8860923686871595,0.9400623488827452,0.8263994783671208,0.7528480049732976,0.7592553584500401
2020-06-22,0.007195948163076851,0.9563757279208486,0.8632766238476475,0.9188994880503626,0.7984240576956082,0.7533315864040868,0.7600280259205565
2020-06-23,-0.16107666864272552,0.7915426845178127,0.8164705157656756,0.8819507835045406,0.7984279090276308,0.7534675081340726,0.755915754407792
2020-06-24,0.33092330102574313,0.7710332870234299,0.7848704908651392,0.8317088141159413,0.785247701340481,0.7558013894635077,0.7460414189292365
2020-06-25,0.7606750542517501,0.6758552800664862,0.8294626735358961,0.7915740458999772,0.773476322092224,0.749711657089501,0.7173251769332868
2020-06-26,0.7104057836539618,0.773516517717982,0.8160499106784352,0.778179634201363,0.7776225989896055,0.7744549016677227,0.7406071250523913
2020-06-29,0.8899213747728814,0.8256649755695928,0.7802864621974622,0.8237833077384196,0.7737797414332819,0.7699596151623882,0.7181739158233903
2020-06-30,0.8662903600952657,0.8891346138250107,0.6770029231772822,0.8407635368745897,0.7682241645847451,0.7729607038945413,0.6730651446140745
2020-07-01,0.7661307558926177,0.8605251618293224,0.4326145915178247,0.8207665327162903,0.7626320326096412,0.7582720069323265,0.6717239814216972
2020-07-02,0.3046752734222858,0.896566303534485,0.3712337108951592,0.7847318175236547,0.7594279649048626,0.7422441367732824,0.6690084457681397
2020-07-06,0.2047572318888957,0.875942727996963,0.3838487790470207,0.7377264680739881,0.7530589851502263,0.7210364965086581,0.6390435194126598
2020-07-07,0.8407199337260224,0.8883066702611302,0.42463102603068537,0.6742862195606105,0.754501548380333,0.6845979343736422,0.6184272341641165
2020-07-08,0.6621824350824844,0.9600139093963498,0.28551247241875577,0.6466434117814631,0.7513166670835953,0.6692078364149552,0.6002447744531139
2020-07-09,0.5800747970919332,0.9039587418345025,0.20495806436700864,0.5469571082771902,0.7678982035329089,0.6669195711733202,0.5834771972029522
2020-07-10,0.5987083302398774,0.931227859298083,0.09419868637302689,0.3336876580980384,0.767282741037183,0.6760149511283211,0.5523259721554004
2020-07-13,0.79298582503392,0.9458555707180633,0.2556520224922917,0.12629616285012965,0.8156374740856281,0.6772423896350781,0.527409678729528
2020-07-14,0.48707021007239537,0.8593141530944698,0.32990901387635396,-0.04146399518369635,0.802051580218404,0.686130401646178,0.5204563928386076
2020-07-15,0.6828457341042934,0.7366692027490553,0.45738561899770186,0.05697181754229361,0.8073060646358093,0.6860793849476418,0.5148333483688984
