,Date,XOM,SPY,IC
94,2020-05-18,37.387005,276.882538,0.2899802714857511
95,2020-05-19,36.232574,274.038666,0.25893295466592553
96,2020-05-20,37.411743,278.69397,0.19191500599285827
97,2020-05-21,36.743816,276.769958,0.12586811207710208
98,2020-05-22,36.776802,277.295593,0.08231331600150939
99,2020-05-26,37.857025,280.712006,0.0185444344923659
100,2020-05-27,38.129143,284.888702,-0.0072644384878193195
101,2020-05-28,37.139629,284.363129,-0.024429607470710487
102,2020-05-29,37.494198,285.630249,-0.05333212878083487
103,2020-06-01,38.162121,286.784637,-0.07562986648977875
104,2020-06-02,39.011452,289.159302,-0.0890185232571764
105,2020-06-03,40.602917,293.007477,-0.11078082351818223
106,2020-06-04,40.487469,292.237823,-0.13296348659518256
107,2020-06-05,43.769356,299.727722,-0.1504305551427784
108,2020-06-08,45.138172,303.350739,-0.20198035807310702
109,2020-06-09,44.13216,301.088623,-0.32409887439927587
110,2020-06-10,41.765594,299.40863,-0.44996716846482404
111,2020-06-11,38.079662,282.148041,-0.5401448550919987
112,2020-06-12,38.896004,285.526886,-0.48297243578642096
113,2020-06-15,38.871269,288.192505,-0.4054331736560761
114,2020-06-16,39.745331,293.739532,-0.31631656337479425
115,2020-06-17,38.450737,292.51944,-0.2857163214684441
116,2020-06-18,38.689857,292.63205,-0.23957501310193172
117,2020-06-19,37.914734,290.959717,-0.20181570985903471
118,2020-06-22,38.277573,292.826202,-0.16780055035423097
119,2020-06-23,38.508453,294.174286,-0.13917396061978035
120,2020-06-24,36.694355,286.670258,-0.12602854832408678
121,2020-06-25,37.246826,289.743561,-0.14861117624912637
122,2020-06-26,35.968708,282.861755,-0.10137313620690787
123,2020-06-29,36.545918,287.019104,-0.17715110604786305
124,2020-06-30,36.875763,290.695709,-0.24856607355054222
125,2020-07-01,36.042919,292.731934,-0.30037753365515935
126,2020-07-02,36.348026,294.344025,-0.3505610562816772
127,2020-07-06,36.603642,298.887878,-0.3963008793357155
128,2020-07-07,35.655361,295.805298,-0.44755667922920594
129,2020-07-08,35.572903,298.06778,-0.5270461217661879
130,2020-07-09,34.105129,296.37088,-0.5572889181750507
131,2020-07-10,35.168842,299.396942,-0.637491336541778
132,2020-07-13,35.177097,296.804474,-0.6069142274761141
133,2020-07-14,36.339771,300.650787,-0.6204705502759481
134,2020-07-15,36.801544,303.412964,-0.552583864804632
135,2020-07-16,36.512939,302.413605,-0.488737788139086
136,2020-07-17,35.886253,303.290405,-0.45619764081657443
137,2020-07-20,35.045174,305.741425,-0.44242342575794036
138,2020-07-21,36.818043,306.391968,-0.44252509703663134
139,2020-07-22,35.960461,308.135956,-0.40696216182437617
140,2020-07-23,36.034679,304.459381,-0.358331540658221
141,2020-07-24,35.812038,302.498505,-0.27390517510947676
142,2020-07-27,36.339771,304.704498,-0.20073339984632918
143,2020-07-28,35.910984,302.771851,-0.053902958572159224
144,2020-07-29,36.306786,306.495605,0.07507272739159031
145,2020-07-30,34.525669,305.402069,0.16087125862042914
146,2020-07-31,34.698833,307.815399,0.19156730134703404
147,2020-08-03,34.839016,309.955414,0.23326596940187935
148,2020-08-04,35.845024,311.152649,0.2595104382879296
149,2020-08-05,36.158363,313.085175,0.28179679132473034
150,2020-08-06,35.985199,315.178009,0.3219293951119808
151,2020-08-07,35.820282,315.404297,0.3206019247389393
152,2020-08-10,36.702595,316.346985,0.34526617334203225
153,2020-08-11,37.081905,313.735657,0.3444541249549975
154,2020-08-12,37.073494,318.109894,0.37392399001855126
155,2020-08-13,36.165359,317.53479,0.3581649960879851
156,2020-08-14,36.32513,317.544189,0.3175229662690005
157,2020-08-17,35.854256,318.552948,0.29522290041352744
158,2020-08-18,35.67767,319.241119,0.2800463940783034
159,2020-08-19,35.282463,317.911926,0.27120439294611126
160,2020-08-20,34.744316,318.901703,0.27106979718045593
161,2020-08-21,34.48365,320.03302,0.2803027175619964
162,2020-08-24,35.501087,323.275909,0.2813737839977989
163,2020-08-25,34.374348,324.407135,0.26896639835653535
164,2020-08-26,33.642792,327.659546,0.2534977833104287
165,2020-08-27,33.41576,328.376038,0.21060564769317397
166,2020-08-28,34.214584,330.497131,0.17700157820753207
167,2020-08-31,33.583931,329.299835,0.11767234576919772
168,2020-09-01,33.155094,332.401367,0.12751039951994897
169,2020-09-02,32.953281,337.20929,0.0784500355104816
170,2020-09-03,32.886017,325.604523,-0.0010897057590236359
171,2020-09-04,32.860798,322.946014,-0.04203922309247267
172,2020-09-08,32.104019,314.122131,-0.07873239251124821
173,2020-09-09,31.910622,320.325226,-0.06291060323293131
174,2020-09-10,31.111803,314.763214,-0.1093583171837317
175,2020-09-11,31.027718,314.923553,-0.12412836386990489
176,2020-09-14,30.825914,319.07135,-0.004711242411678814
177,2020-09-15,30.497974,320.683533,0.10046036256196604
178,2020-09-16,31.792896,319.410858,0.18506661029465332
179,2020-09-17,31.784491,316.601501,0.24263373484141315
180,2020-09-18,31.271563,312.956512,0.3562762463539236
181,2020-09-21,30.632515,309.473511,0.5191027332756983
182,2020-09-22,29.875736,312.625305,0.6357849767400797
183,2020-09-23,28.917162,305.375214,0.6848622630158802
184,2020-09-24,28.858295,306.189209,0.7316437130202019
185,2020-09-25,29.127373,311.139313,0.7700488011651259
186,2020-09-28,29.690752,316.307159,0.7934401649413021
187,2020-09-29,28.824663,314.584595,0.8141846919885953
188,2020-09-30,28.866713,316.969727,0.8330938418646169
189,2020-10-01,27.857677,319.004639,0.8498440440969409
190,2020-10-02,27.731544,315.975922,0.8533573897449666
191,2020-10-05,28.370605,321.579102,0.8572787428058747
192,2020-10-06,28.076296,317.007568,0.8654704263624263
193,2020-10-07,28.168797,322.525574,0.8728670696192422
194,2020-10-08,29.648712,325.384033,0.8808334681234823
195,2020-10-09,29.211466,328.289764,0.8886450601282414
196,2020-10-12,29.118967,333.571106,0.8951354892866327
197,2020-10-13,28.774214,331.394196,0.899957374634112
198,2020-10-14,28.715353,329.311951,0.8989403169209159
199,2020-10-15,28.967613,328.904938,0.8974241221442099
200,2020-10-16,28.673315,328.706238,0.8980792554079768
201,2020-10-19,28.10153,323.70871,0.9025415769287194
202,2020-10-20,28.336969,325.005402,0.9034465759794624
203,2020-10-21,27.882904,324.390198,0.9059829280447386
204,2020-10-22,29.312363,326.169495,0.9071976788229618
205,2020-10-23,28.723759,327.276947,0.9075893240985838
206,2020-10-26,28.042664,321.228912,0.9077706629805228
207,2020-10-27,27.597012,320.12149,0.9050580004392889
208,2020-10-28,26.545937,309.180084,0.9004943578849474
209,2020-10-29,27.723141,312.322449,0.8910895639832398
210,2020-10-30,27.428841,309.066528,0.8842048590194173
211,2020-11-02,28.580818,312.53067,0.8815170048707014
212,2020-11-03,28.093121,318.048676,0.8877534058228566
213,2020-11-04,27.941763,325.156891,0.8847960187357655
214,2020-11-05,27.891308,331.498322,0.8704899554206471
215,2020-11-06,27.563377,331.422607,0.8617811583546083
216,2020-11-09,31.052942,335.587097,0.8528907491357965
217,2020-11-10,31.741869,335.094971,0.853724438776243
218,2020-11-11,31.414616,337.584259,0.85836660662101
219,2020-11-12,30.33819,334.309357,0.8605713978718654
220,2020-11-13,31.070169,338.937744,0.8562290109058163
221,2020-11-16,32.861347,343.168549,0.846207604867631
222,2020-11-17,33.300537,341.322845,0.8448722596385989
223,2020-11-18,32.043262,337.215118,0.847296138831599
224,2020-11-19,32.206886,338.634796,0.852487805488078
225,2020-11-20,31.810751,336.315918,0.8506812068263748
226,2020-11-23,33.894726,338.332031,0.8410877709645546
227,2020-11-24,36.150928,343.783722,0.8385257347839485
228,2020-11-25,35.143391,343.253754,0.8380825950347747
229,2020-11-27,34.609474,344.209686,0.836934632828626
230,2020-11-30,32.835514,342.685822,0.8331333298967624
231,2020-12-01,33.15414,346.433838,0.8122482405368628
232,2020-12-02,34.394192,347.16272,0.8041653537582147
233,2020-12-03,34.626694,347.068115,0.7915206664198415
234,2020-12-04,35.892586,350.05896,0.7882509457126022
235,2020-12-07,35.220898,349.339569,0.7947050059869943
236,2020-12-08,36.374825,350.361908,0.8073410807847378
237,2020-12-09,36.857075,347.219513,0.8278766893676031
238,2020-12-10,37.899055,347.105957,0.8442136824850367
239,2020-12-11,37.71822,346.698883,0.8668183603547275
240,2020-12-14,36.357605,345.146698,0.8838535429584677
241,2020-12-15,37.063747,349.812744,0.8935624506428598
242,2020-12-16,37.632114,350.361908,0.9020432441200446
243,2020-12-17,37.44265,352.321106,0.9109691704480887
244,2020-12-18,36.796795,350.914307,0.9145185447105677
245,2020-12-21,36.125095,349.659576,0.9152535725753356
246,2020-12-22,35.513683,349.070221,0.8991718579511758
247,2020-12-23,35.970089,349.383942,0.880934181947716
248,2020-12-24,35.823696,350.743225,0.8749472754200582
249,2020-12-28,35.944256,353.756409,0.8287122709839322
250,2020-12-29,35.539513,353.081451,0.7852890632881306
251,2020-12-30,35.823696,353.585236,0.7744022688944517
252,2020-12-31,35.49646,355.381744,0.7509619054686587
253,2021-01-04,35.737572,350.543579,0.696300252276245
254,2021-01-05,37.459869,352.957947,0.5565404688701678
255,2021-01-06,38.415745,355.068115,0.482870097152373
256,2021-01-07,38.717155,360.343506,0.4032756557338001
257,2021-01-08,39.147724,362.396637,0.39604105309429777
258,2021-01-11,40.336102,359.953796,0.413880513020995
259,2021-01-12,41.231689,360.029755,0.44288725939305906
260,2021-01-13,41.696712,360.999329,0.4718932418718044
261,2021-01-14,43.324284,359.735138,0.49853184370589865
262,2021-01-15,41.240299,357.111664,0.517647805470856
263,2021-01-19,42.058395,359.915771,0.5252918711457664
264,2021-01-20,42.652592,364.896545,0.5207856264086094
265,2021-01-21,41.42976,365.229218,0.522287993771395
266,2021-01-22,40.844181,363.936432,0.5234824904116766
267,2021-01-25,40.387772,365.371765,0.5178281206963589
268,2021-01-26,39.50079,364.801453,0.517208793910527
269,2021-01-27,39.053001,355.885559,0.516519088917644
270,2021-01-28,39.664406,358.946259,0.47610492692095785
271,2021-01-29,38.613811,351.760284,0.44027294544373907
272,2021-02-01,38.682701,357.615479,0.33793466916415327
273,2021-02-02,39.294117,362.672241,0.2276229493435402
274,2021-02-03,40.835567,362.957428,0.16400159087512375
275,2021-02-04,41.619221,367.082611,0.08850270227588779
276,2021-02-05,43.014271,368.527496,0.050001795927137584
277,2021-02-08,44.865734,371.188995,0.028672940335437068
278,2021-02-09,44.340271,370.941833,0.014864440903569962
279,2021-02-10,44.769398,370.780243,-0.00920199583576673
280,2021-02-11,43.648422,371.379059,-0.044191419260957175
281,2021-02-12,44.243938,373.213623,-0.08265807249217008
282,2021-02-16,45.575108,372.890381,-0.08358107232738886
283,2021-02-17,46.284481,372.975983,-0.09255255126087224
284,2021-02-18,45.55759,371.388519,-0.11092200030275266
285,2021-02-19,45.864109,370.732727,-0.15395658261348322
286,2021-02-22,47.554352,367.881165,-0.22617686488200892
287,2021-02-23,48.211182,368.32785,-0.2829627481318516
288,2021-02-24,49.656204,372.386597,-0.3371228501958295
289,2021-02-25,48.832973,363.413666,-0.3623052574024037
290,2021-02-26,47.61565,361.541138,-0.4149789392727389
291,2021-03-01,49.393471,370.304962,-0.5021552662991043
292,2021-03-02,49.104465,367.415405,-0.4921541773755013
293,2021-03-03,49.498558,362.548737,-0.47505602899747595
294,2021-03-04,51.416492,358.062225,-0.506011758914387
295,2021-03-05,53.360718,364.649414,-0.4664271911446119
296,2021-03-08,53.308167,362.833862,-0.3872689758961131
297,2021-03-09,52.484943,368.014221,-0.25935532417598733
298,2021-03-10,54.096359,370.304962,-0.13439883109681328
299,2021-03-11,53.693501,374.05954,0.04228641988594288
300,2021-03-12,54.271511,374.563324,0.16380610906189166
301,2021-03-15,52.887794,376.797058,0.27018892260955785
302,2021-03-16,51.7668,376.321808,0.3049749640957902
303,2021-03-17,51.994503,377.605011,0.3388903114957608
304,2021-03-18,49.752533,372.111023,0.3929372835520072
305,2021-03-19,49.472286,371.422455,0.40160425267539196
306,2021-03-22,48.964344,374.388245,0.39417522056758103
307,2021-03-23,48.360058,371.441559,0.3746142093883096
308,2021-03-24,49.340923,369.553314,0.3434016628564976
309,2021-03-25,49.200794,371.632294,0.3333825527423466
310,2021-03-26,50.540733,377.621094,0.3268658021074093
311,2021-03-29,50.269241,377.430328,0.3424179313091621
312,2021-03-30,49.647442,376.428986,0.35968519745246597
313,2021-03-31,48.894283,377.954895,0.3588465036101618
314,2021-04-01,50.260487,382.036407,0.32378317598577955
315,2021-04-05,49.481049,387.519836,0.3514737347175002
316,2021-04-06,49.340923,387.291016,0.35554186876200883
317,2021-04-07,49.559864,387.739136,0.34339873277890876
318,2021-04-08,49.043159,389.579681,0.35690408857474637
319,2021-04-09,48.929306,392.411926,0.3497579799257539
320,2021-04-12,48.605282,392.555084,0.3612046006804257
321,2021-04-13,48.789192,393.718384,0.3638209609356624
322,2021-04-14,50.199181,392.37384,0.38481768640861297
323,2021-04-15,49.901413,396.588928,0.4005268703203224
324,2021-04-16,49.621166,397.914459,0.4292470786540789
325,2021-04-19,49.463535,395.959534,0.4810345881993459
326,2021-04-20,48.42136,393.060455,0.4935268850747943
327,2021-04-21,49.043159,396.779663,0.4713052565062099
328,2021-04-22,48.403854,393.155823,0.4654639146941942
329,2021-04-23,48.666573,397.418549,0.43873893638592953
330,2021-04-26,48.762913,398.248199,0.47924086400555665
331,2021-04-27,49.402225,398.162445,0.530762894686526
332,2021-04-28,50.891033,398.047974,0.5894028329191063
333,2021-04-29,51.617928,400.584625,0.6324255765235614
334,2021-04-30,50.129116,397.952606,0.6631001492042583
335,2021-05-03,51.512833,398.810913,0.6858624639910256
336,2021-05-04,51.836864,396.350494,0.7056286769630133
337,2021-05-05,53.395737,396.474487,0.7066807819699703
338,2021-05-06,53.903679,399.640594,0.6987205543480793
339,2021-05-07,54.674362,402.549133,0.6559542327805572
340,2021-05-10,54.805729,398.562958,0.5847866211078745
341,2021-05-11,53.06295,395.005798,0.5424357165947361
342,2021-05-12,53.347279,386.613892,0.49676406131626366
343,2021-05-13,52.689766,391.258118,0.45223101010508193
344,2021-05-14,53.995903,397.265991,0.38732545712838523
345,2021-05-17,55.257614,396.255127,0.31210298493488425
346,2021-05-18,53.693806,392.841125,0.2636297596109412
347,2021-05-19,52.40543,391.811188,0.18218037739185444
348,2021-05-20,52.281044,396.026306,0.11150413265647209
349,2021-05-21,52.352127,395.702026,0.010693581940061857
350,2021-05-24,52.96521,399.735901,-0.08406453566531245
351,2021-05-25,51.765694,398.84906,-0.16111481627054086
352,2021-05-26,52.369896,399.640594,-0.27609381378069003
353,2021-05-27,52.032257,399.850372,-0.34640770847926117
354,2021-05-28,51.863434,400.565582,-0.42474504862434553
355,2021-06-01,53.720455,400.212769,-0.4966264359006577
356,2021-06-02,54.146954,400.842102,-0.5284732764829367
357,2021-06-03,54.360203,399.354492,-0.5607481523140397
358,2021-06-04,54.600098,403.006836,-0.5900166018335392
359,2021-06-07,54.24469,402.615906,-0.60594348875612
360,2021-06-08,55.204304,402.701721,-0.6303914485796925
361,2021-06-09,55.66634,402.100983,-0.6443389194854345
362,2021-06-10,55.755192,403.970032,-0.647407206153389
363,2021-06-11,55.239838,404.637634,-0.6521452722280283
364,2021-06-14,55.150993,405.543579,-0.651888602754697
365,2021-06-15,57.159073,404.799683,-0.6486752260033377
366,2021-06-16,56.954712,402.539581,-0.6323725987861394
367,2021-06-17,55.07991,402.406067,-0.614286370195369
368,2021-06-18,53.667149,396.977478,-0.6211712149256132
369,2021-06-21,55.613029,402.660553,-0.6764111694884158
370,2021-06-22,56.679268,404.813324,-0.6617848522981459
371,2021-06-23,57.096867,404.325348,-0.6262327163245275
372,2021-06-24,57.327888,406.717255,-0.6011913863542809
373,2021-06-25,57.452282,408.161926,-0.573771983441355
374,2021-06-28,55.986198,408.984802,-0.5388221674653634
375,2021-06-29,55.639683,409.204834,-0.5093548803995921
376,2021-06-30,56.048409,409.549225,-0.4834233944595964
377,2021-07-01,56.20834,411.816742,-0.43203186252512465
378,2021-07-02,56.128372,414.964508,-0.39688485014163744
379,2021-07-06,54.529018,414.208618,-0.39784294784350177
380,2021-07-07,53.676033,415.672455,-0.4046761411713282
381,2021-07-08,53.436123,412.285583,-0.39661789633476335
382,2021-07-09,54.404625,416.686646,-0.37496450829671724
383,2021-07-12,54.351318,418.179199,-0.36922792933000165
384,2021-07-13,54.093639,416.753632,-0.3787046755874141
385,2021-07-14,52.894131,417.375488,-0.364654569714864
386,2021-07-15,52.378777,415.949982,-0.34063059466463325
387,2021-07-16,50.930481,412.687378,-0.3061571501012957
388,2021-07-19,49.180073,406.592926,-0.2928930815616949
389,2021-07-20,49.722076,412.419556,-0.39920299586613955
390,2021-07-21,51.321434,415.758606,-0.46008499471788655
391,2021-07-22,50.743889,416.629242,-0.43644404385416125
392,2021-07-23,50.681694,420.915558,-0.33381060102512466
393,2021-07-26,51.96117,421.948792,-0.23567641028418562
394,2021-07-27,51.383629,420.025757,-0.2063993541788462
395,2021-07-28,51.730152,419.853485,-0.17855660730311285
396,2021-07-29,52.361012,421.594818,-0.13472971927515226
397,2021-07-30,51.152615,419.547394,-0.10204311122171517
398,2021-08-02,51.161499,418.667145,-0.20366164180148538
399,2021-08-03,51.712387,422.073242,-0.2748628839467246
400,2021-08-04,50.503979,419.997009,-0.3449267782155713
401,2021-08-05,50.823853,422.656891,-0.41080397090073273
402,2021-08-06,51.410286,423.355255,-0.5047919026074297
403,2021-08-09,50.823853,423.010803,-0.5451600531409281
404,2021-08-10,51.694611,423.537018,-0.5677229117641307
405,2021-08-11,51.845665,424.589508,-0.5688325731003938
406,2021-08-12,51.728405,425.861908,-0.5705074082932666
407,2021-08-13,51.205257,426.636902,-0.5931234491992676
408,2021-08-16,50.456615,427.64151,-0.6150511335492763
409,2021-08-17,50.113865,424.838226,-0.6266098806067466
410,2021-08-18,49.058548,420.188385,-0.5975868275519567
411,2021-08-19,47.561268,420.838959,-0.5624877925101162
412,2021-08-20,47.570301,424.187622,-0.5385072155483367
413,2021-08-23,49.527584,427.918976,-0.4611807285202224
414,2021-08-24,49.933475,428.598297,-0.35813630973674376
415,2021-08-25,50.023666,429.497589,-0.2773624691731074
416,2021-08-26,49.347187,426.962189,-0.20202139812191366
417,2021-08-27,50.303284,430.779694,-0.11231644088258405
418,2021-08-30,49.753078,432.674072,-0.009628140289487134
419,2021-08-31,49.175812,432.03302,0.062124430510748715
420,2021-09-01,48.499336,432.262665,0.148248175643644
421,2021-09-02,49.68092,433.592499,0.2362513474988131
422,2021-09-03,49.491501,433.487244,0.3249556427958455
423,2021-09-07,49.202869,431.937347,0.4022968162509634
424,2021-09-08,48.751881,431.411163,0.4613106052414626
425,2021-09-09,48.787956,429.564606,0.5222425521701421
426,2021-09-10,48.688747,426.177734,0.5762388463526219
427,2021-09-13,49.942493,427.268372,0.6196745001070454
428,2021-09-14,49.229931,424.962585,0.6588093226149134
429,2021-09-15,50.889561,428.512177,0.6851624989998408
430,2021-09-16,50.348381,427.832916,0.7115620169935167
431,2021-09-17,49.753078,423.665283,0.7374011492947914
432,2021-09-20,48.427166,416.601074,0.759827682008338
433,2021-09-21,48.382072,416.20752,0.7765041345044992
434,2021-09-22,49.798176,420.267548,0.798195678262529
435,2021-09-23,51.484875,425.373779,0.8263114540706131
436,2021-09-24,51.944881,426.074493,0.8174111074956378
437,2021-09-27,53.487263,424.85556,0.8278442244990523
438,2021-09-28,54.046486,416.293915,0.8345042305800463
439,2021-09-29,54.010418,416.994598,0.8242764754826107
440,2021-09-30,53.054314,411.897919,0.8014893357308094
441,2021-10-01,54.957493,416.792999,0.7596853384703677
442,2021-10-04,55.670052,411.41803,0.7165882822690042
443,2021-10-05,55.579857,415.698822,0.7042731997993557
444,2021-10-06,54.560623,417.426483,0.6885719918822852
445,2021-10-07,54.713947,421.0354,0.6585640178437676
446,2021-10-08,56.084961,420.267548,0.6251241616339519
447,2021-10-11,55.525734,417.224915,0.603768682858881
448,2021-10-12,55.237099,416.197968,0.567774266267529
449,2021-10-13,55.083767,417.695221,0.5234255249383548
450,2021-10-14,55.922604,424.7211,0.4590023314916269
451,2021-10-15,56.454773,427.955688,0.4039850421642952
452,2021-10-18,56.427704,429.222656,0.3780525646586258
453,2021-10-19,57.27557,432.534088,0.31053626755268837
454,2021-10-20,57.591259,434.232971,0.29843840623931117
455,2021-10-21,56.544968,435.36554,0.316018721705034
456,2021-10-22,56.932812,434.914459,0.3441190009418185
457,2021-10-25,58.042252,437.246796,0.33263642042276304
458,2021-10-26,59.386196,437.64032,0.32948088618981386
459,2021-10-27,57.843811,435.701508,0.355434529108904
460,2021-10-28,58.006161,439.905548,0.3432755818270366
461,2021-10-29,58.150486,440.798187,0.3196799286744039
462,2021-11-01,59.196785,441.556458,0.283157812496728
463,2021-11-02,58.466179,443.341675,0.2723310889721002
464,2021-11-03,57.663422,446.04837,0.2624782422709719
465,2021-11-04,58.096367,448.150391,0.29244976311681414
466,2021-11-05,58.646572,449.705292,0.35921830270653093
467,2021-11-08,59.277958,450.089264,0.35419390144916096
468,2021-11-09,59.855228,448.601532,0.3360925601057138
469,2021-11-10,58.676041,444.992584,0.31005530963732675
470,2021-11-11,58.785728,445.136566,0.2943141316051506
471,2021-11-12,58.337822,448.495911,0.3061998102139478
472,2021-11-15,58.840584,448.649445,0.3221437142902772
473,2021-11-16,59.434738,450.42514,0.2866130153011425
474,2021-11-17,58.785728,449.330994,0.249722887434575
475,2021-11-18,58.145863,450.857086,0.1410104309609417
476,2021-11-19,55.458401,450.050903,0.019912334110996795
477,2021-11-22,56.22625,448.783844,-0.10063136682266846
478,2021-11-23,57.707088,449.379028,-0.21346263758894138
479,2021-11-24,58.027027,450.578735,-0.29632460841899294
480,2021-11-26,55.988583,440.529419,-0.3895006032533566
481,2021-11-29,56.299381,445.933228,-0.4659654408382106
482,2021-11-30,54.699715,437.25647,-0.5242751731928259
483,2021-12-01,54.653999,432.399719,-0.5792504034457525
484,2021-12-02,56.016006,439.022461,-0.6307778873099618
485,2021-12-03,55.659508,435.202454,-0.6349320045971178
486,2021-12-06,56.290245,440.356659,-0.6407136105021302
487,2021-12-07,56.920967,449.465332,-0.6681269495985507
488,2021-12-08,57.085506,450.655518,-0.6712352350335054
489,2021-12-09,57.231766,447.612885,-0.6750184835595943
490,2021-12-10,57.597397,451.826508,-0.6760092815272096
491,2021-12-13,56.335945,447.824066,-0.658921768610587
492,2021-12-14,56.253677,444.743011,-0.6642557038153245
493,2021-12-15,56.006866,451.6922,-0.6855417732820035
