Date,cov_price_5,cov_price_9,cov_return_16,IC
2020-01-02,,,,0.4827628865600429
2020-01-03,0.0,0.0,0.0,0.4762830612423432
2020-01-06,0.0,0.0,0.0,0.4638806486582228
2020-01-07,0.0,0.0,0.0,0.4601435540712491
2020-01-08,0.0,0.0,0.0,0.4633926386485298
2020-01-09,0.28486371362504054,0.0,0.0,0.5104044685348677
2020-01-10,0.33231505310415016,0.0,0.0,0.5196228719275964
2020-01-13,-0.506947195660753,0.0,0.0,0.5547472699887446
2020-01-14,-0.4623357735218061,0.0,0.0,0.6436216456878922
2020-01-15,-0.23159121968761723,-0.25800557834385907,0.0,0.6789338279779233
2020-01-16,-0.43740588798574614,-0.4543740423883212,0.0,0.7334929686295095
2020-01-17,-0.12459283658446374,-0.6862319738322866,0.0,0.7519037576944083
2020-01-21,-0.20889761977782725,-0.7147935962257709,0.0,0.7609852479823539
2020-01-22,0.4328694110288759,-0.37237923418284563,0.0,0.7534125268144083
2020-01-23,0.4864943188318991,-0.18023133232629585,0.0,0.75645285360106
2020-01-24,-0.4668018462930905,0.10435074164227477,0.0,0.7423483158093203
2020-01-27,0.504358552132148,0.32374828345428086,0.0,0.7434360436387162
2020-01-28,0.9843395422880045,0.8634730515112368,0.0,0.7670081211171185
2020-01-29,0.992916872667114,0.9031674105018747,0.6301034343499471,0.7840769818425699
2020-01-30,0.97964229340706,0.897052241375499,0.6554156523789558,0.8088407660860875
2020-01-31,0.9085418563343028,0.8688954113616583,0.6583855004248788,0.8273330147343105
2020-02-03,-0.6318024136615772,-0.30387431069296755,0.682262142346847,0.8206824495786565
2020-02-04,-0.9178509985129807,-0.45844625868153344,-0.2513259824742464,0.8176791172559009
2020-02-05,-0.22566866945334554,-0.20049311185527532,-0.2710455369482653,0.8118045595002603
2020-02-06,0.15422759111183248,0.19938098457024234,-0.16042234539138045,0.8079723210562878
2020-02-07,0.8812446521048741,0.4382285448686683,-0.1887870203728044,0.7964062603002322
2020-02-10,0.7398056847251447,0.422463485768402,-0.20898418997039764,0.7794687557651505
2020-02-11,0.4974717559212416,0.548585836580237,-0.21892010567441234,0.7575308439354385
2020-02-12,0.7367485900088802,0.6297049996940439,-0.1747793634600633,0.7349618308279107
2020-02-13,0.7643867699421836,0.8355468491512388,-0.16567944348066577,0.6786669914508973
2020-02-14,0.9270152513352702,0.8500182486060637,-0.16732146609976237,0.6068113536928244
2020-02-18,0.31270428271763817,0.8077358652106267,-0.16032451264793118,0.5313013763898042
2020-02-19,-0.2142238694236339,0.8180000105836535,-0.16103127039258203,0.447850195230734
2020-02-20,0.37037254541846615,0.8001054505111682,-0.2502696849163334,0.4002863609198267
2020-02-21,0.3576562165402075,0.8688920466267247,-0.5422497397717843,0.3558100369442828
2020-02-24,0.8962600318292815,0.8042094281014329,-0.494487643178858,0.3254859728907452
2020-02-25,0.9856574270586671,0.9671160769081388,-0.2689511249366833,0.3348327438911316
2020-02-26,0.9740860904358017,0.9746487187718524,0.19370712311544813,0.353617543035313
2020-02-27,0.9679426666881067,0.9756465029418848,0.7597407091006464,0.3843283691177185
2020-02-28,0.987788052829306,0.9837162727691076,0.7729385231344034,0.4298537736914132
2020-03-02,0.9839257697194179,0.98631140890858,0.8336313118959616,0.4723927396472655
2020-03-03,0.9926823445868204,0.9859153300014084,0.8713775927517087,0.5322556807529513
2020-03-04,0.9933384239651362,0.9868179871476435,0.890778722467882,0.589229966365494
2020-03-05,0.9966867469614925,0.9917374067163567,0.9137023832891193,0.651080530995091
2020-03-06,0.9973105385904226,0.984868840997737,0.9423705229270282,0.7121931754714302
2020-03-09,0.997046339126302,0.9887431744471188,0.9456622399407288,0.7730399352436995
2020-03-10,0.9981147453627692,0.9861781196923636,0.9439336910744891,0.802134701077875
2020-03-11,0.9799114680819299,0.9638627288170633,0.9440018372978151,0.8486377923682086
