Date,cov_std_5,cov_std_9,cov_return_12,cov_std_43,cov_price_79,IC
2020-01-02,,,,,,0.8745233834351216
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.9044273131868744
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.9251603457650616
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.9397725223178124
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.9528150178741764
2020-01-09,4.15844714372906,0.0,0.0,0.0,0.0,0.9688544498242858
2020-01-10,2.9751167196811164,0.0,0.0,0.0,0.0,0.975130153549194
2020-01-13,2.3554092421977875,0.0,0.0,0.0,0.0,0.9804184075410126
2020-01-14,2.1267154066100344,0.0,0.0,0.0,0.0,0.9857569884495796
2020-01-15,2.1862833171530407,3.25534637236212,0.0,0.0,0.0,0.987552256826086
2020-01-16,1.8080184504185248,2.7135639874747635,0.0,0.0,0.0,0.9905079552110826
2020-01-17,1.0688013847880875,1.8783023591428456,0.0,0.0,0.0,0.9922935182046712
2020-01-21,2.200219421118354,2.0095153439340256,0.0,0.0,0.0,0.9927422441581506
2020-01-22,2.7197699351266973,2.304794134189161,0.0,0.0,0.0,0.9924879241103944
2020-01-23,3.280395181108622,2.500457525515904,0.5976126624415878,0.0,0.0,0.9926115818529988
2020-01-24,8.309555867147202,2.480095660474012,0.4994383587122561,0.0,0.0,0.9925839258845892
2020-01-27,1.436238748642436,2.8193459885245185,0.5588711969249002,0.0,0.0,0.992573340440366
2020-01-28,1.4604936737654848,1.9038056136393144,0.7242509308168698,0.0,0.0,0.9927465620228316
2020-01-29,1.4887220670938976,1.6531212355764202,0.8541346116362533,0.0,0.0,0.992621991623038
2020-01-30,1.4337159937608763,1.423150206348701,0.8543682891888115,0.0,0.0,0.9921022013969216
2020-01-31,1.3870423974566148,1.4101593266043035,0.881340763181013,0.0,0.0,0.9915705399456536
2020-02-03,1.0624783365680075,1.317005652782108,0.8628092623136908,0.0,0.0,0.9916543684514012
2020-02-04,1.6918153372329956,1.3656792516569805,0.8750376279260702,0.0,0.0,0.9924876392262356
2020-02-05,1.4598208315557322,1.3874443377848795,0.8194217234105245,0.0,0.0,0.99256695717001
2020-02-06,1.0038314616428765,1.079940329324323,0.4114151646812532,0.0,0.0,0.9929500591014002
2020-02-07,0.9162913143228614,0.9516156285576316,0.3919753786806812,0.0,0.0,0.9928370905823748
2020-02-10,1.036818669420659,0.9396642731730402,0.4011603273940507,0.0,0.0,0.9925898318396124
2020-02-11,2.6454140504386645,1.1486879997091222,0.3892484640706122,0.0,0.0,0.9920464012152592
2020-02-12,4.52703394747837,1.252124846438912,0.4231167329704811,0.0,0.0,0.9908453386170298
2020-02-13,2.2488108068047405,1.2845877952035558,0.379340809198699,0.0,0.0,0.990064030159377
2020-02-14,1.6427367280806713,1.4609722790620858,0.1951339492414653,0.0,0.0,0.9893951916699764
2020-02-18,0.90590295047843,2.350083289254813,0.1764105913378326,0.0,0.0,0.9885223247938636
2020-02-19,1.1562111437048648,2.821307027868384,0.1786514284193069,0.0,0.0,0.987692886964328
2020-02-20,1.5982586105261614,2.007122203960172,0.1931230608661528,0.0,0.0,0.986819345194206
2020-02-21,1.5103714805986703,1.6179818657085814,-0.1176828550277727,0.0,0.0,0.9857710413787514
2020-02-24,1.9692030448911515,1.6992103998698749,-0.2006454379080771,0.0,0.0,0.9837894522234532
2020-02-25,1.5025666779039,1.488943747813032,0.6839616938397909,0.0,0.0,0.9818375446047788
2020-02-26,1.2397140920537475,1.2597992826520077,0.929869445916524,0.0,0.0,0.9795632119550288
2020-02-27,1.1110687336222096,1.1772415780322123,0.9242858273838396,0.0,0.0,0.9780193203495732
2020-02-28,1.014346764386776,1.1428142749944954,0.9260866680203196,0.0,0.0,0.9774463541590416
2020-03-02,0.8580609002087102,1.0659358208406875,0.9615572012491276,0.0,0.0,0.9748229177771544
2020-03-03,0.9797663094124792,1.0399149428028855,0.9257593803215864,0.0,0.0,0.9724635356891672
2020-03-04,1.0687068887054738,1.0036694123073575,0.9357193156591016,0.0,0.0,0.9676113169917084
2020-03-05,0.9540677609257844,0.929809387208483,0.940132060974402,1.1832715043648276,0.0,0.9591530201757484
2020-03-06,1.0404118101674953,0.9674104050934548,0.9470112737610298,1.1615673277704266,0.0,0.9539193422861776
2020-03-09,1.4291725865414755,1.1862423411164478,0.9469135019649804,1.1386322610856974,0.0,0.9492091490491924
2020-03-10,1.0062600848744696,1.0879553524311911,0.9449823064551914,1.096054934499994,0.0,0.9454091517273456
2020-03-11,0.962089781058917,1.065275912027284,0.945884866518252,1.0804765820986242,0.0,0.9410114794774233
2020-03-12,0.8385610770564589,1.0523420244216042,0.962985334690759,1.0676416151572563,0.0,0.9412980261157344
2020-03-13,0.8701230234565557,0.9731043059261,0.967028754985377,1.0380045094404324,0.0,0.9380185589920343
2020-03-16,0.9129670844904698,0.912554658315078,0.9731285643002188,1.0228727256131178,0.0,0.935670287954515
2020-03-17,0.913363864466698,0.8898495184495416,0.980630587996866,1.008363265081969,0.0,0.9294870446304864
2020-03-18,0.959524293573802,0.8734816891040849,0.9855630227232564,1.012379112340812,0.0,0.9269167392423012
2020-03-19,0.9824942066413452,0.8657352324131403,0.9870995628230628,0.9996552836369414,0.0,0.9221368871280198
2020-03-20,0.9190518138350432,0.8568177222148913,0.9762261112703202,0.9852915674006012,0.0,0.9237709252609132
2020-03-23,0.5485158216997843,0.8312031336782492,0.9750390423402218,0.9703346928776968,0.0,0.9236814680771768
2020-03-24,0.5423804307847072,0.7685202652001746,0.9744973992408018,0.9543837533345196,0.0,0.9311051712283278
2020-03-25,0.8071904298442568,0.7920786193298615,0.9794491140992676,0.946435924356306,0.0,0.9380580304712344
2020-03-26,0.6823197158586932,0.7945598173801246,0.9810724019915628,0.950637556005167,0.0,0.9360820616324989
2020-03-27,0.6214326060029169,0.6165296307066325,0.9579495958944187,0.95437695996556,0.0,0.9366623091089228
2020-03-30,0.601247566790035,0.5701200250266022,0.9587736359260908,0.9628393686078958,0.0,0.933233550816777
2020-03-31,0.6626794597133728,0.5553238041031158,0.9555191036129216,0.9691842352836684,0.0,0.9321015327590118
2020-04-01,1.038323781164947,0.5905839572630625,0.9484458638153744,0.9692394078951972,0.0,0.9317168296255444
2020-04-02,0.9655796094558668,0.6074106780881517,0.925022701234238,0.9713667427341692,0.0,0.92768157588191
2020-04-03,0.9362193232543894,0.6275033813854315,0.8912899683990112,0.9743710562778763,0.0,0.9209287523737852
2020-04-06,0.9499741505012188,0.8386617537383714,0.8881486218938647,0.97358753767548,0.0,0.9021338640525852
2020-04-07,1.1291572017997442,1.04015499948055,0.9029299161661618,0.976521616755388,0.0,0.8847732644300383
2020-04-08,1.0739809655961197,1.095270961165357,0.9227621941676932,0.9821720949559992,0.0,0.8622794899874808
2020-04-09,1.0245478988096044,1.0154827076449455,0.9153138311659756,0.9861114796179646,0.0,0.8483889466374736
2020-04-13,0.9140780498408378,0.8855761489057267,0.9163786217262272,0.9890939490235192,0.0,0.8532990146113638
2020-04-14,0.5368226744349651,0.877869336253618,0.8954735069565793,0.9872013274625868,0.0,0.8574537284411354
2020-04-15,1.0103361472088035,0.9470050597534032,0.9327597669351508,0.9840407561751066,0.0,0.858555219712381
2020-04-16,1.771721885838113,1.044976684151053,0.9235540055501604,0.9797588942667314,0.0,0.8542797202758246
2020-04-17,2.0761340704243416,1.1030732304330888,0.9079420252457876,0.9755413835669228,0.0,0.8509367516016461
2020-04-20,1.2206255996099329,1.1303254562590297,0.9019098660125224,0.9690676913541728,0.0,0.8571677009001215
2020-04-21,0.5219732647082053,1.2438944936474912,0.9313008940279576,0.9601393472671956,0.0,0.8590608333134173
2020-04-22,1.1091281157510535,1.482567169955834,0.9057192462028358,0.9483766705761308,0.0,0.8514723572694483
2020-04-23,1.1318024166493772,1.4802083107430817,0.926995563352854,0.934235270909724,0.0,0.8466464866017092
2020-04-24,1.1859843858967576,1.3063030406836722,0.9170752472811692,0.9281684642695816,0.0,0.841153796791335
2020-04-27,1.483965630670968,1.0989504772920369,0.8455765069104016,0.9303518584773286,0.986983409616882,0.8427739845008607
2020-04-28,1.125469440565684,0.9975345046566892,0.8305222706499574,0.9270329325706675,0.9885901745641218,0.854360402232462
2020-04-29,1.1490077929091276,1.1030579906601268,0.8060059157749447,0.9152957445469748,0.989455047275424,0.9189954658558736
2020-04-30,1.643189841563448,1.3284699546329906,0.7863591678527949,0.9252992705128212,0.9897467926851984,0.911075263654961
