Date,JPM,SPY,IC
2020-06-04,94.245979,292.237823,0.325577945170821
2020-06-05,98.487228,299.727722,0.3357336108555763
2020-06-08,100.452881,303.350739,0.3141269919558321
2020-06-09,97.876266,301.088623,0.291028222187133
2020-06-10,93.909515,299.40863,0.3033631734315181
2020-06-11,86.073372,282.148041,0.3617391221971228
2020-06-12,88.428658,285.526886,0.4150750771855892
2020-06-15,89.650536,288.192505,0.5120709232902148
2020-06-16,90.367752,293.739532,0.6190038308334057
2020-06-17,88.083328,292.51944,0.6955590937310229
2020-06-18,87.605194,292.63205,0.7391775114932918
2020-06-19,86.604652,290.959717,0.7592553584500401
2020-06-22,85.666084,292.826202,0.7600280259205565
2020-06-23,86.710907,294.174286,0.755915754407792
2020-06-24,83.815491,286.670258,0.7460414189292365
2020-06-25,86.737457,289.743561,0.7173251769332868
2020-06-26,81.982666,282.861755,0.7406071250523913
2020-06-29,82.34568,287.019104,0.7181739158233903
2020-06-30,83.284241,290.695709,0.6730651446140745
2020-07-01,82.57589,292.731934,0.6717239814216972
2020-07-02,82.844131,294.344025,0.6690084457681397
2020-07-06,84.936234,298.887878,0.6390435194126598
2020-07-07,82.540131,295.805298,0.6184272341641165
2020-07-08,83.416328,298.06778,0.6002447744531139
2020-07-09,81.610329,296.37088,0.5834771972029522
2020-07-10,86.071701,299.396942,0.5523259721554004
2020-07-13,87.305519,296.804474,0.527409678729528
2020-07-14,87.806206,300.650787,0.5204563928386076
2020-07-15,89.165176,303.412964,0.5148333483688984
2020-07-16,89.415497,302.413605,0.5248788576846989
2020-07-17,87.761482,303.290405,0.5470676115767102
2020-07-20,86.992592,305.741425,0.5369716335330242
2020-07-21,88.879074,306.391968,0.5202515831935959
2020-07-22,88.235344,308.135956,0.5263285422505486
2020-07-23,88.494629,304.459381,0.5271158655164835
2020-07-24,87.868767,302.498505,0.5493451843502173
2020-07-27,86.634964,304.704498,0.5493170515445496
2020-07-28,87.010468,302.771851,0.5731144769863468
2020-07-29,89.120461,306.495605,0.6016533934245494
2020-07-30,86.742249,305.402069,0.6348022878509254
2020-07-31,86.402496,307.815399,0.6298089136552629
2020-08-03,85.919724,309.955414,0.6239752938868544
2020-08-04,85.427994,311.152649,0.6106496106493662
2020-08-05,86.912117,313.085175,0.5927980496431581
2020-08-06,86.938942,315.178009,0.589293135617018
2020-08-07,88.852234,315.404297,0.5867421472429116
2020-08-10,89.978775,316.346985,0.5898367557752648
2020-08-11,92.821899,313.735657,0.6010310063709586
2020-08-12,92.035118,318.109894,0.6708594649078968
2020-08-13,91.525513,317.53479,0.7041289940921548
2020-08-14,91.561264,317.544189,0.7446444869920249
2020-08-17,89.147293,318.552948,0.7736610333742107
2020-08-18,87.904541,319.241119,0.7785421618828331
2020-08-19,88.110176,317.911926,0.7852247678749134
2020-08-20,87.055183,318.901703,0.7906121475407342
2020-08-21,87.010468,320.03302,0.7915467515063793
2020-08-24,89.460213,323.275909,0.7953376800356334
2020-08-25,89.853607,324.407135,0.7955005130306666
2020-08-26,88.592964,327.659546,0.7929018179097878
2020-08-27,91.507637,328.376038,0.8018971597243781
2020-08-28,91.883118,330.497131,0.7916902939004451
2020-08-31,89.576439,329.299835,0.7848071871809317
2020-09-01,89.531731,332.401367,0.7918866853957588
2020-09-02,90.881775,337.20929,0.8104990650230243
2020-09-03,90.595673,325.604523,0.8179896608975197
2020-09-04,92.55368,322.946014,0.7916959021797721
2020-09-08,89.335037,314.122131,0.7637793372595715
2020-09-09,90.184425,320.325226,0.7723047530998237
2020-09-10,89.25457,314.763214,0.7890648159577296
2020-09-11,90.363205,314.923553,0.803410256455202
2020-09-14,91.614899,319.07135,0.7900549867094027
2020-09-15,88.762856,320.683533,0.7955440583367493
2020-09-16,89.138344,319.410858,0.8160490381623959
2020-09-17,88.119118,316.601501,0.8245373295638084
2020-09-18,87.931351,312.956512,0.8399947559002396
2020-09-21,85.213394,309.473511,0.8597550669300409
2020-09-22,84.283562,312.625305,0.8691139595658881
2020-09-23,82.915649,305.375214,0.8701593381629784
2020-09-24,82.844131,306.189209,0.8705549157434664
2020-09-25,83.568321,311.139313,0.8669138975817763
2020-09-28,85.973373,316.307159,0.8636779107266912
2020-09-29,85.249168,314.584595,0.8698132962408398
2020-09-30,86.071701,316.969727,0.8731732016344009
2020-10-01,86.697563,319.004639,0.8779802071454588
2020-10-02,87.520088,315.975922,0.8807497073793628
2020-10-05,89.369942,321.579102,0.8837275068309237
2020-10-06,88.449516,317.007568,0.8896517217730864
2020-10-07,89.992577,322.525574,0.8923899650576518
2020-10-08,91.8424,325.384033,0.8970197765530392
2020-10-09,91.319023,328.289764,0.901416518689092
2020-10-12,92.437973,333.571106,0.9080089953765004
2020-10-13,90.940041,331.394196,0.919553140336285
2020-10-14,90.434723,329.311951,0.9298675370214148
2020-10-15,91.788269,328.904938,0.9373163396834128
2020-10-16,91.598763,328.706238,0.9414525932966678
2020-10-19,90.055725,323.70871,0.9455622043157788
2020-10-20,90.570091,325.005402,0.946230313310847
2020-10-21,89.667717,324.390198,0.9450718860059092
2020-10-22,92.834991,326.169495,0.9453319004882564
2020-10-23,93.674194,327.276947,0.9467731824122384
2020-10-26,91.355125,321.228912,0.9480712319589236
2020-10-27,89.631615,320.12149,0.9458650976977168
2020-10-28,87.114021,309.180084,0.9445880675313252
2020-10-29,87.682503,312.322449,0.9376188078446298
2020-10-30,88.467575,309.066528,0.9282160695307284
2020-11-02,90.461777,312.53067,0.9163442082745392
2020-11-03,93.313271,318.048676,0.9054641739979014
2020-11-04,90.461777,325.156891,0.8935429984964398
2020-11-05,94.161461,331.498322,0.8732474242824274
2020-11-06,92.907188,331.422607,0.8620259443353108
2020-11-09,105.48613,335.587097,0.8652997430661953
2020-11-10,105.143219,335.094971,0.8865632889409923
2020-11-11,103.573112,337.584259,0.8926576190920499
2020-11-12,102.300766,334.309357,0.8877867593700749
2020-11-13,102.941452,338.937744,0.8911075382399967
2020-11-16,105.847069,343.168549,0.8869988676910479
2020-11-17,104.773254,341.322845,0.8824674180158716
2020-11-18,103.997215,337.215118,0.8852078508495954
2020-11-19,104.276955,338.634796,0.8866376833324812
2020-11-20,103.383629,336.315918,0.8824332822813985
2020-11-23,106.361404,338.332031,0.8783729715214623
2020-11-24,111.279274,343.783722,0.8713055360619072
2020-11-25,110.11525,343.253754,0.8690577578326142
2020-11-27,109.384315,344.209686,0.8734894482483336
2020-11-30,106.370422,342.685822,0.8742115255091483
2020-12-01,108.04882,346.433838,0.8649694576218114
2020-12-02,110.12426,347.16272,0.8603344291607998
2020-12-03,109.402374,347.068115,0.8593346060291415
2020-12-04,110.394974,350.05896,0.8590854835820231
2020-12-07,109.979881,349.339569,0.8620276495881839
2020-12-08,110.088158,350.361908,0.861054346094613
2020-12-09,109.230919,347.219513,0.8629033644330435
2020-12-10,108.527069,347.105957,0.860993073700376
2020-12-11,107.886406,346.698883,0.8580463938592525
2020-12-14,106.749428,345.146698,0.8514947625814825
2020-12-15,108.572197,349.812744,0.8444387537160394
2020-12-16,108.888008,350.361908,0.8497631667383923
2020-12-17,107.985657,352.321106,0.8546503425626937
2020-12-18,107.453278,350.914307,0.8629559171962652
2020-12-21,111.486847,349.659576,0.8637900813743127
2020-12-22,109.790382,349.070221,0.8458471635937743
2020-12-23,112.858414,349.383942,0.8245350215273298
2020-12-24,112.362106,350.743225,0.8191834539418712
2020-12-28,113.102051,353.756409,0.7729998796388691
2020-12-29,112.804276,353.081451,0.7359502920109301
2020-12-30,113.12011,353.585236,0.7262458706274669
2020-12-31,114.663139,355.381744,0.7044244907267995
2021-01-04,113.580299,350.543579,0.6473879536596929
2021-01-05,114.198326,352.957947,0.5451614202087459
2021-01-06,119.5606,355.068115,0.4864830103674053
2021-01-07,123.486862,360.343506,0.4294023574599247
2021-01-08,123.623222,362.396637,0.4292290882178568
2021-01-11,125.468216,359.953796,0.4450784562205419
2021-01-12,127.440422,360.029755,0.472786786359441
2021-01-13,127.558601,360.999329,0.5062880078384385
2021-01-14,128.303848,359.735138,0.5375250937558326
2021-01-15,126.004433,357.111664,0.5611556718455624
2021-01-19,125.459099,359.915771,0.5833776456212761
2021-01-20,123.577774,364.896545,0.5864433645595744
2021-01-21,122.541687,365.229218,0.5900105693897278
2021-01-22,121.596428,363.936432,0.595108175178991
2021-01-25,120.078644,365.371765,0.5921814052461885
2021-01-26,119.587883,364.801453,0.5948811192485605
2021-01-27,116.206917,355.885559,0.5990976329463156
2021-01-28,118.251854,358.946259,0.562859183766302
2021-01-29,116.943085,351.760284,0.5287138347217943
2021-02-01,117.806496,357.615479,0.4348408779720054
2021-02-02,121.432861,362.672241,0.3383319955561207
2021-02-03,122.823418,362.957428,0.2956243427328047
2021-02-04,125.649986,367.082611,0.2622186103003446
2021-02-05,125.40461,368.527496,0.2559817734646927
2021-02-08,127.367706,371.188995,0.2842064642985246
2021-02-09,126.858765,370.941833,0.3306926155942277
2021-02-10,126.931511,370.780243,0.3881357890550071
2021-02-11,126.577003,371.379059,0.4391756581065975
2021-02-12,128.376572,373.213623,0.4843089985790098
2021-02-16,131.46669,372.890381,0.5080106176632438
2021-02-17,131.875671,372.975983,0.5110802066288074
2021-02-18,132.321014,371.388519,0.5342012885144731
2021-02-19,134.529572,370.732727,0.5430405965174684
2021-02-22,135.792862,367.881165,0.4762760987577829
2021-02-23,136.883484,368.32785,0.4107258285343436
2021-02-24,139.291992,372.386597,0.3039087108589578
2021-02-25,137.40155,363.413666,0.2624834937402704
2021-02-26,133.757019,361.541138,0.2098769541676997
2021-03-01,136.783493,370.304962,0.1082093444962964
2021-03-02,136.338165,367.415405,0.0801168326518372
2021-03-03,138.973862,362.548737,0.0835187669754139
2021-03-04,136.838013,358.062225,0.0935877707909085
2021-03-05,137.156143,364.649414,0.0371201125328846
2021-03-08,138.973862,362.833862,0.0173273714054338
2021-03-09,137.992294,368.014221,0.0509878696035945
2021-03-10,140.991577,370.304962,0.1057977798774116
2021-03-11,140.255386,374.05954,0.2115614641582424
2021-03-12,141.918549,374.563324,0.260505224431433
2021-03-15,141.209641,376.797058,0.3003931629438852
2021-03-16,139.519226,376.321808,0.3019938608455581
2021-03-17,140.955185,377.605011,0.2912981602371698
2021-03-18,143.281891,372.111023,0.3214833151495982
2021-03-19,141.000626,371.422455,0.3774263929060113
2021-03-22,137.210678,374.388245,0.3902292210242024
2021-03-23,135.838303,371.441559,0.3567987304728683
2021-03-24,136.892578,369.553314,0.3135819506296621
2021-03-25,138.646667,371.632294,0.2689981987374976
2021-03-26,140.955185,377.621094,0.2681122451619661
2021-03-29,138.764832,377.430328,0.2877589510144396
2021-03-30,140.400772,376.428986,0.2775087602728434
2021-03-31,138.355835,377.954895,0.3003642564675431
2021-04-01,139.700958,382.036407,0.2893276280725286
2021-04-05,140.441498,387.519836,0.2996526075860589
2021-04-06,139.454102,387.291016,0.3195724873847749
2021-04-07,141.639084,387.739136,0.3122167321824077
2021-04-08,141.812805,389.579681,0.3534221433811427
2021-04-09,142.87326,392.411926,0.3819832395606062
2021-04-12,142.571579,392.555084,0.4070753085081954
2021-04-13,140.87114,393.718384,0.4163276891622545
2021-04-14,138.238205,392.37384,0.4013600900494459
2021-04-15,139.115875,396.588928,0.3662220503474951
2021-04-16,140.148941,397.914459,0.3317450247501928
2021-04-19,139.554688,395.959534,0.291921806614907
2021-04-20,136.464645,393.060455,0.2619140543650026
2021-04-21,137.625702,396.779663,0.1721359338123926
2021-04-22,134.727631,393.155823,0.1717716332847197
2021-04-23,137.305695,397.418549,0.0579594731303409
2021-04-26,137.643982,398.248199,-0.0218036241639546
2021-04-27,138.274796,398.162445,-0.079285523755564
2021-04-28,139.1707,398.047974,-0.1439290983457826
2021-04-29,141.876816,400.584625,-0.1998777545054862
2021-04-30,140.615204,397.952606,-0.2334281508558219
2021-05-03,140.203766,398.810913,-0.2824161741461991
2021-05-04,142.141907,396.350494,-0.3163946733480306
2021-05-05,144.006897,396.474487,-0.3424196885157807
2021-05-06,146.904968,399.640594,-0.3560867266002583
2021-05-07,147.407791,402.549133,-0.3817490818186025
2021-05-10,147.389496,398.562958,-0.405635115945183
2021-05-11,144.939407,395.005798,-0.432678632956762
2021-05-12,143.942917,386.613892,-0.4379446466927927
2021-05-13,147.645477,391.258118,-0.4601136324457401
2021-05-14,149.94014,397.265991,-0.4564404123769984
2021-05-17,150.543549,396.255127,-0.4438672764517731
2021-05-18,148.422531,392.841125,-0.424366392069363
2021-05-19,147.28891,391.811188,-0.4247498813815923
2021-05-20,147.032944,396.026306,-0.4044286817928813
2021-05-21,148.705948,395.702026,-0.4136920858508277
2021-05-24,149.510468,399.735901,-0.4035600995079124
2021-05-25,147.965439,398.84906,-0.4036248787106052
2021-05-26,147.947174,399.640594,-0.4105699434940274
2021-05-27,150.250961,399.850372,-0.4075017684245128
2021-05-28,150.150421,400.565582,-0.3935771850385509
2021-06-01,151.80513,400.212769,-0.3765221828158691
2021-06-02,151.814285,400.842102,-0.3370473473189072
2021-06-03,151.914825,399.354492,-0.3016994270672677
2021-06-04,152.161682,403.006836,-0.2464241463001598
2021-06-07,151.448624,402.615906,-0.1937202437926762
2021-06-08,150.845245,402.701721,-0.1366487121736068
2021-06-09,148.96196,402.100983,-0.0446274372198114
2021-06-10,146.639832,403.970032,0.1197220128833933
2021-06-11,146.539276,404.637634,0.2480869263684878
2021-06-14,144.052628,405.543579,0.3937096692241021
2021-06-15,141.867661,404.799683,0.4929417855560159
2021-06-16,142.864136,402.539581,0.5585043626684008
2021-06-17,138.741013,402.406067,0.6384182985549219
2021-06-18,135.230469,396.977478,0.6579570940599256
2021-06-21,137.525131,402.660553,0.6259174845803968
2021-06-22,137.324005,404.813324,0.6075024758247389
2021-06-23,138.155945,404.325348,0.5791245265654578
2021-06-24,139.426666,406.717255,0.5524932027231608
2021-06-25,140.83461,408.161926,0.5507181225050135
2021-06-28,141.090561,408.984802,0.5729052144160631
2021-06-29,140.916855,409.204834,0.6180251083695221
2021-06-30,142.196747,409.549225,0.6474742796752849
2021-07-01,143.604645,411.816742,0.7079322124440995
2021-07-02,143.466736,414.964508,0.7561378299558243
2021-07-06,141.057693,414.208618,0.7810399455837583
2021-07-07,141.223206,415.672455,0.7886211230834133
2021-07-08,138.78656,412.285583,0.7963725879263258
2021-07-09,143.227661,416.686646,0.7897481034189369
2021-07-12,145.278122,418.179199,0.8009992730918579
2021-07-13,143.117325,416.753632,0.8195520443465072
2021-07-14,142.630005,417.375488,0.8321389814311374
2021-07-15,142.942642,415.949982,0.8381437080132303
2021-07-16,139.678467,412.687378,0.8511411482074533
2021-07-19,135.13623,406.592926,0.8517287759262601
2021-07-20,137.655609,412.419556,0.8292536668818201
2021-07-21,140.551987,415.758606,0.8136818439719157
2021-07-22,138.777344,416.629242,0.8084178908449424
2021-07-23,138.510727,420.915558,0.7965304898419914
2021-07-26,139.439377,421.948792,0.7985748842423903
2021-07-27,139.255493,420.025757,0.7963516395902622
2021-07-28,139.485352,419.853485,0.7746685168027679
2021-07-29,140.680725,421.594818,0.7412601824122388
2021-07-30,139.558914,419.547394,0.6570856752187136
2021-08-02,138.998047,418.667145,0.455690681892946
2021-08-03,140.579575,422.073242,0.2803615790102503
2021-08-04,139.062408,419.997009,0.1430771615849018
2021-08-05,140.818634,422.656891,-0.0055060305588654
2021-08-06,144.818375,423.355255,-0.1475454739179253
2021-08-09,144.662064,423.010803,-0.2340262097626226
2021-08-10,146.436676,423.537018,-0.2914704095575338
2021-08-11,148.183685,424.589508,-0.3063150989723574
2021-08-12,148.762939,425.861908,-0.3245312945723306
2021-08-13,147.098648,426.636902,-0.3527512240514049
2021-08-16,146.133209,427.64151,-0.3733094787602168
2021-08-17,144.367813,424.838226,-0.368887710629335
2021-08-18,143.052963,420.188385,-0.3647951950624309
2021-08-19,141.85762,420.838959,-0.3621521916063594
2021-08-20,142.262207,424.187622,-0.3612125189763194
2021-08-23,144.082809,427.918976,-0.3074480867450624
2021-08-24,144.974686,428.598297,-0.2105231211740766
2021-08-25,147.962967,429.497589,-0.1294010687621486
2021-08-26,148.726151,426.962189,-0.049891245998189
2021-08-27,149.921478,430.779694,0.0205014448591596
2021-08-30,147.521637,432.674072,0.0853630761186416
2021-08-31,147.071121,432.03302,0.1282413747966653
2021-09-01,146.859634,432.262665,0.1950355010017476
2021-09-02,147.540039,433.592499,0.2548362908387737
2021-09-03,146.648148,433.487244,0.3097394718010559
2021-09-07,146.390671,431.937347,0.3699154446947138
2021-09-08,145.737869,431.411163,0.4217576502648973
2021-09-09,146.372284,429.564606,0.4517676168332281
2021-09-10,144.689651,426.177734,0.4673461569844431
2021-09-13,146.988358,427.268372,0.4837174180352427
2021-09-14,144.422974,424.962585,0.4881851971094654
2021-09-15,145.425232,428.512177,0.4933750163903938
2021-09-16,145.36087,427.832916,0.5070996224040346
2021-09-17,144.983887,423.665283,0.5109165342511957
2021-09-20,140.643921,416.601074,0.4994676818287885
2021-09-21,140.662308,416.20752,0.4536295450002824
2021-09-22,143.356415,420.267548,0.3895892713718167
2021-09-23,148.202072,425.373779,0.3050610318656316
2021-09-24,149.912292,426.074493,0.1987377990254491
2021-09-27,153.535049,424.85556,0.1460124763960004
2021-09-28,152.707504,416.293915,0.1454307924468744
2021-09-29,152.587982,416.994598,0.1139725359222682
2021-09-30,150.509949,411.897919,0.0651552621591989
2021-10-01,153.672974,416.792999,-0.0488258209834577
2021-10-04,153.507477,411.41803,-0.0606705478518052
2021-10-05,156.014282,415.698822,-0.0466204856891427
2021-10-06,156.34729,417.426483,-0.0248485474667675
2021-10-07,157.337051,421.0354,0.0254745757277061
2021-10-08,157.457306,420.267548,0.0641316639645028
2021-10-11,154.145737,417.224915,0.0960526537748765
2021-10-12,152.961716,416.197968,0.073593621502651
2021-10-13,148.928604,417.695221,0.044829122896841
2021-10-14,151.213394,424.7211,-0.0935895169333796
2021-10-15,154.117981,427.955688,-0.1640689840986029
2021-10-18,154.0625,429.222656,-0.1643858031770988
2021-10-19,155.931015,432.534088,-0.2033683423061623
2021-10-20,158.030823,434.232971,-0.1890437646231761
2021-10-21,156.79129,435.36554,-0.1226319865572987
2021-10-22,158.90033,434.914459,-0.0137181782682957
2021-10-25,158.123322,437.246796,0.0493814707963938
2021-10-26,158.548828,437.64032,0.0687004230797049
2021-10-27,155.24649,435.701508,0.084295680492057
2021-10-28,157.586823,439.905548,0.0624535628398599
2021-10-29,157.152069,440.798187,0.0564946286869544
2021-11-01,157.068802,441.556458,0.0488831345740832
2021-11-02,157.688538,443.341675,0.0494834796022764
2021-11-03,157.74408,446.04837,0.0520892322231468
2021-11-04,155.672012,448.150391,0.0687084215222023
2021-11-05,155.450012,449.705292,0.1310938323093347
2021-11-08,156.384277,450.089264,0.1349347393666367
2021-11-09,155.200241,448.601532,0.1377788776136416
2021-11-10,155.052231,444.992584,0.1392517934185073
2021-11-11,155.042999,445.136566,0.1574766801404943
2021-11-12,154.349258,448.495911,0.1994313530997621
2021-11-15,154.071716,448.649445,0.2280955499768359
2021-11-16,152.961716,450.42514,0.2136833154987518
2021-11-17,152.138428,449.330994,0.2133539947542119
2021-11-18,150.824905,450.857086,0.2651882578048494
2021-11-19,148.854584,450.050903,0.3413202225462972
2021-11-22,152.027451,448.783844,0.4302581340406099
2021-11-23,155.662781,449.379028,0.5368833324999817
2021-11-24,154.441727,450.578735,0.6091478355130879
2021-11-26,149.788879,440.529419,0.6560422035730703
2021-11-29,149.141373,445.933228,0.692815520828987
2021-11-30,146.92131,437.25647,0.7261345474254454
2021-12-01,146.051773,432.399719,0.7463024879432753
2021-12-02,149.122864,439.022461,0.7592912439873938
2021-12-03,146.421783,435.202454,0.770863139165011
2021-12-06,148.151581,440.356659,0.7747273316598972
2021-12-07,150.380875,449.465332,0.7867700130635368
2021-12-08,148.660339,450.655518,0.7870410979477718
2021-12-09,148.429092,447.612885,0.7846962502942244
2021-12-10,147.837097,451.826508,0.779537973660136
2021-12-13,146.079514,447.824066,0.7778762295942125
2021-12-14,147.198822,444.743011,0.772466836064986
2021-12-15,146.098038,451.6922,0.7629338512700888
2021-12-16,148.382828,447.708893,0.76078059605381
2021-12-17,145.0065,442.94397,0.7549509912761413
2021-12-20,142.39798,438.233917,0.7509741537212804
2021-12-21,144.386734,446.016541,0.7499983634381208
2021-12-22,144.951035,450.476135,0.7467095956087182
2021-12-23,145.469025,453.279053,0.7428933785202226
2021-12-27,146.301544,459.693939,0.7484735582832694
2021-12-28,146.745529,459.318237,0.7724295848306186
2021-12-29,146.671539,459.905853,0.7863101002936576
2021-12-30,146.597549,458.634399,0.8011061168940161
2021-12-31,146.477295,457.478546,0.8191693826083732
2022-01-03,149.576126,460.12735,0.8279484181203011
2022-01-04,155.24649,459.973236,0.8323033141714956
2022-01-05,152.408279,451.140808,0.8190390974893379
2022-01-06,154.027496,450.716949,0.8288412925252127
2022-01-07,155.553604,448.935059,0.8374878594367365
2022-01-10,155.702515,448.376373,0.8307979250202903
2022-01-11,155.860672,452.460358,0.8241116227567418
2022-01-12,156.74472,453.683594,0.8174008722275982
2022-01-13,156.549286,447.432434,0.8067942995241598
2022-01-14,146.927246,447.615509,0.7883946220297684
2022-01-18,140.766861,439.688354,0.7749428169672874
2022-01-19,138.58934,435.122833,0.7685957928314147
2022-01-20,137.407547,430.306824,0.7521110213115568
2022-01-21,135.006683,421.859619,0.732550898478242
2022-01-24,134.885712,423.651184,0.7114970112993274
2022-01-25,136.355988,418.478821,0.6959587234339596
2022-01-26,137.64949,417.429016,0.6719340924220043
2022-01-27,135.220688,415.367676,0.6552975772398545
2022-01-28,136.43042,425.683563,0.6266570301740608
2022-01-31,138.282272,433.350586,0.5818336231521365
2022-02-01,140.655212,436.278687,0.5431722340236188
2022-02-02,139.529251,440.516724,0.4999619881184752
2022-02-03,138.375336,430.162384,0.4495522614964993
2022-02-04,141.967331,432.185059,0.4024889886257402
2022-02-07,142.441895,430.798065,0.3618314530175807
2022-02-08,145.121933,434.342621,0.3305596540134848
2022-02-09,145.726807,440.699738,0.2816952262552306
2022-02-10,145.121933,432.782288,0.2173487562735254
2022-02-11,143.232895,424.248352,0.1889512826215905
2022-02-14,141.902176,422.861389,0.1945434760936127
2022-02-15,143.977341,429.680786,0.1873226662685937
