Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,139.789993,141.100006,139.259995,141.089996,122.852890,10803700
2020-01-03,137.500000,139.229996,137.080002,138.339996,121.231644,10386800
2020-01-06,136.559998,138.270004,136.500000,138.229996,121.135254,10259000
2020-01-07,137.279999,137.860001,135.820007,135.880005,119.075867,10531300
2020-01-08,135.699997,137.580002,135.600006,136.940002,120.004799,9695300
2020-01-09,138.050003,138.229996,137.039993,137.440002,120.442978,9469000
2020-01-10,137.210007,137.250000,135.809998,136.070007,119.242386,10190900
2020-01-13,136.190002,137.199997,135.759995,137.199997,120.232651,12355200
2020-01-14,137.940002,140.759995,137.690002,138.800003,121.634758,24906000
2020-01-15,137.850006,138.600006,136.149994,136.720001,119.812012,16293400
2020-01-16,137.449997,137.899994,136.839996,137.250000,120.276459,10783800
2020-01-17,137.539993,138.289993,137.320007,138.199997,121.108955,14697700
2020-01-21,137.190002,138.070007,136.690002,136.839996,119.917168,8474200
2020-01-22,137.240005,137.399994,136.380005,136.679993,119.776909,7549100
2020-01-23,135.710007,136.740005,134.720001,136.539993,119.654266,9345700
2020-01-24,136.369995,136.429993,132.320007,133.149994,116.683495,15166400
2020-01-27,130.270004,132.940002,129.710007,132.029999,115.702003,12860500
2020-01-28,132.839996,134.970001,132.479996,134.429993,117.805191,13062800
2020-01-29,134.809998,135.539993,133.690002,134.229996,117.629929,9326000
2020-01-30,132.690002,136.130005,132.690002,135.889999,119.084633,9048900
2020-01-31,134.490005,134.830002,131.470001,132.360001,115.991211,12785200
2020-02-03,132.660004,134.240005,132.660004,133.369995,116.876289,10021100
2020-02-04,135.550003,136.600006,135.080002,135.289993,118.558815,9157100
2020-02-05,136.570007,137.729996,136.009995,137.589996,120.574409,10150700
2020-02-06,138.240005,138.289993,137.110001,137.610001,120.591942,8992300
2020-02-07,136.729996,137.669998,136.300003,137.169998,120.206345,6379800
2020-02-10,136.949997,137.850006,136.750000,137.740005,120.705856,5960700
2020-02-11,138.259995,138.820007,137.779999,138.000000,120.933731,6578600
2020-02-12,138.600006,139.289993,137.800003,138.000000,120.933731,7958000
2020-02-13,137.750000,138.339996,136.399994,137.880005,120.828545,7447500
2020-02-14,137.839996,138.190002,136.940002,137.460007,120.460495,6627600
2020-02-18,137.339996,137.710007,135.050003,135.639999,118.865570,8996400
2020-02-19,136.910004,138.389999,136.339996,137.490005,120.486794,7071200
2020-02-20,137.169998,138.360001,136.529999,137.490005,120.486794,7422800
2020-02-21,136.550003,136.919998,134.919998,135.809998,119.014534,9772800
2020-02-24,131.440002,133.199997,130.800003,132.160004,115.815941,13618400
2020-02-25,131.000000,132.229996,125.589996,126.260002,110.645576,20797200
2020-02-26,126.930000,128.949997,126.339996,126.639999,110.978600,24825600
2020-02-27,122.910004,125.620003,121.300003,121.370003,106.360313,23005500
2020-02-28,117.519997,118.489998,112.660004,116.110001,101.750809,45931400
2020-03-02,116.629997,121.580002,114.459999,121.519997,106.491760,27355400
2020-03-03,120.970001,122.949997,116.239998,116.959999,102.495697,32547700
2020-03-04,118.330002,120.190002,114.699997,119.849998,105.028290,25795900
2020-03-05,115.669998,116.430000,112.580002,113.970001,99.875473,25025600
2020-03-06,106.260002,110.320000,105.019997,108.080002,94.713875,38159400
2020-03-09,96.570000,99.230003,93.000000,93.440002,81.884392,40352000
2020-03-10,99.000000,101.279999,94.580002,100.699997,88.246552,31102700
2020-03-11,97.699997,100.050003,94.550003,95.959999,84.092735,38127000
2020-03-12,89.589996,96.959999,86.320000,88.050003,77.160973,49725200
2020-03-13,95.989998,103.989998,92.000000,103.910004,91.059578,38543300
2020-03-16,85.199997,93.980003,84.550003,88.360001,77.432640,38589700
2020-03-17,90.889999,97.440002,87.500000,93.760002,82.164803,35239800
2020-03-18,87.669998,90.790001,80.360001,83.889999,73.515411,41525600
2020-03-19,81.559998,88.110001,76.910004,85.300003,74.751053,32175100
2020-03-20,86.300003,89.459999,82.480003,83.500000,73.173653,30150800
2020-03-23,82.680000,83.750000,78.089996,79.029999,69.256454,32536600
2020-03-24,84.900002,90.099998,82.900002,88.430000,77.493958,34363200
2020-03-25,89.239998,95.150002,84.540001,91.730003,80.385872,38111700
2020-03-26,94.080002,98.570000,93.540001,98.120003,85.985626,29826300
2020-03-27,93.190002,94.839996,90.550003,91.129997,79.860062,30041500
2020-03-30,90.650002,94.089996,89.300003,93.500000,81.936958,21656900
2020-03-31,92.050003,94.169998,89.339996,90.029999,78.896111,23379300
2020-04-01,85.099998,86.559998,83.250000,84.360001,73.927307,28029600
2020-04-02,83.510002,87.910004,82.959999,87.510002,76.687752,24018000
2020-04-03,86.000000,87.480003,82.769997,84.050003,74.421028,21199400
2020-04-06,88.989998,90.989998,87.699997,89.459999,79.211243,26820800
2020-04-07,94.449997,94.500000,90.379997,90.639999,80.256035,22563800
2020-04-08,92.099998,94.860001,90.550003,94.300003,83.496750,22903300
2020-04-09,96.919998,104.389999,96.889999,102.760002,90.987572,42055900
2020-04-13,103.110001,103.110001,97.300003,98.190002,86.941124,26911900
2020-04-14,101.019997,102.000000,93.639999,95.500000,84.559273,46151300
2020-04-15,91.150002,92.029999,90.129997,90.790001,80.388855,30118600
2020-04-16,90.230003,90.570000,87.050003,87.330002,77.325272,32449600
2020-04-17,92.000000,95.699997,90.959999,95.180000,84.275925,30191900
2020-04-20,92.470001,94.709999,90.459999,91.709999,81.203476,23679400
2020-04-21,88.620003,91.379997,88.330002,89.050003,78.848213,23035000
2020-04-22,90.690002,91.870003,89.180000,89.339996,79.104980,16662400
2020-04-23,89.739998,91.279999,89.260002,89.389999,79.149269,16638800
2020-04-24,90.639999,91.099998,88.489998,90.709999,80.318031,15809200
2020-04-27,91.940002,95.629997,91.540001,94.620003,83.780083,22870200
2020-04-28,97.809998,98.360001,95.029999,95.290001,84.373337,20238900
2020-04-29,99.080002,99.449997,97.269997,97.860001,86.648918,20462600
2020-04-30,95.599998,96.839996,94.550003,95.760002,84.789490,19127600
2020-05-01,93.500000,93.739998,91.839996,93.250000,82.567047,18547700
2020-05-04,92.019997,92.669998,90.800003,92.139999,81.584206,15725900
2020-05-05,93.650002,94.209999,91.900002,92.000000,81.460258,18064100
2020-05-06,92.160004,92.760002,89.930000,90.269997,79.928429,20978000
2020-05-07,91.339996,92.910004,90.580002,91.209999,80.760757,16771900
2020-05-08,92.800003,94.080002,92.110001,92.699997,82.080070,20487800
2020-05-11,91.110001,91.110001,89.330002,89.970001,79.662819,31907600
2020-05-12,90.150002,90.790001,86.900002,87.029999,77.059624,27962900
2020-05-13,86.379997,86.860001,83.400002,84.029999,74.403313,35451600
2020-05-14,82.720001,88.110001,82.400002,87.519997,77.493492,35152500
2020-05-15,86.849998,87.279999,85.300003,85.900002,76.059082,26099000
2020-05-18,88.690002,91.150002,87.879997,90.449997,80.087830,30504400
2020-05-19,90.050003,91.199997,88.589996,88.669998,78.511749,19597300
2020-05-20,90.709999,92.389999,90.370003,91.330002,80.867004,20552400
2020-05-21,90.269997,91.760002,89.669998,90.169998,79.839882,14621400
2020-05-22,90.010002,90.360001,88.720001,89.470001,79.220100,13557900
2020-05-26,92.889999,97.500000,92.610001,95.820000,84.842621,41233900
2020-05-27,102.070000,102.580002,98.800003,101.370003,89.756790,39402000
2020-05-28,102.940002,102.949997,99.400002,99.860001,88.419777,24713900
2020-05-29,98.660004,99.180000,96.779999,97.309998,86.161903,26526400
2020-06-01,97.750000,99.510002,97.379997,98.599998,87.304146,15176800
2020-06-02,100.279999,100.419998,97.930000,98.930000,87.596329,21195000
2020-06-03,101.580002,104.919998,101.059998,104.269997,92.324577,25941100
2020-06-04,103.820000,106.610001,102.790001,106.440002,94.245979,26784700
2020-06-05,114.930000,115.769997,109.529999,111.230003,98.487228,42231000
2020-06-08,113.410004,114.190002,111.940002,113.449997,100.452881,24881800
2020-06-09,110.650002,111.629997,109.010002,110.540001,97.876266,17031100
2020-06-10,110.459999,110.510002,105.849998,106.059998,93.909515,24913300
2020-06-11,100.029999,101.580002,96.540001,97.209999,86.073372,36259200
2020-06-12,100.709999,101.129997,97.330002,99.870003,88.428658,24856800
2020-06-15,96.419998,101.430000,95.870003,101.250000,89.650536,22153600
2020-06-16,105.370003,105.680000,99.309998,102.059998,90.367752,22193600
2020-06-17,102.529999,102.540001,99.209999,99.480003,88.083328,15639800
2020-06-18,98.669998,100.519997,98.129997,98.940002,87.605194,16591900
2020-06-19,100.529999,100.599998,96.730003,97.809998,86.604652,40371200
2020-06-22,97.250000,97.949997,96.540001,96.750000,85.666084,16216900
2020-06-23,98.970001,99.970001,97.849998,97.930000,86.710907,15381400
2020-06-24,96.750000,96.839996,94.309998,94.660004,83.815491,22919800
2020-06-25,94.349998,98.209999,94.260002,97.959999,86.737457,25743600
2020-06-26,95.110001,95.370003,92.000000,92.589996,81.982666,41896300
2020-06-29,93.400002,94.489998,92.180000,93.000000,82.345680,18499700
2020-06-30,92.830002,94.660004,92.570000,94.059998,83.284241,19137000
2020-07-01,94.889999,95.709999,93.029999,93.260002,82.575890,18755700
2020-07-02,94.739998,94.959999,91.930000,92.660004,82.844131,27845600
2020-07-06,94.430000,95.199997,93.480003,95.000000,84.936234,18625300
2020-07-07,93.820000,94.099998,92.000000,92.320000,82.540131,25757200
2020-07-08,92.290001,93.339996,91.800003,93.300003,83.416328,18762200
2020-07-09,93.519997,94.120003,90.779999,91.279999,81.610329,25600800
2020-07-10,92.000000,96.839996,91.870003,96.269997,86.071701,28954200
2020-07-13,98.730003,99.269997,96.230003,97.650002,87.305519,32079200
2020-07-14,98.370003,99.949997,96.639999,98.209999,87.806206,42731700
2020-07-15,100.889999,101.290001,98.650002,99.730003,89.165176,22508400
2020-07-16,98.779999,101.220001,98.550003,100.010002,89.415497,16886900
2020-07-17,100.000000,100.080002,98.139999,98.160004,87.761482,16137700
2020-07-20,97.430000,98.389999,97.260002,97.300003,86.992592,14458100
2020-07-21,97.709999,100.050003,97.639999,99.410004,88.879074,17798100
2020-07-22,99.650002,100.129997,97.529999,98.690002,88.235344,14271200
2020-07-23,98.500000,99.349998,97.970001,98.980003,88.494629,12870200
2020-07-24,99.599998,99.800003,97.940002,98.279999,87.868767,12744200
2020-07-27,97.510002,97.629997,96.169998,96.900002,86.634964,11959100
2020-07-28,96.500000,97.889999,96.500000,97.320000,87.010468,11754300
2020-07-29,97.070000,99.709999,97.000000,99.680000,89.120461,12743500
2020-07-30,97.540001,97.739998,96.050003,97.019997,86.742249,14834800
2020-07-31,96.480003,96.930000,95.250000,96.639999,86.402496,14535000
2020-08-03,97.019997,97.570000,95.849998,96.099998,85.919724,12962800
2020-08-04,95.910004,95.949997,95.029999,95.550003,85.427994,13366200
2020-08-05,95.870003,98.470001,95.720001,97.209999,86.912117,15260900
2020-08-06,97.580002,98.099998,96.540001,97.239998,86.938942,10482100
2020-08-07,96.930000,99.489998,96.559998,99.379997,88.852234,14743700
2020-08-10,100.110001,102.040001,100.029999,100.639999,89.978775,14989900
2020-08-11,103.860001,106.160004,103.510002,103.820000,92.821899,31518600
2020-08-12,106.160004,106.430000,101.709999,102.940002,92.035118,19240800
2020-08-13,102.000000,103.360001,101.639999,102.370003,91.525513,13598600
2020-08-14,101.500000,103.309998,101.419998,102.410004,91.561264,12134400
2020-08-17,101.500000,102.000000,99.529999,99.709999,89.147293,14988000
2020-08-18,99.910004,99.910004,98.120003,98.320000,87.904541,13246500
2020-08-19,98.919998,100.589996,98.339996,98.550003,88.110176,13533000
2020-08-20,97.260002,98.029999,96.800003,97.370003,87.055183,13672600
2020-08-21,97.269997,98.570000,96.940002,97.320000,87.010468,12228300
2020-08-24,98.449997,100.209999,97.419998,100.059998,89.460213,17898300
2020-08-25,101.269997,101.980003,99.800003,100.500000,89.853607,13648900
2020-08-26,99.940002,100.269997,99.050003,99.089996,88.592964,12052400
2020-08-27,99.000000,102.650002,99.000000,102.349998,91.507637,22163900
2020-08-28,103.139999,103.250000,101.809998,102.769997,91.883118,13756700
2020-08-31,102.120003,102.180000,100.019997,100.190002,89.576439,14219400
2020-09-01,99.550003,100.870003,99.040001,100.139999,89.531731,11595600
2020-09-02,99.949997,101.940002,99.559998,101.650002,90.881775,14475700
2020-09-03,103.320000,104.989998,100.639999,101.330002,90.595673,23281200
2020-09-04,104.050003,105.209999,101.370003,103.519997,92.553680,26325500
2020-09-08,102.980003,103.570000,99.480003,99.919998,89.335037,22108600
2020-09-09,100.800003,101.690002,99.559998,100.870003,90.184425,13434000
2020-09-10,101.400002,102.419998,99.639999,99.830002,89.254570,15922800
2020-09-11,99.970001,101.360001,99.589996,101.070000,90.363205,13784300
2020-09-14,101.510002,103.459999,101.370003,102.470001,91.614899,19017400
2020-09-15,102.730003,102.849998,99.139999,99.279999,88.762856,23683000
2020-09-16,99.430000,101.129997,98.760002,99.699997,89.138344,19270600
2020-09-17,98.699997,99.339996,97.709999,98.559998,88.119118,18290100
2020-09-18,97.889999,99.489998,97.440002,98.349998,87.931351,20121600
2020-09-21,95.199997,96.050003,93.820000,95.309998,85.213394,28378800
2020-09-22,94.959999,95.660004,93.669998,94.269997,84.283562,19257000
