Date,cov_price_6,cov_return_6,cov_std_9,cov_price_14,cov_std_15,cov_price_22,cov_std_41,cov_return_60,cov_std_64,cov_price_72,IC
2020-01-02,,,,,,,,,,,0.8774853268794138
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9117348017955272
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9175051724762802
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9305112279367936
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936663361882884
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575620980175196
2020-01-10,0.1869400595951612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618972961043968
2020-01-13,-0.2099549691877368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970113269072623
2020-01-14,0.187170322719323,0.8972856220690048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973630554761873
2020-01-15,0.7098842470386245,0.945326970220962,1.6175874188234365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9734020094716284
2020-01-16,0.3300350244176813,0.6218761393652601,1.0722865835152413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739743198807276
2020-01-17,0.1854199300313994,0.3552785912969288,0.8677501895952934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754367133612364
2020-01-21,0.4357560297512029,0.330678273588064,0.7621680663508104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787129408460769
2020-01-22,-0.1242272340048537,0.3010748615975828,0.7454863460576586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806903001299904
2020-01-23,-0.3156658814682132,0.2707087393041164,0.8519057356502349,-0.1267826485948686,0.0,0.0,0.0,0.0,0.0,0.0,0.9813435649557478
2020-01-24,0.3386292806820925,0.1410552369541598,0.897589584699525,-0.0715883387902938,0.7997119766569657,0.0,0.0,0.0,0.0,0.0,0.9827286384122296
2020-01-27,0.932060130113908,0.5049532235208544,2.0782775510800917,0.0099759530707839,0.9661162957735544,0.0,0.0,0.0,0.0,0.0,0.9834737943179054
2020-01-28,0.9092060632768164,0.9138770379356644,1.931460633603233,0.3874473719319992,1.333269205652189,0.0,0.0,0.0,0.0,0.0,0.9838502273136116
2020-01-29,0.9061271328473266,0.6342000951903047,1.7665080878938422,0.4198342120243237,1.4296589976624932,0.0,0.0,0.0,0.0,0.0,0.9840372081068324
2020-01-30,0.8831439963455757,0.77367157128216,1.710428867353788,0.5313570027862912,1.6722306488941547,0.0,0.0,0.0,0.0,0.0,0.9843846471658808
2020-01-31,0.7653326333973104,0.794097301789205,1.6508364018620811,0.5941327498167638,1.796679451914954,0.0,0.0,0.0,0.0,0.0,0.9843588696014872
2020-02-03,0.6692091166147248,0.8054842057125059,1.3104456351668643,0.7227579706497705,1.643267302373544,0.0,0.0,0.0,0.0,0.0,0.984225664226196
2020-02-04,0.9150892804831824,0.8744845898684407,1.2443555268754731,0.7663269917549087,1.651326304041349,0.2453546122718544,0.0,0.0,0.0,0.0,0.9844484134103716
2020-02-05,0.9343340525475402,0.9278273628084884,1.218211669462028,0.876796436372229,1.6113367083151755,0.3189529443934937,0.0,0.0,0.0,0.0,0.9842923569731464
2020-02-06,0.9715927903471028,0.9514506399866964,1.2920408432193384,0.909528031832,1.423072350742416,0.47401083668378,0.0,0.0,0.0,0.0,0.98400866763963
2020-02-07,0.9793294394145536,0.9565557636054466,1.2055579198882769,0.9160080263034412,1.3495916629691198,0.6039888600477081,0.0,0.0,0.0,0.0,0.9821364746382936
2020-02-10,0.9953021605878336,0.9497601388994154,1.1199593605218705,0.9264430155490292,1.322779770429845,0.6485446098432077,0.0,0.0,0.0,0.0,0.9806783448117352
2020-02-11,0.9887575739005912,0.9749609220811292,1.0738075570924823,0.9324963222925788,1.2250404149902587,0.7168756488848813,0.0,0.0,0.0,0.0,0.9783002989919756
2020-02-12,0.9578356210051822,0.905781027835172,1.0345348120740048,0.93923842936184,1.19082831466824,0.7689876006886869,0.0,0.0,0.0,0.0,0.977127786609824
2020-02-13,0.8824433384783736,0.9107722338139562,0.99065964327764,0.9366042648883522,1.115008380574808,0.7852023374163409,0.0,0.0,0.0,0.0,0.9750535461794176
2020-02-14,0.882919617382809,0.7969130519307973,0.9227118819018488,0.9649851406843571,1.072481102958042,0.8073527314633382,0.0,0.0,0.0,0.0,0.968674507995878
2020-02-18,0.5713781664934773,0.8091391647094861,0.7283291392325077,0.9562334501574622,0.9745473654428723,0.8844175330382611,0.0,0.0,0.0,0.0,0.9601598423414855
2020-02-19,-0.1580020199621502,0.7262665799254089,0.8829932157333076,0.8880528997120628,0.8770173578594272,0.853366023723821,0.0,0.0,0.0,0.0,0.9454939165540336
2020-02-20,-0.029066128194892,0.7368270698082608,0.8849301265734797,0.8718128885613916,0.8438906360721097,0.8578000843267386,0.0,0.0,0.0,0.0,0.931969778554376
2020-02-21,0.4279435146174036,0.6903228476688987,0.9377471433281704,0.8838848222972384,0.8268136982042238,0.880341301249953,0.0,0.0,0.0,0.0,0.9142822257091078
2020-02-24,0.6683386172526519,0.5477684387996956,1.4098921787759102,0.7818689821211358,0.8653482641850272,0.8809877908742983,0.0,0.0,0.0,0.0,0.8955162491571463
2020-02-25,0.954755048315667,0.7536219003576998,0.9461563068858376,0.8300123063757499,0.9036180202518268,0.9014310988193708,0.0,0.0,0.0,0.0,0.8727582262129149
2020-02-26,0.9797330874745406,0.8552840327045175,1.0648522648372758,0.9453557734156416,1.1122381740713083,0.9348713496996464,0.0,0.0,0.0,0.0,0.8514577483212759
2020-02-27,0.9933012090019,0.8941735160381937,1.03676360454957,0.9714353418453562,1.1075933651419374,0.9565744438862556,0.0,0.0,0.0,0.0,0.8271092947070328
2020-02-28,0.9950783006795844,0.9423748109053331,0.994379409380274,0.9856160524037254,1.0554794416631006,0.9748635041199272,0.0,0.0,0.0,0.0,0.8207673087007534
2020-03-02,0.9742678970627984,0.9249411588015338,1.126066241114582,0.9846803830296856,1.1596822288911053,0.9754684104764482,0.0,0.0,0.0,0.0,0.8131616615601339
2020-03-03,0.9275398410890076,0.5403810923309489,1.2028970538634285,0.9812810663325509,1.197255406735724,0.9726647145083566,1.3006017434311192,0.0,0.0,0.0,0.7961293302737115
2020-03-04,0.8523304518861506,0.8659716011139138,1.300874161894805,0.9808102221220664,1.238970668860829,0.976205922282956,1.3422174383201786,0.0,0.0,0.0,0.7873263980188512
2020-03-05,0.6230407683607525,0.8871771647389409,1.3953111031989132,0.9642578598433028,1.284413569258981,0.9661058445108572,1.4071181997010944,0.0,0.0,0.0,0.7590516660771964
2020-03-06,0.3817259468316543,0.8924302092064348,1.6993055075063277,0.9521046260305108,1.366371794526809,0.9635329053960144,1.482670291167731,0.0,0.0,0.0,0.739567559129007
2020-03-09,0.7201666831185564,0.9235915938787036,2.1576926305343247,0.9336047373495016,1.502379350890231,0.9577403888238236,1.5944148258274429,0.0,0.0,0.0,0.7168499837380145
2020-03-10,0.9675505614804432,0.937154815094018,2.1866849148047023,0.9495596049732148,1.6860373515508256,0.9665824354538124,1.689659527063179,0.0,0.0,0.0,0.7040872399614504
2020-03-11,0.9631998107518248,0.9741304375679936,2.292737194731754,0.9449973316382032,1.8342556095621296,0.9656586836659422,1.754342655517813,0.0,0.0,0.0,0.6837797368278092
2020-03-12,0.9867834126854824,0.9709812250445816,2.068791560559789,0.9507323810699916,1.916415626368634,0.9711635845170324,1.758843458124309,0.0,0.0,0.0,0.6789006998632392
2020-03-13,0.9475538491772904,0.953768473871853,1.6217000174609717,0.940501953968374,1.769151440867649,0.972584490132665,1.6584856927332503,0.0,0.0,0.0,0.6530005584591673
2020-03-16,0.8074798644849414,0.9116873236723122,1.4789568288169237,0.9168458789362772,1.7324438262327304,0.9676686892283712,1.603772994372579,0.0,0.0,0.0,0.6745705468016511
2020-03-17,0.7689086629518723,0.949661659649255,1.2552670789239944,0.9163938764494493,1.5436392731863988,0.9661136827959886,1.527237796004171,0.0,0.0,0.0,0.633301771608903
2020-03-18,0.8209216182313904,0.9727386435824764,1.1204844117042283,0.9155755394985624,1.470183813454936,0.9654151518778408,1.498416639158947,0.0,0.0,0.0,0.6352929090385011
2020-03-19,0.855868072869387,0.9702888942197504,1.058658511685084,0.9408291275075726,1.4151104283176794,0.967740940846058,1.4850879319924697,0.0,0.0,0.0,0.5791959155065933
2020-03-20,0.9669275245084752,0.954280898564458,1.0472299602301334,0.9490071574884684,1.348225821093496,0.9684959007433876,1.472538829565745,0.0,0.0,0.0,0.5439771455829499
2020-03-23,0.9677718231356784,0.955080395221588,1.0660191901073273,0.9493517691684312,1.284854991100772,0.9664638714172568,1.4448881215117328,0.0,0.0,0.0,0.4737490393146598
2020-03-24,0.9304872787673664,0.9628012669733372,1.264650919641496,0.9566233624677312,1.2312147419872772,0.9657176897151072,1.428452573531663,0.0,0.0,0.0,0.321824342144164
2020-03-25,0.9475900395448242,0.9425552853270966,1.516486773176705,0.9460631065913572,1.1801462901808453,0.9622495109403524,1.4266559319838876,0.0,0.0,0.0,0.2803314786390792
2020-03-26,0.929766854103543,0.946655534293946,1.5281747158383607,0.9275601936866612,1.111900441132669,0.9591999775321554,1.4209394322429474,0.0,0.0,0.0,0.2743880726864051
2020-03-27,0.985258331891406,0.9395437415451352,1.40613070787062,0.8910246722285322,1.0594684928270857,0.9563382223531756,1.419615599509736,0.0,0.0,0.0,0.3679441586887425
2020-03-30,0.9768343753611588,0.955002688979278,1.3582091972887402,0.9138675516361764,1.061000091759005,0.9547844321590336,1.424225360721149,0.0,0.0,0.0,0.4340858485181759
2020-03-31,0.954997896936734,0.9434893721060612,1.2233555194864347,0.9159657843528668,1.103092080480129,0.9591632533300992,1.430365711827455,0.0,0.0,0.0,0.4953415044428829
2020-04-01,0.6895392685259131,0.9790361190930624,1.132191131870371,0.91585886578952,1.231929539812762,0.9567384572177732,1.4400291947959292,0.93623811880637,0.0,0.0,0.5166306739507505
2020-04-02,0.7242865386473065,0.9770841106983376,1.1745531500255408,0.8969450494332046,1.39322957274284,0.9507540624602648,1.4494432384236458,0.935824938493223,0.0,0.0,0.4857497172783186
2020-04-03,0.8942255469841287,0.9610705932219444,1.2804732159251353,0.859324002613598,1.3909380764224646,0.9462355988342346,1.4577492370728793,0.9372432547732172,1.490559010226689,0.0,0.4891999019847802
2020-04-06,0.9370977713375016,0.9759777360707552,1.7855614270956,0.8489686157670171,1.2369765182781876,0.925152813436658,1.4667462032203922,0.9382514580503544,1.495315139617224,0.0,0.4929974678518332
2020-04-07,0.9080056001197118,0.9592394038790966,1.7258118180235296,0.8346859978500433,1.1688725509697948,0.8894984989054602,1.4790582592126302,0.9381605063351868,1.5047228271091837,0.0,0.5529013702347922
2020-04-08,0.9622716232434024,0.9786820165816924,1.7139969018143,0.8243937857804131,1.069985514147771,0.8405837419430857,1.4871458771531825,0.9381964426960692,1.511928840301026,0.0,0.6468686677046028
2020-04-09,0.987248980798242,0.9617231616917326,1.1567696407356127,0.8393308707554102,1.0090141917048503,0.8497317650182953,1.4943237136216725,0.9377723286160574,1.520019188062317,0.0,0.7326192106323226
2020-04-13,0.9244928226652314,0.969736399273282,1.539128731437051,0.8603819829378706,1.1428442707842894,0.8518678763853761,1.4930863101261824,0.9384866405961436,1.5197514021498506,0.0,0.8246463857711682
2020-04-14,0.9327710432377004,0.6582748219462561,1.5320203117314604,0.8236288637065307,1.217228509235598,0.8630995728908627,1.4970616031353436,0.9268866660041728,1.5230437133773291,0.0,0.8744697021132519
2020-04-15,0.7233295328085987,0.7189389168041528,1.3702222501617172,0.8002291471683746,1.1919235398769552,0.8489346289554102,1.503004130617276,0.9254442715044832,1.5330093335837482,0.0,0.883188623800654
2020-04-16,0.4325374886851521,0.5004726444870026,1.3775253880993727,0.7760895739006006,1.2028039020879324,0.8404755091891126,1.515993216955863,0.912437662524823,1.5464566813188385,0.976691026833108,0.8880939462629036
2020-04-17,-0.083203880755171,0.5384468386275805,1.5525620492333156,0.7137720583571779,1.2662039240326195,0.7801517276120727,1.5392209935955687,0.9123733283639096,1.5629631909304564,0.9731521913526668,0.886717242486655
2020-04-20,-0.0740643703076336,0.5615332857663646,1.910892356137268,0.7345720045107184,1.143347109578627,0.8025622037237811,1.5412784465146216,0.907574649436278,1.57236846264755,0.9711247701082888,0.8930520923501835
2020-04-21,0.1121692899576591,0.6036645167402696,2.187352660288342,0.7299348272623443,1.1530171992213498,0.7769444968109334,1.540299314994317,0.902886361590822,1.5851220067153948,0.9689843518357008,0.8924273282487074
2020-04-22,0.7940668000134391,0.6413869935540276,3.157979481990088,0.7140653285476433,1.1748984446996449,0.7482796198276876,1.5368738747453357,0.9031095500110438,1.59702384759956,0.967784301816997,0.8932138212970808
2020-04-23,0.7640621754257136,0.58239469058786,3.64156870941287,0.6025247019983709,1.1992079999335006,0.6905618382636967,1.5084704785779088,0.902973473243016,1.611570491326077,0.9652911699258762,0.8879230423320263
2020-04-24,0.7868133489690541,0.7567337371140289,2.714569692228388,0.5174573782779036,1.2920572096764886,0.5350761836161946,1.4769852902465077,0.901949565439121,1.6255724604368758,0.9627556503553372,0.8768508298903925
2020-04-27,0.8412596386152967,0.71587887677868,2.1543243030233223,0.2243558722117287,1.4346867938412873,0.4917401207532335,1.4175404044093642,0.9017744669763424,1.6387117225504977,0.9597163348521596,0.8680389893993908
2020-04-28,0.8607800922032199,0.7997137272971648,1.8088783632516492,0.174370146525169,1.870956328453166,0.5354756556690197,1.3394739588150797,0.9019921245340312,1.6492642854175383,0.9570749147738518,0.8684339772967056
2020-04-29,0.8649461037640865,0.8059648514046348,2.0100051014179687,0.1437826019211901,2.100723160240376,0.6280706367022185,1.2861024954074431,0.9013762396356122,1.6558326612392256,0.9552628225572284,0.8782536040890776
2020-04-30,0.9643339460374838,0.7445401908015982,1.6922787985338297,0.3262945831315803,2.312507971877442,0.6766566527781848,1.1944494169904027,0.9004716305719136,1.6592184219386306,0.9522604232723386,0.8827311438984634
2020-05-01,0.9510987336428718,0.426720926736073,1.6132214890999412,0.6005087102143998,2.288636075585611,0.7104768757553125,1.107580101500074,0.9008135166453656,1.6636366468607011,0.9489102855964188,0.8810792793262746
2020-05-04,0.8890651112957566,0.8085220426771741,1.613133281914449,0.881385222936706,1.8872817549700096,0.7087021101975295,0.9987960623290516,0.9007182357049514,1.6670675934504418,0.9464431758827412,0.8826492631472098
2020-05-05,0.9232893351220302,0.8753183503223014,1.9101835843580008,0.9023812540746337,1.831234330734848,0.6321369826772703,0.9004962903724433,0.9003840803459509,1.67142546971871,0.9433326850733448,0.8726680260134896
2020-05-06,0.8430421057153316,0.8347934082196504,1.9193613188118392,0.8926186154951569,1.7505469113733467,0.5688763306038699,0.8352203616043105,0.8998923277252383,1.6754759867899378,0.9393655756593806,0.8566993698627557
2020-05-07,0.8709332847417303,0.8594216440658521,2.1714023436719074,0.8775296128443744,1.8445985244184768,0.357188917792032,0.8283743439952729,0.8996411633462029,1.6813864003993344,0.9350901330556451,0.8370169729402842
2020-05-08,0.5299269012588984,0.9376463823694012,2.245160618411042,0.8289363577075347,1.6793970701127698,0.264311326317394,0.8025351773432005,0.8995823825095222,1.6844193207967786,0.930261437837462,0.8132842215589903
2020-05-11,0.1014083753101461,0.9025092671393492,1.9495054014418485,0.7728831644083421,1.496492969105647,0.1937309161860468,0.7831566229399489,0.899680700757632,1.6848588154546564,0.9249232401916174,0.7883447502313667
2020-05-12,-0.0352776445046369,0.9165461581173968,1.921439462028825,0.5593002801731989,1.4616875864483978,0.1524092690138657,0.776613339108527,0.8999917593050283,1.6848056424130695,0.9176649674865528,0.7530509443381196
2020-05-13,0.2882842908517075,0.8924307963756138,2.06551941311466,0.4144049001399366,1.9893581838564056,0.3011136179236726,0.7239217707344674,0.8982755382249835,1.68873323295236,0.9109541627290924,0.7244755002446734
2020-05-14,0.7322709170048661,0.8928842303556218,2.410379108950861,0.4793736034044072,2.5699248705744915,0.5125612993734369,0.7604556845826393,0.8986712904433917,1.694849607597413,0.9044323693880894,0.6852696416184478
2020-05-15,0.8664293243097823,0.9113868067459582,2.4652426150935303,0.4947810497147448,3.0056261728386904,0.5161137847427498,0.7691006355022485,0.8990507159131094,1.696202740564437,0.8990837666363944,0.6523238778459276
2020-05-18,0.921982124164403,0.8503388535595052,2.676240429859592,0.4915773864294988,3.390014225070807,0.4794230686458696,0.7808425512256163,0.8980395921409907,1.6962473642919793,0.8918417513413325,0.6030768637346746
2020-05-19,0.945132502563344,0.7995006274792029,2.0513825048129224,0.4705380023000228,2.8824994464438864,0.3884992227272443,0.7851737519451708,0.8970150918357374,1.6851256590974386,0.8825870165055231,0.5808556833767293
2020-05-20,0.9324065522000544,0.8804245379685153,2.046181578571307,0.2881067473586478,2.712829798223763,0.3361622637204856,0.8163205579256433,0.8982662247612034,1.6777919681371545,0.8722789728047301,0.527103177969558
