Date,cov_return_8,cov_price_10,cov_std_14,cov_price_18,cov_return_46,cov_std_46,cov_price_70,IC
2020-02-05,0.6522814469750641,0.5421302119438864,4.479266923626498,0.4282369729599986,0.0,0.0,0.0,0.9898788771314164
2020-02-06,0.5559608626089874,0.2722088892666247,4.026870172083071,0.3346432403463463,0.0,0.0,0.0,0.989513561000248
2020-02-07,0.6099425353809824,-0.0719126131042865,3.61353818035222,0.244237391347592,0.0,0.0,0.0,0.9893639165697776
2020-02-10,0.5780106160921418,-0.2335016360805184,3.3868622635243084,0.1906538796700757,0.0,0.0,0.0,0.989293658211454
2020-02-11,0.5606978955476799,-0.2275735967855947,3.0429246796848446,0.1013432384178179,0.0,0.0,0.0,0.9887812617973524
2020-02-12,0.540025207453368,-0.210433890165989,2.6061931511607206,0.0431367682712837,0.0,0.0,0.0,0.9879036471385036
2020-02-13,0.5287890834095735,-0.0570743375581212,2.057211442418146,-0.0532107359139979,0.0,0.0,0.0,0.9870233343222078
2020-02-14,0.1751334254469666,0.2296824133720895,1.6157876317173925,-0.1654281353844472,0.0,0.0,0.0,0.9840530764741888
2020-02-18,0.2753185564186766,0.5429779414440545,1.4942902514730447,-0.2531956701145966,0.0,0.0,0.0,0.980145039182686
2020-02-19,0.6259203800783453,0.3675012210588489,1.3422001771904524,-0.3504755873080185,0.0,0.0,0.0,0.9726304266949564
2020-02-20,0.2810006742408216,-0.2798397773997255,1.1779675988269316,-0.4516257793760546,0.0,0.0,0.0,0.9671024986139278
2020-02-21,0.4521888004534758,-0.0415337081457018,0.7765649758940726,-0.4937052706827557,0.0,0.0,0.0,0.9590372623778022
2020-02-24,0.4788374998316743,0.3660342675243996,1.1067672025416118,-0.391273432518004,0.0,0.0,0.0,0.9522587627597258
2020-02-25,0.8447484142617838,0.9407720698660672,1.7318919407752884,0.0710860812246646,0.0,0.0,0.0,0.9457235089933792
2020-02-26,0.9695037746677472,0.9777061316735968,1.6180805734489214,0.568638947618843,0.0,0.0,0.0,0.941921682384043
2020-02-27,0.977679416497676,0.9874606906229036,1.622645844254657,0.8137947873993927,0.0,0.0,0.0,0.9368411654263408
2020-02-28,0.9381052331493392,0.9954562823428472,1.5669887871679669,0.950935985914606,0.0,0.0,0.0,0.934437696404229
2020-03-02,0.9612969906133728,0.9898038462719684,1.4424860387335174,0.9700290436755188,0.0,0.0,0.0,0.9386080092948744
2020-03-03,0.8583211479733737,0.9887188502788572,1.4278665085325848,0.972254134237373,0.0,0.0,0.0,0.9403791056685118
2020-03-04,0.9024586311991616,0.9883998449267856,1.4149446430853208,0.9839273002741524,0.0,0.0,0.0,0.9443340260907368
2020-03-05,0.905296404084737,0.970419652083542,1.4298445460087257,0.9804876699199946,0.0,0.0,0.0,0.9393806479255826
2020-03-06,0.8908321841429876,0.9463798897446776,1.453186798917927,0.9826134997663916,0.0,0.0,0.0,0.938357617811506
2020-03-09,0.8900440581835292,0.8750772795385124,1.5339693749534429,0.9786666668202116,0.0,0.0,0.0,0.9368755789453016
2020-03-10,0.8721754299482121,0.935954732078617,1.641880984151553,0.9835973654617252,0.0,2.6425311115609293,0.0,0.9381394325015886
2020-03-11,0.9241970327483028,0.9151058421934324,1.8074944055998596,0.9767916390584948,0.0,2.616871280864402,0.0,0.9392624282239675
2020-03-12,0.9251851542593764,0.9313961934794448,1.878340885649936,0.9792445023036264,0.8787981491860835,2.4916083097779738,0.0,0.9418746481675648
2020-03-13,0.9458343484725842,0.948090778810523,1.7483305392076556,0.9806170840413267,0.867353057415254,2.2423049825708405,0.0,0.9437368908564008
2020-03-16,0.952109897609307,0.9559400994177054,1.8800169656490744,0.9767496599917488,0.8982686966420472,2.223632297166451,0.0,0.9489274570786204
2020-03-17,0.936357232211322,0.9646575901999268,1.7723535960296013,0.9778067783828068,0.8652893003912167,2.0902639685222444,0.0,0.9456191560702348
2020-03-18,0.9262250224070124,0.973710356350298,1.7822769518731791,0.977507946658783,0.8805411932704229,2.037879785110944,0.0,0.9439822365791872
2020-03-19,0.9251400161946464,0.9713422621227435,1.785620069420185,0.9781744817552648,0.888425604720573,1.9851219743994168,0.0,0.9387982299216544
2020-03-20,0.9182927155281196,0.9707798415166472,1.73029291920492,0.9776387281043388,0.886776463820091,1.933360180342612,0.0,0.9358039520801916
2020-03-23,0.890839529593944,0.9673529870071228,1.6436658631134209,0.9772472615136208,0.8751262559879031,1.8750809412204383,0.0,0.9253350078111536
2020-03-24,0.8783651130075456,0.9721079182478082,1.565012810353949,0.9767466439485976,0.8772111080424838,1.8235252344745776,0.0,0.9056564418377996
2020-03-25,0.8860888131150804,0.9533869180052378,1.525236046293545,0.9767632307203604,0.8777842709825198,1.8045947570248544,0.0,0.8944389545256755
2020-03-26,0.8928023335353217,0.912081019943882,1.4312948960111087,0.9792392905523036,0.8955859587904262,1.783939286004259,0.0,0.8865224145943527
2020-03-27,0.9473588797623048,0.9432652639934774,1.345517246835013,0.9791369988396332,0.8899353731116327,1.7805911369819485,0.0,0.8869130715313325
2020-03-30,0.932706255002662,0.9629558092395694,1.3194511088711232,0.9814151088316444,0.8919242213072497,1.7756950348047158,0.0,0.8815448112220209
2020-03-31,0.932527746813507,0.9519576167275492,1.3193241338486812,0.9727497964552556,0.8928749960702099,1.778965210448216,0.0,0.8793363890507256
2020-04-01,0.91023199943277,0.9556944388149712,1.2204000882205108,0.9704128977681294,0.8926309955825029,1.7723642174054954,0.0,0.8715842792634061
2020-04-02,0.9173542297668578,0.9443929232685534,1.2284045821004286,0.9565642611096686,0.8871024450824911,1.7527583045596362,0.0,0.8533626333072668
2020-04-03,0.8765981582604863,0.8746267135735304,1.5000368222599685,0.9203703278624106,0.8775508167364283,1.7312849947768087,0.0,0.8656210792750157
2020-04-06,0.8373918816854267,0.7887862089991016,1.5663450733070698,0.8641043389705971,0.8699007347516421,1.7109636682698073,0.0,0.8760448787893984
2020-04-07,0.707351201272792,0.5104939998643085,1.5561234398082264,0.8466832089173244,0.8699458926375878,1.7000763156270384,0.0,0.8822319941690621
2020-04-08,0.696850649735576,0.4866542847978273,1.5019260640745478,0.8651983053304908,0.8664334258867619,1.6910746737339517,0.0,0.9001166085168899
2020-04-09,0.6534520398086885,0.678468277356541,1.5375211103350417,0.9149138627712108,0.8650261061916891,1.686545395756757,0.0,0.9262283321137308
2020-04-13,0.624657289272334,0.7769039066003376,1.49096824105632,0.9251481715525888,0.869268746850979,1.6915950583635109,0.0,0.9367716177171348
2020-04-14,0.5893093981822178,0.8040608577311812,1.4684269168513888,0.934557586888538,0.8682896204753083,1.6881799811036822,0.9435834086130932,0.9427340362974254
2020-04-15,0.6174667352744376,0.8618860502372062,1.285505269667876,0.9311340216457906,0.8718330824333103,1.6914235920389693,0.9447913531800152,0.9419770463512994
2020-04-16,0.5232442906822174,0.8161529985808423,1.2391405481886948,0.9142640425981772,0.866682213350505,1.696410499207603,0.9468443820366396,0.9402113732473464
2020-04-17,0.7086762330570706,0.5026070688726358,1.17998130119927,0.8544907393629328,0.8666398587718926,1.7112901168707508,0.948243213099523,0.9426252770263212
2020-04-20,0.6667447835899863,0.5499727749679121,1.081657193932407,0.7983965767495155,0.8628450959244757,1.712162655232759,0.9503431860225854,0.9409084355543736
2020-04-21,0.6606971895883996,0.2615079659119487,0.9583555887041144,0.7568299771259723,0.8482112650353535,1.713599145010127,0.951408066440008,0.932559182714238
2020-04-22,0.7365550902867639,0.1563089733692834,0.8910455900873565,0.7272528017015099,0.8474467810775307,1.7128454874696446,0.9535759894592252,0.9210069147758574
2020-04-23,0.5492319497623355,0.0783924756074557,0.8519383395795872,0.73161144862703,0.8431813535154099,1.7115704443065334,0.955425359188206,0.906913392947547
2020-04-24,0.6265926732878293,0.2896624994755549,1.0323084672410054,0.710540110844144,0.8445280031479685,1.7110159187357274,0.9576632874617153,0.8963896759239843
2020-04-27,0.6036546399181892,0.4135610510820751,1.5011240427653214,0.7323541430291635,0.8412281145524401,1.70673984701764,0.9596215665539506,0.8849180477562175
2020-04-28,0.7151606059661566,0.6259174405550441,1.6648911935940802,0.7336065921425369,0.8411530996975413,1.6975819645256809,0.9611739742564224,0.8702642747584176
2020-04-29,0.6324984274770209,0.6847858113786662,2.3237094668791216,0.6502698908300557,0.8410179362559363,1.6819660522049504,0.9625327187486687,0.8590711384104432
2020-04-30,0.6729130088989075,0.8049597906071358,2.5377820342147404,0.6986157516855892,0.8377692729882251,1.6623232097584035,0.9636933282384056,0.8581130988684803
2020-05-01,0.6663039439946015,0.8752628728310823,2.618625876503352,0.7034114252210641,0.8364461459364919,1.637068494940134,0.964610533272403,0.8528482264809246
2020-05-04,0.6292207616278374,0.9038811160796668,2.7925488884670777,0.6769248449730729,0.8348289930448182,1.618453776973885,0.9652903907013354,0.8308096751378751
2020-05-05,0.8148759212670139,0.9412533206470328,2.8341209809234367,0.6958970494862041,0.8341427513234833,1.6031438383761891,0.966174559952974,0.8036295926507998
2020-05-06,0.7751604807264197,0.9124701801331268,2.7742600262050483,0.7865054776119648,0.8258343953011034,1.562443775359856,0.9676247951270038,0.7741070496962076
2020-05-07,0.7912993953517553,0.8882064332411979,2.335681677762668,0.8026324114334487,0.8303798656769995,1.5065316123431525,0.9696385390077934,0.728090200155871
2020-05-08,0.8216807654406197,0.8686645016637906,2.299064929768868,0.8349377729675741,0.8268988356841868,1.4580061562253923,0.970602124791962,0.6782804984133449
2020-05-11,0.8356805320857253,0.862153208953185,2.0000284663419743,0.8558208521667711,0.8249549294037805,1.4218193098690692,0.9717225156784676,0.633189024069077
2020-05-12,0.9045907445491757,0.8657320082185066,1.977636929102622,0.8455945080053144,0.8258258767967278,1.3867725417639694,0.973355492420446,0.5712114394572951
2020-05-13,0.8698334405496546,0.8711619107607517,1.8960885277977704,0.8741023388338292,0.8230703222260066,1.376012941804711,0.9750682240417472,0.518179888879353
2020-05-14,0.8200468680573567,0.8751670610866652,2.1740007687206067,0.896610994827367,0.8241734274822387,1.372848037097627,0.9751294955092104,0.4459369563834856
2020-05-15,0.7613239032606386,0.8433112487624257,2.329277312236903,0.9139773761218384,0.8062710435199206,1.3739533895576304,0.9738880138970384,0.3760334922216973
2020-05-18,0.847310918071236,0.7479953627845952,2.4705957618094216,0.8424127400712339,0.8053926524774908,1.3658721852716318,0.9727344033653436,0.2899802714857511
2020-05-19,0.8505097039892987,0.8755608571374565,2.249682298156681,0.8239228319574976,0.8042068258562383,1.374461238452859,0.9715270908798864,0.2589329546659255
2020-05-20,0.9000310103157942,0.8809325273005382,1.9905408104181104,0.8077364025937085,0.7744671398117001,1.3591518761064385,0.9701114924741958,0.1919150059928582
2020-05-21,0.9227905630706092,0.9038781862807566,1.6958871005385308,0.8041894507877588,0.8037727265227533,1.3551927312431546,0.9681059336664002,0.125868112077102
2020-05-22,0.9226533417461292,0.8936999552691907,1.6039781892067275,0.7891712623971929,0.7889818303708449,1.346055886519177,0.9658537590999074,0.0823133160015093
2020-05-26,0.9265517112010908,0.9024770942920222,1.6180598390192622,0.7878226475452074,0.7802827580781659,1.3154688431573804,0.9632762656552322,0.0185444344923659
2020-05-27,0.977363388839638,0.9269645749172526,1.6170180593737935,0.8289986015455434,0.7569196796847568,1.307521585346719,0.96077388316073,-0.0072644384878193
2020-05-28,0.9683347227659406,0.9710038870658244,1.5427926696301288,0.8793117719137573,0.7638667448135916,1.2985034329175416,0.9572419993433878,-0.0244296074707104
2020-05-29,0.94876671494396,0.914246935160294,1.4144483700164887,0.8402114550378643,0.7510948501816502,1.2721120001606216,0.9519459117150004,-0.0533321287808348
2020-06-01,0.9509593638384036,0.8492923738101409,1.300550156192589,0.8614579304497821,0.7423417631262929,1.246705171986896,0.9461420558329756,-0.0756298664897787
2020-06-02,0.9051307473744576,0.7740807252431391,1.2708604239209833,0.8865248316865436,0.6748810146664866,1.2523555709571923,0.9408396037799278,-0.0890185232571764
2020-06-03,0.8243290454364655,0.8676423790206522,1.3554541339516135,0.90307847675933,0.6745444632576444,1.2434653987567452,0.9369509488729778,-0.1107808235181822
2020-06-04,0.7676072447076814,0.8742870998903666,1.5396242194659486,0.9166780447188744,0.6749049555669187,1.2451947307755018,0.9369253125781976,-0.1329634865951825
2020-06-05,0.7432698168872315,0.9041748788546716,1.6571945335694724,0.9365029588572218,0.657548052873781,1.2277260201547688,0.9393134671507508,-0.1504305551427784
2020-06-08,0.741462962137278,0.93621513763309,2.0173712554638943,0.9369006338956706,0.6664936313509583,1.298008458552545,0.9417792344954612,-0.201980358073107
2020-06-09,0.8778028267562263,0.9705792748685924,2.278531093674316,0.95199292664294,0.6858763497766974,1.4315411431870382,0.945399015529342,-0.3240988743992758
2020-06-10,0.9678962453312914,0.9957870516457978,2.4125693558615438,0.959197920976704,0.711801196144555,1.5539770035261873,0.9523655714969956,-0.449967168464824
2020-06-11,0.991006149978952,0.9831354984713746,2.391213402506986,0.9571877201092748,0.7106646954494993,1.6408241317336576,0.9573777324168072,-0.5401448550919987
2020-06-12,0.9493576033526088,0.9638836873155878,2.455565731613609,0.9516894667280472,0.701807594256523,1.6688264721498078,0.9609948482595276,-0.4829724357864209
2020-06-15,0.90972293713124,0.960466519142997,2.557956212683306,0.955193719048191,0.7924690638709189,1.7122331612922292,0.9617568958132195,-0.4054331736560761
2020-06-16,0.9087222878232254,0.9603382940381816,2.6867971855069417,0.9536461521134548,0.795777330020922,1.7355048441328471,0.9631848647487732,-0.3163165633747942
2020-06-17,0.8941798311200956,0.9430497544733863,2.7025018253918747,0.9474807022502484,0.7814536597226053,1.7283740114423245,0.9638700820578544,-0.2857163214684441
2020-06-18,0.894832977435611,0.908349589710153,2.729590152539706,0.926695303178187,0.7969260800691927,1.7258744883600727,0.9630478058652576,-0.2395750131019317
2020-06-19,0.9013779828711058,0.8891155192765581,2.754453431390689,0.911291471889544,0.796363826797236,1.695693248236891,0.96291225745015,-0.2018157098590347
2020-06-22,0.899665095907016,0.8655369624366214,2.878577573647216,0.9056730487660528,0.8288196052293174,1.6602202733536118,0.9617714301014996,-0.1678005503542309
2020-06-23,0.8995589796785948,0.7753484269888162,2.9857370183215823,0.8859992216707742,0.8228918256498959,1.5846127219913242,0.9602383555421936,-0.1391739606197803
2020-06-24,0.9573405577726326,0.6184946455435169,3.053758144194873,0.8520249773817419,0.8349685981928039,1.5551313213802125,0.960254169563449,-0.1260285483240867
2020-06-25,0.8521808947380569,0.3683106994580057,3.134489725147233,0.85122268137228,0.8344746013564076,1.529108875969273,0.95613900726135,-0.1486111762491263
2020-06-26,0.9114493087493476,0.3763579217764513,3.10125987052105,0.8441887887576687,0.8369743882176862,1.5285133357747438,0.9529207747754816,-0.1013731362069078
2020-06-29,0.9288714853829748,0.8171813498535514,2.7712226072242374,0.8654156776894842,0.8660733398122942,1.542717099668678,0.9477892141470812,-0.177151106047863
2020-06-30,0.909872850852126,0.9347548858123288,2.296879242618109,0.8719732547795265,0.8675772658896098,1.5736083432564574,0.9417316295149368,-0.2485660735505422
2020-07-01,0.9735785508582462,0.9265686118630664,2.0978755018715463,0.8642947893256822,0.8767642002781786,1.5852884965917562,0.932061711406046,-0.3003775336551593
2020-07-02,0.9784225459105949,0.6886819014007519,2.6442030439966446,0.8021194179055384,0.8783406538535874,1.589515794860226,0.9128752969852252,-0.3505610562816772
2020-07-06,0.894878196645507,0.4867796615756538,2.74520404641402,0.6496562612746122,0.8722577623423251,1.6055496452285998,0.8969787433554529,-0.3963008793357155
2020-07-07,0.893702354703698,0.3161573712626421,2.301766235192088,0.3394409343305808,0.88427357558808,1.5881530782029,0.879639200473125,-0.4475566792292059
2020-07-08,0.8981809367120892,0.1042128633755272,2.0145264031919243,-0.0471138497858563,0.8741405583746744,1.605236609696179,0.8609098470497785,-0.5270461217661879
2020-07-09,0.8506284291125596,-0.3083341409120543,1.8720363611513813,-0.126838740330347,0.8746910306975032,1.6245550183850292,0.8338657699500086,-0.5572889181750507
2020-07-10,0.8534837190944519,-0.35265975133273,2.028816074506093,-0.1556391714628767,0.8619146370540236,1.7062689364252075,0.797669539227144,-0.637491336541778
2020-07-13,0.8319947623563166,-0.3802349463556426,1.882040261502302,-0.1945967100599233,0.8734845186041477,1.745847140259746,0.7626625209040455,-0.6069142274761141
2020-07-14,0.7530027877711071,-0.5174757672069599,1.7026892260327535,-0.3003073632254261,0.8748593612580812,1.809457803980669,0.7212456361602233,-0.6204705502759481
2020-07-15,0.5944876036250477,-0.2698342187127645,1.2424972267152368,-0.3033354012952445,0.8685788053607868,1.8292018333425677,0.6978462209066483,-0.552583864804632
2020-07-16,0.7443927466697222,0.3104354509171032,1.213033397126656,-0.2490296761345695,0.8715515813612494,1.823175068854986,0.6640551344296693,-0.488737788139086
2020-07-17,0.7508708333024141,0.5132233910841645,1.1010921566214715,-0.1908876618677378,0.8699645038685939,1.830334003905913,0.6338770832209536,-0.4561976408165744
2020-07-20,0.8054910130892765,0.6776027776228891,1.3349145786702763,-0.1939645625049465,0.8702513711268459,1.882670630477261,0.5988087405187601,-0.4424234257579403
2020-07-21,0.7306646160270208,0.4564005745539251,1.518167839289192,-0.3039660743490129,0.873960784228084,1.9720667043639144,0.5658226396547944,-0.4425250970366313
2020-07-22,0.6163313040246834,0.6190028503648751,1.5629095601766136,-0.1398116180284767,0.8549943790476435,2.026495141298339,0.5477546834174261,-0.4069621618243761
2020-07-23,0.310080263321718,0.5743419321333565,1.5372173993985792,-0.0386995215831833,0.8306839179986052,2.078314989833206,0.5164824185147914,-0.358331540658221
2020-07-24,0.1608429458760461,0.3579117836792416,1.63942532746038,-0.0404237175378165,0.823239201044117,2.125670563188582,0.4910674632732189,-0.2739051751094767
2020-07-27,0.1311058396925505,0.2448466688054402,1.599486032405659,0.0672431143254638,0.7943019130157944,2.2289175623388338,0.4531646050935381,-0.2007333998463291
2020-07-28,-0.0759512553122565,-0.1855451854047313,1.7722453659125543,0.2875734445224935,0.7892313944242251,2.2795615066819765,0.4111497004915362,-0.0539029585721592
2020-07-29,-0.0892472104589039,-0.094568562527849,1.875434308300292,0.3473416171340145,0.7843910296402328,2.38922576883299,0.3878153608953715,0.0750727273915903
2020-07-30,-0.0495773573198686,0.0443737874239281,1.5929611844205882,0.4892115424148062,0.7832872003412834,2.477027074124146,0.3506816456304983,0.1608712586204291
2020-07-31,0.0684876465962898,0.0851327719739512,1.9749638853083331,0.4251400132152961,0.783473025813457,2.5902154924806644,0.2813107032102332,0.191567301347034
2020-08-03,0.284226073949528,-0.1421327389730255,2.7600136277076,0.2960652876366055,0.7710056212767777,2.625906139664887,0.2229390582290326,0.2332659694018793
2020-08-04,0.3513709464166195,-0.339273246465805,2.7918014790347065,0.1521823947697815,0.7734065456908582,2.646532089396275,0.174000041575942,0.2595104382879296
2020-08-05,0.4792364634289019,-0.2875938976333232,2.210064354835924,-0.0916876312224878,0.7749025977510093,2.627898516702819,0.1402623894744874,0.2817967913247303
2020-08-06,0.613162584493721,-0.0988860635808136,1.8494323726689137,-0.1001428892932306,0.7693191836151165,2.5779281828359,0.1126114887326041,0.3219293951119808
2020-08-07,0.6636426826099677,0.0595846484015177,1.5675698088712358,-0.2087362559801141,0.7711683914950602,2.487864125321838,0.0894981010852995,0.3206019247389393
2020-08-10,0.6282214361682806,0.139287170793815,1.3194078997065393,-0.1460715364226906,0.76807029352894,2.3600951431973427,0.0822523329329597,0.3452661733420322
2020-08-11,0.6769819762723864,0.4570042598004262,1.1623621774456665,0.0844561288291888,0.7648337110935759,2.236653045976393,0.0812252468523419,0.3444541249549975
2020-08-12,0.6112870481969636,0.6383645617576091,1.2744750152464104,0.2685865994472191,0.7602836513064308,1.990020129725838,0.0540666261880174,0.3739239900185512
2020-08-13,-0.1276428045424592,0.8701420536981654,1.3092137282186276,0.3979258499643178,0.7270842187654771,1.5949434766425037,0.0431760117983918,0.3581649960879851
2020-08-14,-0.2376605656128932,0.7803876804370039,1.3557716361586312,0.3617616208107409,0.7170584635940185,1.2382509710151277,0.0215367959971836,0.3175229662690005
2020-08-17,0.0542473298462894,0.6379784900545656,1.3907046788770323,0.445607147828681,0.71283155788616,1.024917866314354,-0.0082492927556889,0.2952229004135274
2020-08-18,0.0190234677855322,0.1748622446471905,1.5639503872562033,0.4100649383045302,0.7211668247369911,1.020394597163689,-0.0397392466480356,0.2800463940783034
2020-08-19,-0.0450146461118886,-0.2414117724528879,1.637319685228218,0.3814000073307284,0.5892878414137671,0.9799651994894928,-0.0538744130975258,0.2712043929461112
2020-08-20,-0.0200516810904908,-0.3997420271557148,1.788752097888478,0.3247540901308086,0.5796184238580995,0.9410346334925443,-0.0739206773630092,0.2710697971804559
2020-08-21,0.0550127101761742,-0.5573097770284854,2.119954163358223,0.2834634112158525,0.5846976696681261,0.8485683303141249,-0.1087122590097607,0.2803027175619964
2020-08-24,-0.0800947784683142,-0.7416276519092151,2.5810820577106104,0.1952343803482006,0.5633338709681562,0.8201154769947583,-0.1814201671233251,0.2813737839977989
2020-08-25,0.4151235140559238,-0.5929953057664277,2.564839036832809,0.246195876116204,0.556024721896379,0.748142833970225,-0.238516684282814,0.2689663983565353
2020-08-26,0.714853475238989,-0.5792291002127768,2.645467926996634,-0.1294618070965733,0.5693507825936848,0.7315008851783238,-0.3137539206019245,0.2534977833104287
2020-08-27,0.4878220735139738,-0.7720137871475643,2.5146392401369653,-0.5371110709726357,0.5456051582019513,0.7132227751049158,-0.3483420064727024,0.2106056476931739
2020-08-28,0.3349816766117639,-0.8274546554965397,2.523984951565251,-0.7877048647877793,0.5180632993002916,0.6857007985288095,-0.399627877934704,0.177001578207532
2020-08-31,0.3215984895257581,-0.7645042571574611,2.172243524101124,-0.8277127524767158,0.5171228587665085,0.6964799225884076,-0.4230998629447353,0.1176723457691977
2020-09-01,0.3791203340919515,-0.7736175623028051,2.132555137858181,-0.8572507279129895,0.4469844675785627,0.7121700425564238,-0.4591857346964161,0.1275103995199489
2020-09-02,0.4646884651572123,-0.8008478728783869,1.834877096385048,-0.8822573391596708,0.445727386952709,0.7768408413790268,-0.4976015596731628,0.0784500355104816
2020-09-03,0.3729513981745225,-0.8035158893445651,1.6194932294791429,-0.8952220792833145,0.3763204236988421,0.8158546033281346,-0.5234184558411085,-0.0010897057590236
2020-09-04,0.3016739831423771,-0.6439044543462846,1.6426948956427272,-0.8608413414726255,0.3413120023200979,0.8715026439316654,-0.5370130891107048,-0.0420392230924726
2020-09-08,-0.1017764722545456,-0.38562662334879,1.6582044601163368,-0.7790777506470745,0.2573301462626032,0.9400290085320796,-0.5545939894696783,-0.0787323925112482
2020-09-09,-0.1038892751386402,0.3937671441094127,1.5317132350695444,-0.4904822666449333,0.2673373418953562,1.0411669425856964,-0.5578147111105376,-0.0629106032329313
2020-09-10,0.267593617143781,0.6490319468558736,1.624890724147268,-0.3446656727621791,0.3019468969398404,1.1242061610847205,-0.5642892883672531,-0.1093583171837317
2020-09-11,0.2392557421892571,0.7638553751400574,1.7237066745884415,-0.0491318201806907,0.2764806185079713,1.27207660386538,-0.5567603782611771,-0.1241283638699048
2020-09-14,0.2473046492593311,0.8032368240170186,1.7589113377955006,0.1694907156094323,0.28620183344816,1.412648060722422,-0.5482475638922026,-0.0047112424116788
2020-09-15,0.2937494502445342,0.7828709345723532,1.61970455972533,0.2981029213752317,0.2870692924326026,1.568085289754697,-0.544896680915073,0.100460362561966
2020-09-16,0.3637331376370319,0.7005557270343863,1.667540450079512,0.417178468939174,0.260685650098928,1.7269503325092408,-0.5658607237759,0.1850666102946533
2020-09-17,0.324390206264573,0.625168892963661,1.607247437648966,0.5187605744822656,0.2343632291295215,1.8583412893389275,-0.6155249602913746,0.2426337348414131
2020-09-18,0.2519498457495069,0.4945361287047447,1.5379522423323766,0.6060492614026542,0.1978462473572727,1.9579799381578675,-0.6543350258023414,0.3562762463539236
2020-09-21,0.2488866538157382,0.2785006385333749,1.3334430272304425,0.7323907448627491,0.1566654876169407,2.0442728717271663,-0.662058049814897,0.5191027332756983
2020-09-22,0.1043105441519778,0.1535371603033034,1.2142950848030876,0.8068523235381303,0.159386920516978,2.160619987621354,-0.6323158680311464,0.6357849767400797
2020-09-23,0.2537466187045226,0.4254314015060059,1.3898627002226407,0.8139752939756489,0.1763686189376004,2.329407310692444,-0.6002587848264765,0.6848622630158802
2020-09-24,-0.1256276268372765,0.6567187202088217,2.0388096309844665,0.8422450706604092,0.1548718009534524,2.4913629549047114,-0.5417065559546528,0.7316437130202019
2020-09-25,0.1717229614025585,0.7520201580633852,2.196417101214502,0.850161804049419,0.2299404377701374,2.606360222097955,-0.4921399317439259,0.7700488011651259
2020-09-28,0.203776830337013,0.7412246250932297,2.321297554712652,0.8294313159218558,0.2409877901266303,2.7325810198912395,-0.4616469452285928,0.7934401649413021
2020-09-29,0.3381118916058431,0.6805696308304804,2.217470412489372,0.7800772742218428,0.2740901623144944,2.8731705747611374,-0.4447214913542438,0.8141846919885953
2020-09-30,0.7093926299157159,0.6269370792217406,2.4027041990089586,0.7410578961255666,0.3165746820512837,3.0901908426588505,-0.4222931225380939,0.8330938418646169
2020-10-01,0.7663019328534837,0.3115064919614043,2.462225002266175,0.6089998444468905,0.3258409161785934,3.267500376449311,-0.4051299778079363,0.8498440440969409
