Date,XOM,SPY,IC
2020-08-14,36.32513,317.544189,0.3175229662690005
2020-08-17,35.854256,318.552948,0.2952229004135274
2020-08-18,35.67767,319.241119,0.2800463940783034
2020-08-19,35.282463,317.911926,0.2712043929461112
2020-08-20,34.744316,318.901703,0.2710697971804559
2020-08-21,34.48365,320.03302,0.2803027175619964
2020-08-24,35.501087,323.275909,0.2813737839977989
2020-08-25,34.374348,324.407135,0.2689663983565353
2020-08-26,33.642792,327.659546,0.2534977833104287
2020-08-27,33.41576,328.376038,0.2106056476931739
2020-08-28,34.214584,330.497131,0.177001578207532
2020-08-31,33.583931,329.299835,0.1176723457691977
2020-09-01,33.155094,332.401367,0.1275103995199489
2020-09-02,32.953281,337.20929,0.0784500355104816
2020-09-03,32.886017,325.604523,-0.0010897057590236
2020-09-04,32.860798,322.946014,-0.0420392230924726
2020-09-08,32.104019,314.122131,-0.0787323925112482
2020-09-09,31.910622,320.325226,-0.0629106032329313
2020-09-10,31.111803,314.763214,-0.1093583171837317
2020-09-11,31.027718,314.923553,-0.1241283638699048
2020-09-14,30.825914,319.07135,-0.0047112424116788
2020-09-15,30.497974,320.683533,0.100460362561966
2020-09-16,31.792896,319.410858,0.1850666102946533
2020-09-17,31.784491,316.601501,0.2426337348414131
2020-09-18,31.271563,312.956512,0.3562762463539236
2020-09-21,30.632515,309.473511,0.5191027332756983
2020-09-22,29.875736,312.625305,0.6357849767400797
2020-09-23,28.917162,305.375214,0.6848622630158802
2020-09-24,28.858295,306.189209,0.7316437130202019
2020-09-25,29.127373,311.139313,0.7700488011651259
2020-09-28,29.690752,316.307159,0.7934401649413021
2020-09-29,28.824663,314.584595,0.8141846919885953
2020-09-30,28.866713,316.969727,0.8330938418646169
2020-10-01,27.857677,319.004639,0.8498440440969409
2020-10-02,27.731544,315.975922,0.8533573897449666
2020-10-05,28.370605,321.579102,0.8572787428058747
2020-10-06,28.076296,317.007568,0.8654704263624263
2020-10-07,28.168797,322.525574,0.8728670696192422
2020-10-08,29.648712,325.384033,0.8808334681234823
2020-10-09,29.211466,328.289764,0.8886450601282414
2020-10-12,29.118967,333.571106,0.8951354892866327
2020-10-13,28.774214,331.394196,0.899957374634112
2020-10-14,28.715353,329.311951,0.8989403169209159
2020-10-15,28.967613,328.904938,0.8974241221442099
2020-10-16,28.673315,328.706238,0.8980792554079768
2020-10-19,28.10153,323.70871,0.9025415769287194
2020-10-20,28.336969,325.005402,0.9034465759794624
2020-10-21,27.882904,324.390198,0.9059829280447386
2020-10-22,29.312363,326.169495,0.9071976788229618
2020-10-23,28.723759,327.276947,0.9075893240985838
2020-10-26,28.042664,321.228912,0.9077706629805228
2020-10-27,27.597012,320.12149,0.9050580004392887
2020-10-28,26.545937,309.180084,0.9004943578849474
2020-10-29,27.723141,312.322449,0.8910895639832398
2020-10-30,27.428841,309.066528,0.8842048590194173
2020-11-02,28.580818,312.53067,0.8815170048707014
2020-11-03,28.093121,318.048676,0.8877534058228566
2020-11-04,27.941763,325.156891,0.8847960187357655
2020-11-05,27.891308,331.498322,0.8704899554206471
2020-11-06,27.563377,331.422607,0.8617811583546083
2020-11-09,31.052942,335.587097,0.8528907491357965
2020-11-10,31.741869,335.094971,0.853724438776243
2020-11-11,31.414616,337.584259,0.85836660662101
2020-11-12,30.33819,334.309357,0.8605713978718654
2020-11-13,31.070169,338.937744,0.8562290109058163
2020-11-16,32.861347,343.168549,0.846207604867631
2020-11-17,33.300537,341.322845,0.8448722596385989
2020-11-18,32.043262,337.215118,0.847296138831599
2020-11-19,32.206886,338.634796,0.852487805488078
2020-11-20,31.810751,336.315918,0.8506812068263748
2020-11-23,33.894726,338.332031,0.8410877709645546
2020-11-24,36.150928,343.783722,0.8385257347839485
2020-11-25,35.143391,343.253754,0.8380825950347747
2020-11-27,34.609474,344.209686,0.836934632828626
2020-11-30,32.835514,342.685822,0.8331333298967624
2020-12-01,33.15414,346.433838,0.8122482405368628
2020-12-02,34.394192,347.16272,0.8041653537582147
2020-12-03,34.626694,347.068115,0.7915206664198415
2020-12-04,35.892586,350.05896,0.7882509457126022
2020-12-07,35.220898,349.339569,0.7947050059869943
2020-12-08,36.374825,350.361908,0.8073410807847378
2020-12-09,36.857075,347.219513,0.8278766893676031
2020-12-10,37.899055,347.105957,0.8442136824850367
2020-12-11,37.71822,346.698883,0.8668183603547275
2020-12-14,36.357605,345.146698,0.8838535429584677
2020-12-15,37.063747,349.812744,0.8935624506428598
2020-12-16,37.632114,350.361908,0.9020432441200446
2020-12-17,37.44265,352.321106,0.9109691704480888
2020-12-18,36.796795,350.914307,0.9145185447105676
2020-12-21,36.125095,349.659576,0.9152535725753356
2020-12-22,35.513683,349.070221,0.8991718579511758
2020-12-23,35.970089,349.383942,0.880934181947716
2020-12-24,35.823696,350.743225,0.8749472754200582
2020-12-28,35.944256,353.756409,0.8287122709839322
2020-12-29,35.539513,353.081451,0.7852890632881306
2020-12-30,35.823696,353.585236,0.7744022688944517
2020-12-31,35.49646,355.381744,0.7509619054686587
2021-01-04,35.737572,350.543579,0.696300252276245
2021-01-05,37.459869,352.957947,0.5565404688701678
2021-01-06,38.415745,355.068115,0.482870097152373
2021-01-07,38.717155,360.343506,0.4032756557338001
2021-01-08,39.147724,362.396637,0.3960410530942977
2021-01-11,40.336102,359.953796,0.413880513020995
2021-01-12,41.231689,360.029755,0.442887259393059
2021-01-13,41.696712,360.999329,0.4718932418718044
2021-01-14,43.324284,359.735138,0.4985318437058986
2021-01-15,41.240299,357.111664,0.517647805470856
2021-01-19,42.058395,359.915771,0.5252918711457664
2021-01-20,42.652592,364.896545,0.5207856264086094
2021-01-21,41.42976,365.229218,0.522287993771395
2021-01-22,40.844181,363.936432,0.5234824904116766
2021-01-25,40.387772,365.371765,0.5178281206963589
2021-01-26,39.50079,364.801453,0.517208793910527
2021-01-27,39.053001,355.885559,0.516519088917644
2021-01-28,39.664406,358.946259,0.4761049269209578
2021-01-29,38.613811,351.760284,0.440272945443739
2021-02-01,38.682701,357.615479,0.3379346691641532
2021-02-02,39.294117,362.672241,0.2276229493435402
2021-02-03,40.835567,362.957428,0.1640015908751237
2021-02-04,41.619221,367.082611,0.0885027022758877
2021-02-05,43.014271,368.527496,0.0500017959271375
2021-02-08,44.865734,371.188995,0.028672940335437
2021-02-09,44.340271,370.941833,0.0148644409035699
2021-02-10,44.769398,370.780243,-0.0092019958357667
2021-02-11,43.648422,371.379059,-0.0441914192609571
2021-02-12,44.243938,373.213623,-0.08265807249217
2021-02-16,45.575108,372.890381,-0.0835810723273888
2021-02-17,46.284481,372.975983,-0.0925525512608722
2021-02-18,45.55759,371.388519,-0.1109220003027526
2021-02-19,45.864109,370.732727,-0.1539565826134832
2021-02-22,47.554352,367.881165,-0.2261768648820089
2021-02-23,48.211182,368.32785,-0.2829627481318516
2021-02-24,49.656204,372.386597,-0.3371228501958295
2021-02-25,48.832973,363.413666,-0.3623052574024037
2021-02-26,47.61565,361.541138,-0.4149789392727389
2021-03-01,49.393471,370.304962,-0.5021552662991043
2021-03-02,49.104465,367.415405,-0.4921541773755013
2021-03-03,49.498558,362.548737,-0.4750560289974759
2021-03-04,51.416492,358.062225,-0.506011758914387
2021-03-05,53.360718,364.649414,-0.4664271911446119
2021-03-08,53.308167,362.833862,-0.3872689758961131
2021-03-09,52.484943,368.014221,-0.2593553241759873
2021-03-10,54.096359,370.304962,-0.1343988310968132
2021-03-11,53.693501,374.05954,0.0422864198859428
2021-03-12,54.271511,374.563324,0.1638061090618916
2021-03-15,52.887794,376.797058,0.2701889226095578
2021-03-16,51.7668,376.321808,0.3049749640957902
2021-03-17,51.994503,377.605011,0.3388903114957608
2021-03-18,49.752533,372.111023,0.3929372835520072
2021-03-19,49.472286,371.422455,0.4016042526753919
2021-03-22,48.964344,374.388245,0.394175220567581
2021-03-23,48.360058,371.441559,0.3746142093883096
2021-03-24,49.340923,369.553314,0.3434016628564976
2021-03-25,49.200794,371.632294,0.3333825527423466
2021-03-26,50.540733,377.621094,0.3268658021074093
2021-03-29,50.269241,377.430328,0.3424179313091621
2021-03-30,49.647442,376.428986,0.3596851974524659
2021-03-31,48.894283,377.954895,0.3588465036101618
2021-04-01,50.260487,382.036407,0.3237831759857795
2021-04-05,49.481049,387.519836,0.3514737347175002
2021-04-06,49.340923,387.291016,0.3555418687620088
2021-04-07,49.559864,387.739136,0.3433987327789087
2021-04-08,49.043159,389.579681,0.3569040885747463
2021-04-09,48.929306,392.411926,0.3497579799257539
2021-04-12,48.605282,392.555084,0.3612046006804257
2021-04-13,48.789192,393.718384,0.3638209609356624
2021-04-14,50.199181,392.37384,0.3848176864086129
2021-04-15,49.901413,396.588928,0.4005268703203224
2021-04-16,49.621166,397.914459,0.4292470786540789
2021-04-19,49.463535,395.959534,0.4810345881993459
2021-04-20,48.42136,393.060455,0.4935268850747943
2021-04-21,49.043159,396.779663,0.4713052565062099
2021-04-22,48.403854,393.155823,0.4654639146941942
2021-04-23,48.666573,397.418549,0.4387389363859295
2021-04-26,48.762913,398.248199,0.4792408640055566
2021-04-27,49.402225,398.162445,0.530762894686526
2021-04-28,50.891033,398.047974,0.5894028329191063
2021-04-29,51.617928,400.584625,0.6324255765235614
2021-04-30,50.129116,397.952606,0.6631001492042583
2021-05-03,51.512833,398.810913,0.6858624639910256
2021-05-04,51.836864,396.350494,0.7056286769630133
2021-05-05,53.395737,396.474487,0.7066807819699703
2021-05-06,53.903679,399.640594,0.6987205543480793
2021-05-07,54.674362,402.549133,0.6559542327805572
2021-05-10,54.805729,398.562958,0.5847866211078745
2021-05-11,53.06295,395.005798,0.5424357165947361
2021-05-12,53.347279,386.613892,0.4967640613162636
2021-05-13,52.689766,391.258118,0.4522310101050819
2021-05-14,53.995903,397.265991,0.3873254571283852
2021-05-17,55.257614,396.255127,0.3121029849348842
2021-05-18,53.693806,392.841125,0.2636297596109412
2021-05-19,52.40543,391.811188,0.1821803773918544
2021-05-20,52.281044,396.026306,0.111504132656472
2021-05-21,52.352127,395.702026,0.0106935819400618
2021-05-24,52.96521,399.735901,-0.0840645356653124
2021-05-25,51.765694,398.84906,-0.1611148162705408
2021-05-26,52.369896,399.640594,-0.27609381378069
2021-05-27,52.032257,399.850372,-0.3464077084792611
2021-05-28,51.863434,400.565582,-0.4247450486243455
2021-06-01,53.720455,400.212769,-0.4966264359006577
2021-06-02,54.146954,400.842102,-0.5284732764829367
2021-06-03,54.360203,399.354492,-0.5607481523140397
2021-06-04,54.600098,403.006836,-0.5900166018335392
2021-06-07,54.24469,402.615906,-0.60594348875612
2021-06-08,55.204304,402.701721,-0.6303914485796925
2021-06-09,55.66634,402.100983,-0.6443389194854345
2021-06-10,55.755192,403.970032,-0.647407206153389
2021-06-11,55.239838,404.637634,-0.6521452722280283
2021-06-14,55.150993,405.543579,-0.651888602754697
2021-06-15,57.159073,404.799683,-0.6486752260033377
2021-06-16,56.954712,402.539581,-0.6323725987861394
2021-06-17,55.07991,402.406067,-0.614286370195369
2021-06-18,53.667149,396.977478,-0.6211712149256132
2021-06-21,55.613029,402.660553,-0.6764111694884158
2021-06-22,56.679268,404.813324,-0.6617848522981459
2021-06-23,57.096867,404.325348,-0.6262327163245275
2021-06-24,57.327888,406.717255,-0.6011913863542809
2021-06-25,57.452282,408.161926,-0.573771983441355
2021-06-28,55.986198,408.984802,-0.5388221674653634
2021-06-29,55.639683,409.204834,-0.5093548803995921
2021-06-30,56.048409,409.549225,-0.4834233944595964
2021-07-01,56.20834,411.816742,-0.4320318625251246
2021-07-02,56.128372,414.964508,-0.3968848501416374
2021-07-06,54.529018,414.208618,-0.3978429478435017
2021-07-07,53.676033,415.672455,-0.4046761411713282
2021-07-08,53.436123,412.285583,-0.3966178963347633
2021-07-09,54.404625,416.686646,-0.3749645082967172
2021-07-12,54.351318,418.179199,-0.3692279293300016
2021-07-13,54.093639,416.753632,-0.3787046755874141
2021-07-14,52.894131,417.375488,-0.364654569714864
2021-07-15,52.378777,415.949982,-0.3406305946646332
2021-07-16,50.930481,412.687378,-0.3061571501012957
2021-07-19,49.180073,406.592926,-0.2928930815616949
2021-07-20,49.722076,412.419556,-0.3992029958661395
2021-07-21,51.321434,415.758606,-0.4600849947178865
2021-07-22,50.743889,416.629242,-0.4364440438541612
2021-07-23,50.681694,420.915558,-0.3338106010251246
2021-07-26,51.96117,421.948792,-0.2356764102841856
2021-07-27,51.383629,420.025757,-0.2063993541788462
2021-07-28,51.730152,419.853485,-0.1785566073031128
2021-07-29,52.361012,421.594818,-0.1347297192751522
2021-07-30,51.152615,419.547394,-0.1020431112217151
2021-08-02,51.161499,418.667145,-0.2036616418014853
2021-08-03,51.712387,422.073242,-0.2748628839467246
2021-08-04,50.503979,419.997009,-0.3449267782155713
2021-08-05,50.823853,422.656891,-0.4108039709007327
2021-08-06,51.410286,423.355255,-0.5047919026074297
2021-08-09,50.823853,423.010803,-0.5451600531409281
2021-08-10,51.694611,423.537018,-0.5677229117641307
2021-08-11,51.845665,424.589508,-0.5688325731003938
2021-08-12,51.728405,425.861908,-0.5705074082932666
2021-08-13,51.205257,426.636902,-0.5931234491992676
2021-08-16,50.456615,427.64151,-0.6150511335492763
2021-08-17,50.113865,424.838226,-0.6266098806067466
2021-08-18,49.058548,420.188385,-0.5975868275519567
2021-08-19,47.561268,420.838959,-0.5624877925101162
2021-08-20,47.570301,424.187622,-0.5385072155483367
2021-08-23,49.527584,427.918976,-0.4611807285202224
2021-08-24,49.933475,428.598297,-0.3581363097367437
2021-08-25,50.023666,429.497589,-0.2773624691731074
2021-08-26,49.347187,426.962189,-0.2020213981219136
2021-08-27,50.303284,430.779694,-0.112316440882584
2021-08-30,49.753078,432.674072,-0.0096281402894871
2021-08-31,49.175812,432.03302,0.0621244305107487
2021-09-01,48.499336,432.262665,0.148248175643644
2021-09-02,49.68092,433.592499,0.2362513474988131
2021-09-03,49.491501,433.487244,0.3249556427958455
2021-09-07,49.202869,431.937347,0.4022968162509634
2021-09-08,48.751881,431.411163,0.4613106052414626
2021-09-09,48.787956,429.564606,0.5222425521701421
2021-09-10,48.688747,426.177734,0.5762388463526219
2021-09-13,49.942493,427.268372,0.6196745001070454
2021-09-14,49.229931,424.962585,0.6588093226149134
2021-09-15,50.889561,428.512177,0.6851624989998408
2021-09-16,50.348381,427.832916,0.7115620169935167
2021-09-17,49.753078,423.665283,0.7374011492947914
2021-09-20,48.427166,416.601074,0.759827682008338
2021-09-21,48.382072,416.20752,0.7765041345044992
2021-09-22,49.798176,420.267548,0.798195678262529
2021-09-23,51.484875,425.373779,0.8263114540706131
2021-09-24,51.944881,426.074493,0.8174111074956378
2021-09-27,53.487263,424.85556,0.8278442244990523
2021-09-28,54.046486,416.293915,0.8345042305800463
2021-09-29,54.010418,416.994598,0.8242764754826107
2021-09-30,53.054314,411.897919,0.8014893357308094
2021-10-01,54.957493,416.792999,0.7596853384703677
2021-10-04,55.670052,411.41803,0.7165882822690042
2021-10-05,55.579857,415.698822,0.7042731997993557
2021-10-06,54.560623,417.426483,0.6885719918822852
2021-10-07,54.713947,421.0354,0.6585640178437676
2021-10-08,56.084961,420.267548,0.6251241616339519
2021-10-11,55.525734,417.224915,0.603768682858881
2021-10-12,55.237099,416.197968,0.567774266267529
2021-10-13,55.083767,417.695221,0.5234255249383548
2021-10-14,55.922604,424.7211,0.4590023314916269
2021-10-15,56.454773,427.955688,0.4039850421642952
2021-10-18,56.427704,429.222656,0.3780525646586258
2021-10-19,57.27557,432.534088,0.3105362675526883
2021-10-20,57.591259,434.232971,0.2984384062393111
2021-10-21,56.544968,435.36554,0.316018721705034
2021-10-22,56.932812,434.914459,0.3441190009418185
2021-10-25,58.042252,437.246796,0.332636420422763
2021-10-26,59.386196,437.64032,0.3294808861898138
2021-10-27,57.843811,435.701508,0.355434529108904
2021-10-28,58.006161,439.905548,0.3432755818270366
2021-10-29,58.150486,440.798187,0.3196799286744039
2021-11-01,59.196785,441.556458,0.283157812496728
2021-11-02,58.466179,443.341675,0.2723310889721002
2021-11-03,57.663422,446.04837,0.2624782422709719
2021-11-04,58.096367,448.150391,0.2924497631168141
2021-11-05,58.646572,449.705292,0.3592183027065309
2021-11-08,59.277958,450.089264,0.3541939014491609
2021-11-09,59.855228,448.601532,0.3360925601057138
2021-11-10,58.676041,444.992584,0.3100553096373267
2021-11-11,58.785728,445.136566,0.2943141316051506
2021-11-12,58.337822,448.495911,0.3061998102139478
2021-11-15,58.840584,448.649445,0.3221437142902772
2021-11-16,59.434738,450.42514,0.2866130153011425
2021-11-17,58.785728,449.330994,0.249722887434575
2021-11-18,58.145863,450.857086,0.1410104309609417
2021-11-19,55.458401,450.050903,0.0199123341109967
2021-11-22,56.22625,448.783844,-0.1006313668226684
2021-11-23,57.707088,449.379028,-0.2134626375889413
2021-11-24,58.027027,450.578735,-0.2963246084189929
2021-11-26,55.988583,440.529419,-0.3895006032533566
2021-11-29,56.299381,445.933228,-0.4659654408382106
2021-11-30,54.699715,437.25647,-0.5242751731928259
2021-12-01,54.653999,432.399719,-0.5792504034457525
2021-12-02,56.016006,439.022461,-0.6307778873099618
2021-12-03,55.659508,435.202454,-0.6349320045971178
2021-12-06,56.290245,440.356659,-0.6407136105021302
2021-12-07,56.920967,449.465332,-0.6681269495985507
2021-12-08,57.085506,450.655518,-0.6712352350335054
2021-12-09,57.231766,447.612885,-0.6750184835595943
2021-12-10,57.597397,451.826508,-0.6760092815272096
2021-12-13,56.335945,447.824066,-0.658921768610587
2021-12-14,56.253677,444.743011,-0.6642557038153245
2021-12-15,56.006866,451.6922,-0.6855417732820035
2021-12-16,56.098278,447.708893,-0.6930125133671486
2021-12-17,54.873383,442.94397,-0.6991985001540467
2021-12-20,54.078121,438.233917,-0.7181792742899111
2021-12-21,55.303013,446.016541,-0.7600079315493968
2021-12-22,55.750916,450.476135,-0.7724798099313358
2021-12-23,55.778343,453.279053,-0.7680194708524956
2021-12-27,56.573612,459.693939,-0.7519374521219196
2021-12-28,56.390785,459.318237,-0.7289667762987206
2021-12-29,55.897179,459.905853,-0.7135268269154518
2021-12-30,55.568096,458.634399,-0.6933512774487098
2021-12-31,55.933743,457.478546,-0.6730507449916966
2022-01-03,58.081867,460.12735,-0.6463770419107258
2022-01-04,60.26656,459.973236,-0.607374045552834
2022-01-05,61.016132,451.140808,-0.5718016702011545
2022-01-06,62.451267,450.716949,-0.584847942667982
2022-01-07,62.963146,448.935059,-0.6031682995270397
2022-01-10,62.588387,448.376373,-0.5873639072747179
2022-01-11,65.220985,452.460358,-0.5729280469928258
2022-01-12,65.02903,453.683594,-0.567795248970045
2022-01-13,64.562828,447.432434,-0.5374702985448832
2022-01-14,65.696312,447.615509,-0.4752331734805314
2022-01-18,66.802383,439.688354,-0.4190116425795498
2022-01-19,66.829803,435.122833,-0.3782617068243658
2022-01-20,66.976059,430.306824,-0.3413459360405984
2022-01-21,65.970551,421.859619,-0.2958386461597796
2022-01-24,66.5373,423.651184,-0.2786215477210051
2022-01-25,68.493469,418.478821,-0.259816388625233
2022-01-26,67.798759,417.429016,-0.2375780864155929
2022-01-27,68.667145,415.367676,-0.2028342773652751
2022-01-28,68.8134,425.683563,-0.2013599169131397
2022-01-31,69.43499,433.350586,-0.1585926926417404
2022-02-01,73.886642,436.278687,-0.0795742463831998
2022-02-02,73.694687,440.516724,-0.0567084721868356
2022-02-03,72.835442,430.162384,-0.0230294225524289
2022-02-04,74.416832,432.185059,0.013098692297484
2022-02-07,75.312645,430.798065,0.0290755292256094
2022-02-08,73.365616,434.342621,0.039178226531745
2022-02-09,73.014412,440.699738,0.0735425023930409
