Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,44.150002,44.150002,43.369999,43.610001,35.960461,21345400
2020-07-23,43.400002,43.820000,43.020000,43.700001,36.034679,17934400
2020-07-24,43.880001,44.419998,43.189999,43.430000,35.812038,16415300
2020-07-27,43.230000,44.090000,42.970001,44.070000,36.339771,18547900
2020-07-28,43.910000,44.250000,43.459999,43.549999,35.910984,19190500
2020-07-29,43.709999,44.090000,43.340000,44.029999,36.306786,14143200
2020-07-30,43.130001,43.180000,41.830002,41.869999,34.525669,29901100
2020-07-31,41.160000,42.169998,40.910000,42.080002,34.698833,32116200
2020-08-03,42.049999,42.500000,41.470001,42.250000,34.839016,23033600
2020-08-04,42.340000,43.599998,42.240002,43.470001,35.845024,17724000
2020-08-05,44.150002,44.310001,43.529999,43.849998,36.158363,17175100
2020-08-06,43.400002,43.900002,43.250000,43.639999,35.985199,14434900
2020-08-07,43.230000,43.520000,42.810001,43.439999,35.820282,18757900
2020-08-10,43.990002,44.599998,43.599998,44.509998,36.702595,24367800
2020-08-11,45.500000,46.419998,44.730000,44.970001,37.081905,28987500
2020-08-12,44.459999,44.939999,43.630001,44.090000,37.073494,22503200
2020-08-13,43.500000,43.869999,42.919998,43.009998,36.165359,17338700
2020-08-14,42.599998,43.279999,42.410000,43.200001,36.325130,13595700
2020-08-17,43.169998,43.169998,42.470001,42.639999,35.854256,15554600
2020-08-18,42.590000,43.189999,42.290001,42.430000,35.677670,13014000
2020-08-19,42.349998,42.660000,41.869999,41.959999,35.282463,14473100
2020-08-20,41.689999,41.889999,41.299999,41.320000,34.744316,15678500
2020-08-21,41.299999,41.340000,40.709999,41.009998,34.483650,25517700
2020-08-24,41.279999,42.509998,41.090000,42.220001,35.501087,18208900
2020-08-25,41.660000,42.070000,40.700001,40.880001,34.374348,31285600
2020-08-26,40.639999,40.840000,40.000000,40.009998,33.642792,26795000
2020-08-27,40.000000,40.299999,39.310001,39.740002,33.415760,32034300
2020-08-28,39.840000,40.919998,39.759998,40.689999,34.214584,33477100
2020-08-31,40.639999,40.720001,39.900002,39.939999,33.583931,25259600
2020-09-01,39.750000,39.750000,39.049999,39.430000,33.155094,22464100
2020-09-02,39.230000,39.720001,38.950001,39.189999,32.953281,26413400
2020-09-03,39.200001,40.029999,38.880001,39.110001,32.886017,28817200
2020-09-04,39.459999,39.790001,38.650002,39.080002,32.860798,24632500
2020-09-08,38.250000,38.680000,37.349998,38.180000,32.104019,38496400
2020-09-09,38.349998,38.840000,37.919998,37.950001,31.910622,25886100
2020-09-10,38.270000,38.369999,36.900002,37.000000,31.111803,34381200
2020-09-11,37.130001,37.310001,36.490002,36.900002,31.027718,26838600
2020-09-14,36.910000,37.009998,36.490002,36.660000,30.825914,26129900
2020-09-15,36.799999,37.380001,36.209999,36.270000,30.497974,23724200
2020-09-16,36.459999,38.150002,36.270000,37.810001,31.792896,30890900
2020-09-17,37.349998,37.980000,36.970001,37.799999,31.784491,24696200
2020-09-18,37.529999,37.820000,36.700001,37.189999,31.271563,46853800
2020-09-21,36.430000,36.709999,35.680000,36.430000,30.632515,35351800
2020-09-22,36.459999,36.840000,35.470001,35.529999,29.875736,27303200
2020-09-23,35.650002,35.790001,34.349998,34.389999,28.917162,31251400
2020-09-24,34.400002,34.820000,33.759998,34.320000,28.858295,26796000
2020-09-25,34.000000,34.939999,33.880001,34.639999,29.127373,23486000
2020-09-28,35.139999,35.900002,35.099998,35.310001,29.690752,23396500
2020-09-29,35.000000,35.110001,33.990002,34.279999,28.824663,20770500
2020-09-30,34.639999,34.919998,34.130001,34.330002,28.866713,22223700
2020-10-01,33.790001,34.099998,32.939999,33.130001,27.857677,36890200
2020-10-02,32.250000,33.349998,32.209999,32.980000,27.731544,32694300
2020-10-05,33.320000,33.750000,33.169998,33.740002,28.370605,22965200
2020-10-06,34.119999,34.419998,33.310001,33.389999,28.076296,26731800
2020-10-07,33.639999,33.740002,33.209999,33.500000,28.168797,23779300
2020-10-08,33.880001,35.340000,33.759998,35.259998,29.648712,34413700
2020-10-09,35.680000,35.950001,34.650002,34.740002,29.211466,29228600
2020-10-12,34.540001,34.730000,34.230000,34.630001,29.118967,17912800
2020-10-13,34.730000,34.869999,34.099998,34.220001,28.774214,20995100
2020-10-14,34.060001,34.830002,34.029999,34.150002,28.715353,17743000
2020-10-15,33.700001,34.459999,33.270000,34.450001,28.967613,23251600
2020-10-16,34.369999,34.639999,33.880001,34.099998,28.673315,22627200
2020-10-19,34.099998,34.369999,33.389999,33.419998,28.101530,23645800
2020-10-20,33.660000,33.930000,33.330002,33.700001,28.336969,23040600
2020-10-21,33.509998,33.619999,33.139999,33.160000,27.882904,28619300
2020-10-22,33.180000,34.959999,33.020000,34.860001,29.312363,31831500
2020-10-23,34.970001,35.080002,33.860001,34.160000,28.723759,27429100
2020-10-26,33.610001,33.770000,32.950001,33.349998,28.042664,30888700
2020-10-27,33.150002,33.200001,32.700001,32.820000,27.597012,27100700
2020-10-28,32.099998,32.380001,31.520000,31.570000,26.545937,42136400
2020-10-29,31.410000,33.130001,31.110001,32.970001,27.723141,38622800
2020-10-30,32.410000,33.139999,32.009998,32.619999,27.428841,47885700
2020-11-02,33.139999,34.459999,32.570000,33.990002,28.580818,40130300
2020-11-03,34.490002,34.490002,33.130001,33.410000,28.093121,36773000
2020-11-04,33.270000,34.139999,32.529999,33.230000,27.941763,35410100
2020-11-05,33.369999,33.919998,33.139999,33.169998,27.891308,30824100
2020-11-06,33.099998,33.660000,32.619999,32.779999,27.563377,33985600
2020-11-09,36.419998,38.009998,36.060001,36.930000,31.052942,76879400
2020-11-10,37.049999,37.430000,35.980000,36.860001,31.741869,49055400
2020-11-11,37.090000,37.119999,36.189999,36.480000,31.414616,34124500
2020-11-12,35.860001,36.290001,34.869999,35.230000,30.338190,30933700
2020-11-13,35.400002,36.250000,35.380001,36.080002,31.070169,29241500
2020-11-16,37.590000,38.169998,37.099998,38.160000,32.861347,38596800
2020-11-17,37.810001,38.709999,37.380001,38.669998,33.300537,26521100
2020-11-18,39.020000,39.130001,37.200001,37.209999,32.043262,31068000
2020-11-19,36.860001,37.500000,36.560001,37.400002,32.206886,26954400
2020-11-20,37.349998,37.410000,36.779999,36.939999,31.810751,18351000
2020-11-23,37.500000,39.430000,37.279999,39.360001,33.894726,29367600
2020-11-24,40.509998,42.080002,40.220001,41.980000,36.150928,46979300
2020-11-25,41.669998,41.709999,40.650002,40.810001,35.143391,28178200
2020-11-27,40.700001,40.939999,39.869999,40.189999,34.609474,14971900
2020-11-30,39.799999,39.880001,37.970001,38.130001,32.835514,45614300
2020-12-01,38.959999,39.650002,38.470001,38.500000,33.154140,32472900
2020-12-02,38.389999,40.419998,38.340000,39.939999,34.394192,29369500
2020-12-03,40.070000,40.639999,39.730000,40.209999,34.626694,27038900
2020-12-04,40.770000,41.759998,40.650002,41.680000,35.892586,28723600
2020-12-07,41.419998,41.540001,40.669998,40.900002,35.220898,24899400
2020-12-08,40.529999,42.590000,40.439999,42.240002,36.374825,32573800
2020-12-09,42.709999,43.730000,42.380001,42.799999,36.857075,37824800
2020-12-10,43.200001,44.470001,42.759998,44.009998,37.899055,38058700
2020-12-11,43.700001,43.930000,43.209999,43.799999,37.718220,25478800
2020-12-14,44.340000,44.459999,42.180000,42.220001,36.357605,30595000
2020-12-15,42.439999,43.220001,42.060001,43.040001,37.063747,27138400
2020-12-16,43.750000,44.110001,42.959999,43.700001,37.632114,34273000
2020-12-17,44.000000,44.040001,43.400002,43.480000,37.442650,21204600
2020-12-18,43.270000,43.779999,42.419998,42.730000,36.796795,46596800
2020-12-21,41.110001,42.080002,40.529999,41.950001,36.125095,27869500
2020-12-22,41.580002,41.900002,41.230000,41.240002,35.513683,21792900
2020-12-23,41.509998,42.389999,41.459999,41.770000,35.970089,19085900
2020-12-24,41.650002,41.849998,41.380001,41.599998,35.823696,8039000
2020-12-28,41.689999,42.549999,41.520000,41.740002,35.944256,23877500
2020-12-29,42.040001,42.119999,41.200001,41.270000,35.539513,20287700
2020-12-30,41.330002,42.419998,41.270000,41.599998,35.823696,23807300
2020-12-31,41.470001,41.680000,40.970001,41.220001,35.496460,22786500
2021-01-04,41.450001,42.250000,41.000000,41.500000,35.737572,27764700
2021-01-05,41.840000,44.799999,41.830002,43.500000,37.459869,44035100
2021-01-06,44.410000,45.099998,43.700001,44.610001,38.415745,36484800
2021-01-07,45.000000,45.570000,44.529999,44.959999,38.717155,29528100
2021-01-08,45.200001,45.820000,44.950001,45.459999,39.147724,28628200
2021-01-11,45.040001,47.139999,44.750000,46.840000,40.336102,38246200
2021-01-12,47.459999,48.169998,46.910000,47.880001,41.231689,36915100
2021-01-13,48.529999,48.709999,47.689999,48.419998,41.696712,29000300
2021-01-14,48.500000,51.080002,48.500000,50.310001,43.324284,35474800
2021-01-15,48.910000,49.080002,47.290001,47.889999,41.240299,42411300
2021-01-19,48.450001,49.439999,48.349998,48.840000,42.058395,24932600
2021-01-20,49.110001,49.740002,48.990002,49.529999,42.652592,22342400
2021-01-21,49.330002,49.389999,47.680000,48.110001,41.429760,29044500
2021-01-22,47.009998,47.639999,46.639999,47.430000,40.844181,23264800
2021-01-25,46.900002,47.049999,46.160000,46.900002,40.387772,26395800
2021-01-26,47.259998,47.860001,45.849998,45.869999,39.500790,23976800
2021-01-27,45.000000,46.660000,44.529999,45.349998,39.053001,32410300
2021-01-28,45.939999,46.590000,45.689999,46.060001,39.664406,24967200
2021-01-29,45.549999,46.040001,44.509998,44.840000,38.613811,38961100
2021-02-01,45.580002,45.580002,44.290001,44.919998,38.682701,24412400
2021-02-02,45.810001,46.990002,45.279999,45.630001,39.294117,31940400
2021-02-03,45.630001,47.669998,45.419998,47.419998,40.835567,28459300
2021-02-04,47.880001,48.380001,47.250000,48.330002,41.619221,25280300
2021-02-05,49.180000,50.119999,49.040001,49.950001,43.014271,34980100
2021-02-08,50.919998,52.360001,50.709999,52.099998,44.865734,36998700
2021-02-09,50.669998,50.959999,49.770000,50.630001,44.340271,28977000
2021-02-10,50.630001,51.419998,50.389999,51.119999,44.769398,25723800
2021-02-11,50.889999,50.930000,48.779999,49.840000,43.648422,26972200
2021-02-12,49.430000,50.709999,49.410000,50.520000,44.243938,19756700
2021-02-16,51.959999,52.529999,51.619999,52.040001,45.575108,28060100
2021-02-17,52.349998,53.270000,51.799999,52.849998,46.284481,25509700
2021-02-18,52.810001,52.939999,51.860001,52.020000,45.557590,20627600
2021-02-19,52.110001,52.560001,51.919998,52.369999,45.864109,22607200
2021-02-22,52.590000,54.810001,52.590000,54.299999,47.554352,36435100
2021-02-23,54.980000,55.259998,53.740002,55.049999,48.211182,33527900
2021-02-24,55.189999,57.000000,54.869999,56.700001,49.656204,28728600
2021-02-25,56.980000,57.250000,55.349998,55.759998,48.832973,29670900
2021-02-26,54.410000,55.060001,53.119999,54.369999,47.615650,35291000
2021-03-01,56.470001,57.610001,56.130001,56.400002,49.393471,36998300
2021-03-02,56.650002,56.959999,56.020000,56.070000,49.104465,30302600
2021-03-03,56.419998,57.959999,55.880001,56.520000,49.498558,35358900
2021-03-04,57.119999,59.470001,57.099998,58.709999,51.416492,52137500
2021-03-05,59.830002,61.049999,59.110001,60.930000,53.360718,51429800
2021-03-08,61.580002,61.610001,59.820000,60.869999,53.308167,38154600
2021-03-09,60.610001,61.389999,59.470001,59.930000,52.484943,35645900
2021-03-10,60.520000,61.919998,60.029999,61.770000,54.096359,31579100
2021-03-11,61.779999,62.549999,61.259998,61.310001,53.693501,24802600
2021-03-12,61.549999,62.369999,61.500000,61.970001,54.271511,20422700
2021-03-15,61.490002,61.860001,59.869999,60.389999,52.887794,31243600
2021-03-16,59.540001,59.660000,58.439999,59.110001,51.766800,30624800
2021-03-17,58.689999,59.730000,58.619999,59.369999,51.994503,25575500
2021-03-18,58.810001,58.970001,56.520000,56.810001,49.752533,38622800
2021-03-19,56.709999,57.470001,55.810001,56.490002,49.472286,84439400
2021-03-22,56.500000,56.860001,55.900002,55.910000,48.964344,29315100
2021-03-23,54.939999,56.290001,54.450001,55.220001,48.360058,33493300
2021-03-24,56.080002,57.279999,56.080002,56.340000,49.340923,29781800
2021-03-25,55.209999,56.500000,54.500000,56.180000,49.200794,31495900
2021-03-26,57.299999,57.779999,56.520000,57.709999,50.540733,34226500
2021-03-29,57.340000,57.820000,56.740002,57.400002,50.269241,21144400
2021-03-30,56.860001,57.360001,56.490002,56.689999,49.647442,20303400
2021-03-31,56.349998,56.630001,55.799999,55.830002,48.894283,23686500
2021-04-01,56.320000,57.450001,56.139999,57.389999,50.260487,23194500
2021-04-05,57.299999,57.320000,56.139999,56.500000,49.481049,23264800
2021-04-06,56.840000,57.540001,56.259998,56.340000,49.340923,18926300
2021-04-07,56.389999,56.770000,56.240002,56.590000,49.559864,22385000
2021-04-08,55.930000,56.080002,55.320000,56.000000,49.043159,21999300
2021-04-09,56.000000,56.439999,55.529999,55.869999,48.929306,20020700
2021-04-12,56.759998,56.790001,55.310001,55.500000,48.605282,20238800
2021-04-13,55.299999,55.980000,55.090000,55.709999,48.789192,19370600
2021-04-14,56.410000,58.009998,56.250000,57.320000,50.199181,28051100
2021-04-15,57.419998,57.419998,56.779999,56.980000,49.901413,23250300
2021-04-16,57.360001,57.680000,56.439999,56.660000,49.621166,22752000
2021-04-19,56.750000,57.139999,55.959999,56.480000,49.463535,21123300
2021-04-20,56.470001,56.470001,54.779999,55.290001,48.421360,21782100
2021-04-21,54.500000,56.130001,54.299999,56.000000,49.043159,16625600
2021-04-22,55.990002,55.990002,55.020000,55.270000,48.403854,21600100
2021-04-23,55.270000,55.939999,55.180000,55.570000,48.666573,15337900
2021-04-26,55.470001,56.290001,55.439999,55.680000,48.762913,16083800
2021-04-27,56.009998,56.630001,55.810001,56.410000,49.402225,19278600
2021-04-28,56.910000,58.459999,56.790001,58.110001,50.891033,24729800
2021-04-29,58.919998,59.480000,58.150002,58.939999,51.617928,27318400
2021-04-30,58.330002,58.889999,57.160000,57.240002,50.129116,30518400
2021-05-03,57.980000,58.990002,57.740002,58.820000,51.512833,20509600
2021-05-04,59.000000,59.500000,58.509998,59.189999,51.836864,23522200
2021-05-05,59.770000,61.049999,59.400002,60.970001,53.395737,31526200
2021-05-06,60.860001,61.639999,60.029999,61.549999,53.903679,26836800
2021-05-07,61.070000,62.470001,60.849998,62.430000,54.674362,33610600
2021-05-10,63.240002,64.019997,62.529999,62.580002,54.805729,31956600
2021-05-11,61.630001,62.389999,60.389999,60.590000,53.062950,34563800
2021-05-12,60.009998,61.680000,59.750000,60.040001,53.347279,34426500
2021-05-13,59.000000,60.450001,58.750000,59.299999,52.689766,24268200
2021-05-14,59.930000,60.880001,59.930000,60.770000,53.995903,20735400
2021-05-17,60.540001,62.250000,60.430000,62.189999,55.257614,25282500
2021-05-18,62.000000,62.299999,60.400002,60.430000,53.693806,25170800
2021-05-19,59.099998,59.860001,58.419998,58.980000,52.405430,28889800
2021-05-20,58.950001,59.150002,58.240002,58.840000,52.281044,20692500
2021-05-21,59.419998,59.830002,58.849998,58.919998,52.352127,20792700
2021-05-24,59.080002,59.799999,58.689999,59.610001,52.965210,18400300
2021-05-25,59.500000,59.540001,58.119999,58.259998,51.765694,25616100
2021-05-26,58.250000,59.119999,57.900002,58.939999,52.369896,21698700
2021-05-27,59.230000,59.700001,58.020000,58.560001,52.032257,33556000
2021-05-28,58.730000,58.799999,58.110001,58.369999,51.863434,19246800
2021-06-01,59.450001,60.700001,59.450001,60.459999,53.720455,28474200
2021-06-02,60.750000,61.310001,60.169998,60.939999,54.146954,22978300
2021-06-03,60.549999,61.410000,60.349998,61.180000,54.360203,20272800
2021-06-04,61.459999,61.700001,60.779999,61.450001,54.600098,20427800
2021-06-07,61.330002,61.730000,61.020000,61.049999,54.244690,15477900
2021-06-08,61.500000,62.480000,60.669998,62.130001,55.204304,28953400
2021-06-09,62.669998,63.419998,62.189999,62.650002,55.666340,29133000
2021-06-10,63.610001,63.980000,62.250000,62.750000,55.755192,27488700
2021-06-11,63.009998,63.189999,62.139999,62.169998,55.239838,17631700
2021-06-14,62.299999,62.779999,61.570000,62.070000,55.150993,16997200
2021-06-15,62.480000,64.400002,62.349998,64.330002,57.159073,30717100
2021-06-16,64.320000,64.800003,63.560001,64.099998,56.954712,24803200
2021-06-17,63.860001,64.459999,61.270000,61.990002,55.079910,28491800
2021-06-18,61.000000,61.549999,60.240002,60.400002,53.667149,39590700
2021-06-21,60.930000,62.700001,60.900002,62.590000,55.613029,33145400
2021-06-22,62.849998,64.010002,62.230000,63.790001,56.679268,25140400
2021-06-23,64.050003,64.699997,63.580002,64.260002,57.096867,20701600
2021-06-24,64.150002,64.559998,63.810001,64.519997,57.327888,19568400
2021-06-25,64.610001,64.930000,64.360001,64.660004,57.452282,18438300
2021-06-28,64.559998,64.559998,62.750000,63.009998,55.986198,20570000
2021-06-29,63.209999,63.770000,62.590000,62.619999,55.639683,19579300
2021-06-30,62.700001,63.230000,62.450001,63.080002,56.048409,17875500
2021-07-01,64.330002,64.419998,62.770000,63.259998,56.208340,22530300
2021-07-02,63.009998,63.320000,62.419998,63.169998,56.128372,14555300
2021-07-06,62.750000,62.759998,60.900002,61.369999,54.529018,22110800
2021-07-07,61.180000,61.810001,59.619999,60.410000,53.676033,21671400
2021-07-08,59.450001,60.709999,59.310001,60.139999,53.436123,18935900
2021-07-09,60.700001,61.450001,60.240002,61.230000,54.404625,20086000
2021-07-12,60.419998,61.500000,60.160000,61.169998,54.351318,21809400
2021-07-13,61.000000,61.509998,60.509998,60.880001,54.093639,17147300
2021-07-14,61.169998,61.730000,59.360001,59.529999,52.894131,21573600
2021-07-15,59.169998,59.700001,58.770000,58.950001,52.378777,15851100
