Date,cov_return_7,cov_return_15,cov_price_40,cov_return_47,IC
2020-01-02,,,,,0.1590008764301988
2020-01-03,0.0,0.0,0.0,0.0,0.2387835726720196
2020-01-06,0.0,0.0,0.0,0.0,0.297020592741465
2020-01-07,0.0,0.0,0.0,0.0,0.3442280424732532
2020-01-08,0.0,0.0,0.0,0.0,0.3851092991434975
2020-01-09,0.0,0.0,0.0,0.0,0.4378532153016105
2020-01-10,0.0,0.0,0.0,0.0,0.4286244028559697
2020-01-13,0.0,0.0,0.0,0.0,0.4129806965237869
2020-01-14,0.0,0.0,0.0,0.0,0.3971998756061241
2020-01-15,0.7449803717279818,0.0,0.0,0.0,0.2713741045945473
2020-01-16,0.599228565058971,0.0,0.0,0.0,0.1529454838021328
2020-01-17,0.5863752086580043,0.0,0.0,0.0,0.0896132704821312
2020-01-21,0.5922874949883715,0.0,0.0,0.0,0.1051053044595121
2020-01-22,0.5197755436357899,0.0,0.0,0.0,0.0366219565329353
2020-01-23,0.5514674293633878,0.0,0.0,0.0,0.0538209633322109
2020-01-24,0.5862879542370267,0.0,0.0,0.0,0.0486641559041125
2020-01-27,0.5290030213885466,0.0,0.0,0.0,-0.0049364071944913
2020-01-28,0.7769106935467615,0.6148047416531672,0.0,0.0,-0.0512376743006025
2020-01-29,0.512899223350716,0.35527434169897165,0.0,0.0,-0.1083172104924962
2020-01-30,0.36330775904657625,0.3296938917356517,0.0,0.0,-0.1445198311577644
2020-01-31,0.27666602018267816,0.30780228304377477,0.0,0.0,-0.1108151341174436
2020-02-03,0.14265955173798903,0.23858493114317342,0.0,0.0,-0.0578656342618882
2020-02-04,0.09126565862072313,0.20568111253125262,0.0,0.0,0.0185789306715351
2020-02-05,0.2707960492569795,0.2742776049243203,0.0,0.0,0.0851038234254918
2020-02-06,0.4265869963879045,0.3568243358716323,0.0,0.0,0.1309944465611874
2020-02-07,0.5579866767908236,0.531467686884391,0.0,0.0,0.1338397861854701
2020-02-10,0.6314322375507143,0.5375903505295113,0.0,0.0,0.154257631951396
2020-02-11,0.6318654403887679,0.5311658967273115,0.0,0.0,0.153534979892507
2020-02-12,0.7049938341897836,0.5604305236543798,0.0,0.0,0.1406343047493416
2020-02-13,0.8212953297076645,0.5491886967663375,0.0,0.0,0.0981253699471923
2020-02-14,0.7888934144233927,0.5610152459002947,0.0,0.0,0.0769059723379633
2020-02-18,0.8564432489788656,0.568624914374026,0.0,0.0,0.0661050945477572
2020-02-19,0.918683897904746,0.5116225568091418,0.0,0.0,0.0607334513704357
2020-02-20,0.82187497641784,0.5462924632045849,0.0,0.0,0.0608338935984673
2020-02-21,0.7080459783236535,0.603675981906269,0.0,0.0,0.0647236556810259
2020-02-24,0.6218722152369354,0.588539746680965,0.0,0.0,0.0662173600489481
2020-02-25,0.7009287942652511,0.679185746775941,0.0,0.0,0.1042888402588348
2020-02-26,0.8980965312886162,0.8132611185171771,0.0,0.0,0.1490004294450176
2020-02-27,0.8640019558207036,0.7741174897458519,0.0,0.0,0.2159991561660613
2020-02-28,0.8021184472310512,0.7307653898138837,0.0,0.0,0.2819592569141306
2020-03-02,0.18322890715459764,0.35309132279152144,0.12779584012074385,0.0,0.3349726662130809
2020-03-03,0.14538806114749425,0.35829629564067894,0.188805227347668,0.0,0.4120843596419613
2020-03-04,0.5533267654522668,0.5797397971276297,0.2786042927355529,0.0,0.4803977556346468
2020-03-05,0.585856789628645,0.60402797801773,0.33712683801867876,0.0,0.557912397839841
2020-03-06,0.6034337738080158,0.6338843977239497,0.3808255166052751,0.0,0.6128907460192632
2020-03-09,0.3660674998826253,0.4688284239485089,0.4298984258290662,0.0,0.6658986473941794
2020-03-10,0.47556212705943884,0.4812188999055842,0.4710813166127762,0.0,0.6819078738112485
2020-03-11,0.7310257576092783,0.5727681700120671,0.4661154972616293,0.0,0.699257045380461
2020-03-12,0.7958861849956429,0.6923730807749284,0.4493039312884065,0.0,0.7041393445476604
2020-03-13,0.7986387190598959,0.6891387175325914,0.3975731750786672,0.49251031724538036,0.6950910696688014
2020-03-16,0.8389960547645068,0.6768886097912856,0.2617509491711747,0.4751171002604337,0.6881716775758556
2020-03-17,0.9420129038912144,0.7823329165515401,0.13222217356098923,0.5853019287391694,0.693415569699254
2020-03-18,0.9528044788237299,0.8051491199103352,0.05539720099245955,0.5796336479875364,0.6797063203969099
2020-03-19,0.7819101824364101,0.6990316862652413,0.07643454251199004,0.5368456156725901,0.6612928344245874
2020-03-20,0.7376592177300123,0.7204973780066325,0.0023175512781389964,0.5653344211591775,0.6614501416323663
2020-03-23,0.6620208781166926,0.7134582565389656,0.011340615049875857,0.5488800872717409,0.6535113832699788
2020-03-24,0.6464585885067927,0.7066660071606481,0.025918295711401362,0.5639322122574016,0.6584116091840326
2020-03-25,0.6534594306897509,0.6912783066846926,-0.02350762520838794,0.5992714908618889,0.6602446248274894
2020-03-26,0.5880848594907556,0.7185148678106137,-0.0698267520358777,0.633895333797368,0.6497298178239974
2020-03-27,0.6201038525909862,0.7116525125482995,-0.12104936705975652,0.6330435848195215,0.6345995592539896
2020-03-30,0.7629180382846098,0.738669653268597,-0.14183255359054142,0.6435863585539954,0.6288994219414125
2020-03-31,0.7179146865504403,0.7401197706681024,-0.10285726944004536,0.6506192051467189,0.5823496991121905
2020-04-01,0.5812900021396014,0.5902157670745981,-0.057279797138124054,0.5636966377596704,0.5106736524750467
2020-04-02,0.4857047752056552,0.5594089725931296,0.008402935113501053,0.5642652939969294,0.411767259175389
2020-04-03,0.6403801136944053,0.5782150125343342,0.06462771677720061,0.5788635304222247,0.2652176831894309
2020-04-06,0.21820917057149544,0.5298826577623189,0.11301598851279841,0.5251674639848276,0.055919125772915
2020-04-07,0.13812767380323804,0.3999052545749317,0.14030104131252297,0.5277809607029417,-0.0932609519513845
2020-04-08,0.31676375943374835,0.5252975459844176,0.14983376101325585,0.5581886227844206,-0.2887387312491017
2020-04-09,0.27748647672644666,0.5395518556000982,0.14094976793563946,0.5605519448219906,-0.3418006029132109
2020-04-13,0.5677624503278744,0.49629680538562215,0.10993935011086849,0.5647865175969559,-0.3645531260800033
2020-04-14,0.47575661019277066,0.5114256196948688,0.07490145114024951,0.5553263590774129,-0.339683629909235
