Date,GME,SPY,IC
2021-10-07,43.029999,421.0354,0.7716571832918637
2021-10-08,43.169998,420.267548,0.7337411142024479
2021-10-11,44.525002,417.224915,0.6811003706651855
2021-10-12,43.955002,416.197968,0.6281851981301557
2021-10-13,46.014999,417.695221,0.5503574330047112
2021-10-14,45.9575,424.7211,0.4868760430513661
2021-10-15,45.82,427.955688,0.4031036418369185
2021-10-18,46.505001,429.222656,0.3753839606721595
2021-10-19,46.697498,432.534088,0.3056085086644963
2021-10-20,46.130001,434.232971,0.2704963267011369
2021-10-21,45.427502,435.36554,0.2750806656731345
2021-10-22,42.450001,434.914459,0.2987733598032011
2021-10-25,43.4925,437.246796,0.2681478035412286
2021-10-26,44.459999,437.64032,0.2148528120071154
2021-10-27,43.377499,435.701508,0.1487131788179069
2021-10-28,45.712502,439.905548,0.0294696673819509
2021-10-29,45.877499,440.798187,-0.0545585728649971
2021-11-01,50.022499,441.556458,-0.1120570100863143
2021-11-02,51.747501,443.341675,-0.1406538172896589
2021-11-03,54.5825,446.04837,-0.1672826104280691
2021-11-04,54.459999,448.150391,-0.1966417546843978
2021-11-05,53.3125,449.705292,-0.2344763430548413
2021-11-08,54.66,450.089264,-0.2498735906388322
2021-11-09,51.650002,448.601532,-0.2676404036867782
2021-11-10,49.797501,444.992584,-0.2680216859271819
2021-11-11,51.080002,445.136566,-0.2515208012803788
2021-11-12,50.525002,448.495911,-0.2525393113017025
2021-11-15,52.285,448.649445,-0.269922296412719
2021-11-16,51.794998,450.42514,-0.2582726726143601
2021-11-17,52.5,449.330994,-0.2554497161756015
2021-11-18,52.529999,450.857086,-0.194222620096489
2021-11-19,57.200001,450.050903,-0.1195074472807851
2021-11-22,61.887501,448.783844,-0.0275186032717361
2021-11-23,53.474998,449.379028,0.086130779694724
2021-11-24,52.945,450.578735,0.1799592670926607
2021-11-26,49.93,440.529419,0.2646107904464014
2021-11-29,50.502499,445.933228,0.3728926210688031
2021-11-30,49.052502,437.25647,0.4632362813457006
2021-12-01,44.959999,432.399719,0.5581789017561037
2021-12-02,45.389999,439.022461,0.6338937747170307
2021-12-03,43.0975,435.202454,0.6862739714675108
2021-12-06,41.779999,440.356659,0.7309501448159973
2021-12-07,44.452499,449.465332,0.7699594394544981
2021-12-08,43.412498,450.655518,0.7927339568093092
2021-12-09,38.939999,447.612885,0.8107180248325209
2021-12-10,39.752499,451.826508,0.8177898075766928
2021-12-13,34.220001,447.824066,0.8185197891195869
2021-12-14,36.922501,444.743011,0.8156149178043997
2021-12-15,37.147499,451.6922,0.8057422110573944
2021-12-16,36.147499,447.708893,0.7961082792613403
2021-12-17,38.91,442.94397,0.7878486226158218
2021-12-20,39.285,438.233917,0.7940626842962991
2021-12-21,39.529999,446.016541,0.8088432669694131
2021-12-22,38.5,450.476135,0.8034889464070621
2021-12-23,38.035,453.279053,0.7844193811702191
2021-12-27,37.077499,459.693939,0.7548294045525974
2021-12-28,36.615002,459.318237,0.7074991922623823
2021-12-29,38.482498,459.905853,0.6837243374069462
2021-12-30,38.8325,458.634399,0.6409764127005337
2021-12-31,37.0975,457.478546,0.5900606397236563
2022-01-03,38.209999,460.12735,0.5400160030177585
2022-01-04,37.227501,459.973236,0.4653556878124301
2022-01-05,32.342499,451.140808,0.3818478206013238
2022-01-06,32.7575,450.716949,0.3924955518849087
2022-01-07,35.154999,448.935059,0.3827343862879566
2022-01-10,32.787498,448.376373,0.3353389613059424
2022-01-11,32.575001,452.460358,0.311677178228896
2022-01-12,32.014999,453.683594,0.3012381472920189
2022-01-13,30.620001,447.432434,0.3298422337108165
2022-01-14,29.1625,447.615509,0.3324178407232988
2022-01-18,27.227501,439.688354,0.3177843318976616
2022-01-19,26.6425,435.122833,0.30502529591973
2022-01-20,25.6675,430.306824,0.2811353633609331
2022-01-21,26.59,421.859619,0.267097479394049
2022-01-24,25.0375,423.651184,0.29216788631407
2022-01-25,24.9475,418.478821,0.3137152867391554
2022-01-26,25.815001,417.429016,0.3524951836242004
2022-01-27,23.379999,415.367676,0.3978333497466594
2022-01-28,24.477501,425.683563,0.4476770241730649
2022-01-31,27.2325,433.350586,0.5238601627899212
2022-02-01,28.15,436.278687,0.5727203721292913
2022-02-02,25.01,440.516724,0.6002998923074824
2022-02-03,24.807501,430.162384,0.6608359573101186
2022-02-04,25.584999,432.185059,0.6987308902322337
2022-02-07,25.584999,430.798065,0.7267418452057133
2022-02-08,28.9,434.342621,0.7463079527636376
2022-02-09,31.0725,440.699738,0.7644326347348204
2022-02-10,30.6175,432.782288,0.7863971383465659
2022-02-11,31.0625,424.248352,0.7903023543117145
2022-02-14,29.272499,422.861389,0.7858199552649634
2022-02-15,31.540001,429.680786,0.785923229708605
2022-02-16,32.0825,430.162384,0.7812371157552485
2022-02-17,30.852501,420.973541,0.7815542698565372
